purchase_id,invoice_number,date,employee,account,platform,category,product,unit_cost,qty,unit_price,total,product_id
1.0,1.0,2022-12-03 09:37:38,Fausto,Caja,,Panificado,Pan Dulce Milanés Las Colonias 600 grs,507.32,8,660,4058.56,1229
2.0,1.0,2022-12-03 09:37:38,Fausto,Caja,,Golosina,Garrapiñadas de Maní Alteza 80g,75.54,20,100,1510.8,671
3.0,1.0,2022-12-03 09:37:38,Fausto,Caja,,Golosina,Turrón de Maní Fel-Fort,188.15,10,250,1881.5,707
4.0,2.0,2022-12-03 10:09:28,Fausto,Caja Azul,,Gaseosa,Fanta Retornable 2000ml,208.34,8,320,1666.72,618
5.0,2.0,2022-12-03 10:09:28,Fausto,Caja Azul,,Gaseosa,Sprite Retornable 2000ml,208.34,8,320,1666.72,620
6.0,3.0,2022-12-03 12:45:22,Fausto,Caja Azul,,Cerveza,Quilmes Bajo Cero Retornable 1000ml,325,12,420,3900,142
7.0,4.0,2022-12-04 13:00:40,Fausto,Ahorros,LogIn,Carga,Carga Virtual,1,5000,1,5000,96
8.0,5.0,2022-12-04 13:01:02,Fausto,Ahorros,Mi Recarga,Carga,Carga Virtual,1,5000,1,5000,96
9.0,6.0,2022-12-05 11:21:24,Fausto,Caja Azul,,Aperitivo,Fernet Branca 450ml,907.08,12,1300,10884.96,61
10.0,7.0,2022-12-05 14:03:39,Fausto,Caja,,Snack,Lay's Clásicas 145g,461,3,560,1383,1334
11.0,7.0,2022-12-05 14:03:39,Fausto,Caja,,Snack,Lay's Clásicas 94g,315.38,3,380,946.14,1337
12.0,7.0,2022-12-05 14:03:39,Fausto,Caja,,Snack,Lay's Clásicas 45g,161.53,3,200,484.59,1336
13.0,8.0,2022-12-06 10:46:18,Fausto,Caja Azul,,Energizante,Powerade Blue 500ml,160,6,200,960,323
14.0,9.0,2022-12-06 10:50:05,Fausto,Caja Azul,,Energizante,Powerade Frutos Tropicales 500ml,160,6,220,160,324
15.0,10.0,2022-12-06 10:50:35,Fausto,Caja Azul,,Energizante,Powerade Manzana 500ml,160,6,220,960,325
16.0,11.0,2022-12-06 12:53:39,Fausto,Caja Azul,,Cigarrillo,Lucky Strike  Convertible 12,250,10,300,2500,250
17.0,11.0,2022-12-06 00:00:00,Fausto,Caja Azul,,Cigarrillo,Philip Morris 20 Común 20,390,10,450,3900,263
18.0,11.0,2022-12-06 00:00:00,Fausto,Caja Azul,,Cigarrillo,Lucky Strike  Convertible Box 20,430,10,530,4300,251
19.0,11.0,2022-12-06 00:00:00,Fausto,Caja Azul,,Golosina,Gomitas Grandes Mogul 35g,72.5,6,100,435,675
20.0,12.0,2022-12-07 00:00:00,Fausto,Caja Azul,,Vino,Marquéz del Sur Blend Magnum 1125ml,400,6,540,2400,1521
21.0,13.0,2022-12-07 00:00:00,Fausto,Caja Azul,,Agua Saborizada,Baggio Fresh Pomelo 1500ml,122.33,18,170,2201.94,28
22.0,14.0,2022-12-07 00:00:00,Fausto,Caja Azul,,Cerveza,Heineken  473ml,230.65,24,300,5535.6,156
23.0,15.0,2022-12-07 00:00:00,Fausto,Caja Azul,,Galletita,Diversión Arcor 398g,202.41,7,300,1416.87,521
24.0,15.0,2022-12-07 00:00:00,Fausto,Caja Azul,,Galletita,Surtido Bagley 398g,245.17,7,320,1716.19,572
25.0,15.0,2022-12-07 00:00:00,Fausto,Caja Azul,,Golosina,Turrón Maní Arcor 25g,23.36,50,60,1168,708
26.0,16.0,2022-12-07 00:00:00,Marisa y Kuky,Caja Azul,,Cerveza,Imperial Golden  473ml,150,48,240,7200,148
27.0,16.0,2022-12-07 00:00:00,Marisa y Kuky,Kuky y Marisa,,Mercadito,"Caldo de Verduras Maggi 12 u x 9,5 grs",12.5,48,20,600,980
28.0,16.0,2022-12-07 00:00:00,Marisa y Kuky,Kuky y Marisa,,Mercadito,"Caldo de Gallina knorr 12 u x 9,5 grs",17.57,36,25,632.52,974
29.0,16.0,2022-12-07 00:00:00,Marisa y Kuky,Kuky y Marisa,,Farmacia,Ladysoft Normal con alas x 8 u,150,5,230,750,428
30.0,16.0,2022-12-07 00:00:00,Marisa y Kuky,Kuky y Marisa,,Farmacia,Ladysoft Ultradelgada con alas x 8 u,150,5,230,750,429
31.0,16.0,2022-12-07 00:00:00,Marisa y Kuky,Kuky y Marisa,,Mercadito,Esponja Scotch Brite 3M Lila,50,6,100,300,1014
32.0,16.0,2022-12-07 00:00:00,Marisa y Kuky,Kuky y Marisa,,Mercadito,Esponja Scotch Brite 3M Amarilla,50,6,100,300,1013
33.0,16.0,2022-12-07 00:00:00,Marisa y Kuky,Kuky y Marisa,,Mercadito,Duraznos en Mitades 820 grs,329.99,5,450,1649.95,1004
34.0,16.0,2022-12-07 00:00:00,Marisa y Kuky,Kuky y Marisa,,Mercadito,Mayonesa Hellmann´s Clásica 500 cm3,200,3,280,600,1055
35.0,16.0,2022-12-07 00:00:00,Marisa y Kuky,Kuky y Marisa,,Galletita,Pepitos 119 grs,125,8,230,1000,557
36.0,16.0,2022-12-07 00:00:00,Marisa y Kuky,Kuky y Marisa,,Cerveza,Miller  473ml,160.5,24,240,3852,150
37.0,16.0,2022-12-07 00:00:00,Marisa y Kuky,Kuky y Marisa,,Cerveza,Imperial Lager  473ml,150,48,240,7200,140
38.0,16.0,2022-12-07 00:00:00,Marisa y Kuky,Kuky y Marisa,,Cerveza,Schneider  473ml,160.5,48,220,7704,111
39.0,16.0,2022-12-07 00:00:00,Marisa y Kuky,Kuky y Marisa,,Mercadito,Rollo de Cocina Sussex 50,66.67,9,100,600.03,1099
40.0,16.0,2022-12-07 00:00:00,Marisa y Kuky,Kuky y Marisa,,Gaseosa,Paso de Los Toros Tónica 1500ml,200,6,280,1200,619
41.0,16.0,2022-12-07 00:00:00,Marisa y Kuky,Kuky y Marisa,,Panificado,Budín Valenciano 170 grs,100,15,200,1500,1222
42.0,16.0,2022-12-07 00:00:00,Marisa y Kuky,Kuky y Marisa,,Farmacia,Colgate Herbal Blanqueadora 90 grs,200,2,350,400,376
43.0,16.0,2022-12-07 00:00:00,Marisa y Kuky,Kuky y Marisa,,Farmacia,Colgate Ultra Blanco 90 grs,227.76,2,350,455.52,377
44.0,16.0,2022-12-07 00:00:00,Marisa y Kuky,Kuky y Marisa,,Farmacia,Kolynos 90 grs,247.99,2,350,495.98,425
45.0,16.0,2022-12-07 00:00:00,Marisa y Kuky,Caja,,Jugo,Jugo Tang Naranja Banana 18 grs,30.39,18,60,547.02,752
46.0,16.0,2022-12-07 00:00:00,Marisa y Kuky,Caja,,Jugo,Tang Pomelo Rosado 18 grs,30.39,18,60,547.02,765
47.0,16.0,2022-12-07 00:00:00,Marisa y Kuky,Caja,,Jugo,Jugo Tang Uva 18 grs,30.39,18,60,547.02,754
48.0,16.0,2022-12-07 00:00:00,Marisa y Kuky,Caja,,Jugo,Jugo Tang Pera 18 grs,30.39,18,60,547.02,753
49.0,16.0,2022-12-07 00:00:00,Marisa y Kuky,Caja,,Jugo,Tang Multifruta 18g,30.39,18,60,547.02,760
50.0,16.0,2022-12-07 00:00:00,Marisa y Kuky,Caja,,Mercadito,"Caldo de Gallina knorr 12 u x 9,5 grs",18,36,25,648,974
51.0,16.0,2022-12-07 00:00:00,Marisa y Kuky,Caja,,Mercadito,"Caldo de Verduras Maggi 12 u x 9,5 grs",13,48,20,624,980
52.0,16.0,2022-12-07 00:00:00,Marisa y Kuky,Caja,,Gaseosa,Coca Cola 2250ml,324.74,12,420,3896.88,634
53.0,17.0,2022-12-08 00:00:00,Marisa y Kuky,Caja,,Lácteos,Queso Rallado Tregar 40g,157.62,10,220,1576.2,821
54.0,17.0,2022-12-08 00:00:00,Marisa y Kuky,Caja,,Pastas,Ravioles con Ricota DeViano 500g,280.74,5,380,1403.7,1252
55.0,18.0,2022-12-08 00:00:00,Fausto,Caja Azul,,Cerveza,Amstel  473ml,0,6,230,0,129
56.0,18.0,2022-12-08 00:00:00,Fausto,Caja Azul,,Cerveza,Schneider  473ml,175.45,6,220,1052.7,111
57.0,18.0,2022-12-08 00:00:00,Fausto,Caja Azul,,Cerveza,Imperial Golden  473ml,199.37,6,240,1196.22,148
58.0,18.0,2022-12-08 00:00:00,Fausto,Caja Azul,,Cerveza,Miller  473ml,223.3,6,240,1339.8,150
59.0,18.0,2022-12-08 00:00:00,Fausto,Caja Azul,,Gaseosa,Coca Cola 500ml,166.67,6,220,1000.02,609
60.0,19.0,2022-12-08 00:00:00,Fausto,Caja,,,Sueltos $10,0,20,10,0,
61.0,20.0,2022-12-08 00:00:00,Fausto,Caja Azul,Mi Recarga,Carga,Carga Virtual,1,5000,1,0,96
62.0,21.0,2022-12-08 00:00:00,Fausto,Caja,,,Sueltos $10,0,20,10,0,
63.0,22.0,2022-12-09 00:00:00,Fausto,Caja,,Cigarrillo,Rodeo 20 20,108,20,150,2160,268
64.0,22.0,2022-12-09 00:00:00,Fausto,Caja,,Cigarrillo,Master Común 20,157,20,200,3140,259
65.0,22.0,2022-12-09 00:00:00,Fausto,Caja,,Cigarrillo,Philip Morris  Convertible Box 20,430,10,480,4300,262
66.0,22.0,2022-12-09 00:00:00,Fausto,Caja,,Cigarrillo,Marlboro Fusión 20 Box,440,10,500,4400,258
67.0,22.0,2022-12-09 00:00:00,Fausto,Caja,,Golosina,Gomitas Grandes Mogul 35g,72.5,4,100,290,675
68.0,23.0,2022-12-10 00:00:00,Fausto,Caja,,Aperitivo,Fernet Branca 750 cc,1394.19,12,1700,16730.28,62
69.0,24.0,2022-12-10 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Liyo Caja 50,73.8,25,140,1845,245
70.0,25.0,2022-12-10 00:00:00,Marisa y Kuky,Caja Azul,,Panificado,Pan Dulce Milanés Las Colonias 600 grs,507.32,8,600,4058.56,1229
71.0,26.0,2022-12-10 00:00:00,Marisa y Kuky,Caja,,Gaseosa,Coca Cola Retornable 1500ml,250,8,320,2000,617
72.0,27.0,2022-12-10 00:00:00,Marisa y Kuky,Caja,,Cerveza,Schneider  473ml,175.45,6,220,1052.7,111
73.0,27.0,2022-12-10 00:00:00,Marisa y Kuky,Caja,,Cerveza,Imperial Golden  473ml,199.37,6,240,1196.22,148
74.0,27.0,2022-12-10 00:00:00,Marisa y Kuky,Caja,,Cerveza,Amstel  473ml,0,6,230,0,129
75.0,28.0,2022-12-11 00:00:00,Marisa y Kuky,Kuky y Marisa,Plataforma,,Producto,Precio de Compra,Cantidad,Precio de Venta,Total,
76.0,28.0,2022-12-11 00:00:00,Marisa y Kuky,Kuky y Marisa,,Librería,Papel Regalo Celofan 1,39,15,80,585,900
77.0,29.0,2022-12-11 00:00:00,Marisa y Kuky,Kuky y Marisa,,Farmacia,Pañuelos Descartables Dismar,30,36,50,1080,444
78.0,29.0,2022-12-11 00:00:00,Marisa y Kuky,Kuky y Marisa,,Librería,Papel Regalo Celofan 1,39,15,80,585,900
79.0,29.0,2022-12-11 00:00:00,Marisa y Kuky,Kuky y Marisa,,Varios,Mate Vidrio Deco,480,7,650,3360,1464
80.0,29.0,2022-12-11 00:00:00,Marisa y Kuky,Kuky y Marisa,,Varios,Cartas de Loba Hachazo 1,380,6,500,2280,1429
81.0,29.0,2022-12-11 00:00:00,Marisa y Kuky,Kuky y Marisa,,Varios,Naipes Hachazo Truco,190,12,350,2280,1465
82.0,29.0,2022-12-11 00:00:00,Marisa y Kuky,Kuky y Marisa,,Varios,Mate Tereré Argentina,380,4,500,1520,1463
83.0,29.0,2022-12-11 00:00:00,Marisa y Kuky,Kuky y Marisa,,Varios,Vaso Sorbete Argentina,180,5,350,900,1488
84.0,29.0,2022-12-11 00:00:00,Marisa y Kuky,Kuky y Marisa,,Librería,Silicona en Barra,38,20,50,760,921
85.0,29.0,2022-12-11 00:00:00,Marisa y Kuky,Kuky y Marisa,,Varios,Tazos Coleccionables del Mundial 2022,120,5,200,600,1485
86.0,29.0,2022-12-11 00:00:00,Marisa y Kuky,Kuky y Marisa,,Farmacia,Quitaesmaltes Algabo,69,1,130,69,464
87.0,30.0,2022-12-11 00:00:00,Marisa y Kuky,Caja,,Varios,Bombilla grande Piedra,270,5,380,1350,1421
88.0,30.0,2022-12-11 00:00:00,Marisa y Kuky,Caja,,Farmacia,Esmalte Jactans,198,5,350,990,388
89.0,30.0,2022-12-11 00:00:00,Marisa y Kuky,Caja,,Farmacia,Esmalte Secado Rápido India,89,3,250,267,390
90.0,30.0,2022-12-11 00:00:00,Marisa y Kuky,Caja,,Farmacia,Esmalte Miguel Angel,89,2,250,178,389
91.0,30.0,2022-12-11 00:00:00,Marisa y Kuky,Caja,,Regalería,Moños para regalos 1,409,100,10,40900,1291
92.0,30.0,2022-12-11 00:00:00,Marisa y Kuky,Caja,LogIn,Carga,Carga Virtual,1,5000,1,5000,96
93.0,30.0,2022-12-11 00:00:00,Marisa y Kuky,Caja,Mi Recarga,Carga,Carga Virtual,1,5000,1,5000,96
94.0,31.0,2022-12-11 00:00:00,Marisa y Kuky,Kuky y Marisa,,Lácteos,Leche Chocolatada Las Tres Niñas 1000ml,250,12,350,3000,795
95.0,32.0,2022-12-12 00:00:00,Marisa y Kuky,Kuky y Marisa,,Galletita,Pepitos 119 grs,132.99,5,230,664.95,557
96.0,32.0,2022-12-12 00:00:00,Marisa y Kuky,Kuky y Marisa,,Galletita,Oreo con Cacao 118g,132.99,6,230,797.94,553
97.0,32.0,2022-12-12 00:00:00,Marisa y Kuky,Kuky y Marisa,,Chocolate,Chocolate Nesquik en Polvo 150 grs,150,6,220,900,189
98.0,32.0,2022-12-12 00:00:00,Marisa y Kuky,Kuky y Marisa,,Cerveza,Budweiser King of Beers 410cc,150,48,230,7200,108
99.0,32.0,2022-12-12 00:00:00,Marisa y Kuky,Kuky y Marisa,,Mercadito,Papel Higiénico Higienol Doble hoja 30 mts ,69.75,20,100,1395,1081
100.0,33.0,2022-12-12 00:00:00,Marisa y Kuky,Kuky y Marisa,,Embutidos,Salchichas 66 200 grs,114.99,12,200,1379.88,304
101.0,34.0,2022-12-12 00:00:00,Marisa y Kuky,Caja Azul,,Cerveza,Amstel  473ml,148.45,48,220,7125.6,129
102.0,35.0,2022-12-12 00:00:00,Marisa y Kuky,Caja Azul,,Agua,"Agua Mineral Bio Sports 1,5L",101.56,18,150,1828.08,5
103.0,35.0,2022-12-12 00:00:00,Marisa y Kuky,Caja Azul,,Soda,Agua Mineral con Gas Bio Sports 500 cc,62.5,18,100,1125,1397
104.0,35.0,2022-12-12 00:00:00,Marisa y Kuky,Caja Azul,,Gaseosa,Secco Pomelo 3000ml,234.38,8,320,1875.04,631
105.0,36.0,2022-12-13 00:00:00,Marisa y Kuky,Caja Azul,,Agua Saborizada,Sierra de los Padres Pomelo 2250ml,260,12,350,3120,46
106.0,36.0,2022-12-13 00:00:00,Marisa y Kuky,Caja Azul,,Agua Saborizada,Sierra de Los Padres Naranja 2250ml,260,12,350,3120,42
107.0,37.0,2022-12-14 00:00:00,Fausto,Caja,,Cerveza,Heineken  473ml,230.64,72,320,16606.08,156
108.0,37.0,2022-12-14 00:00:00,Fausto,Caja,,Jugo,Jugo Arcor Naranja Dulce 18 g,26.43,18,60,475.74,750
109.0,37.0,2022-12-14 00:00:00,Fausto,Caja,,Jugo,Jugo Arcor Limonada 18 g,26.43,18,60,475.74,748
110.0,37.0,2022-12-14 00:00:00,Fausto,Caja,,Golosina,Mister Pop con Chicle,23.42,48,30,1124.16,691
111.0,37.0,2022-12-14 00:00:00,Fausto,Caja,,Golosina,Chupetín Mister Pop,13.69,50,20,684.5,666
112.0,38.0,2022-12-14 00:00:00,Fausto,Caja,,Mercadito,Mayonesa Natura 125ml,115,20,180,2300,1060
113.0,38.0,2022-12-14 00:00:00,Fausto,Caja,,Mercadito,Mayonesa Natura 250ml,212.5,12,280,2550,1053
114.0,39.0,2022-12-14 00:00:00,Fausto,Caja Azul,Mi Recarga,Carga,Carga Virtual,1,5000,1,0,96
115.0,40.0,2022-12-15 00:00:00,Fausto,Caja Azul,,Agua,Agua Mineral sin Gas Benedictino 600cc ,182,12,100,2184,10
116.0,40.0,2022-12-15 00:00:00,Fausto,Caja Azul,,Agua,Agua Mineral Sin Gas Benedictino 3L,182,12,220,2184,9
117.0,40.0,2022-12-15 00:00:00,Fausto,Caja Azul,,Jugo,Cepita Durazno 1500ml,252,12,380,3024,744
118.0,41.0,2022-12-15 00:00:00,Fausto,Caja Azul,,Gaseosa,Secco Pomelo Intenso 3000ml,234.38,4,320,937.52,632
119.0,41.0,2022-12-15 00:00:00,Fausto,Caja Azul,,Gaseosa,Secco Lima 3000ml,234.38,4,320,937.52,628
120.0,41.0,2022-12-15 00:00:00,Fausto,Caja Azul,,Gaseosa,Secco Naranja 3000ml,234.38,4,320,937.52,630
121.0,42.0,2022-12-16 00:00:00,Marisa y Kuky,Caja Azul,Pin Web,Carga,Carga Virtual,1,5000,1,5000,96
122.0,43.0,2022-12-16 00:00:00,Fausto,Caja Azul,,Lácteos,Yogurt Entero Tops Tregar con Copos 164 grs,143.76,5,200,718.8,824
123.0,43.0,2022-12-16 00:00:00,Fausto,Caja Azul,,Lácteos,Yogurt Frutilla Tregar 900g,244.98,5,330,1224.9,822
124.0,43.0,2022-12-16 00:00:00,Fausto,Caja Azul,,Lácteos,Crema de Leche Tregar 200cc Doble Crema,249.3,5,350,1246.5,788
125.0,44.0,2022-12-16 00:00:00,Fausto,Caja Azul,Claro,Carga,Carga Virtual,1,2000,1,1,96
126.0,45.0,2022-12-16 00:00:00,Marisa y Kuky,Caja Azul,,Cerveza,Quilmes Bajo Cero Retornable 1000ml,295.83,24,420,7099.92,142
127.0,46.0,2022-12-16 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Lucky Strike  Común 12 ,250,10,300,2500,248
128.0,46.0,2022-12-16 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Marlboro Box 20,490,10,530,4900,256
129.0,46.0,2022-12-16 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Philip Morris Convertible 12,250,10,300,2500,264
130.0,46.0,2022-12-16 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Philip Morris 20 Común 20,390,10,450,3900,263
131.0,47.0,2022-12-16 00:00:00,Marisa y Kuky,Caja Azul,,Golosina,Gomitas Grandes Mogul 35g,72.5,8,100,580,675
132.0,48.0,2022-12-17 00:00:00,Marisa y Kuky,Caja,Mi Recarga,Carga,Carga Virtual,1,5000,1,5000,96
133.0,49.0,2022-12-17 00:00:00,Marisa y Kuky,Caja Azul,,Galletita,9 de Oro Agridulce  200g,129.55,12,150,1554.6,506
134.0,49.0,2022-12-17 00:00:00,Marisa y Kuky,Caja Azul,,Galletita,9 de Oro Salada  200g,129.55,12,150,1554.6,513
135.0,49.0,2022-12-17 00:00:00,Marisa y Kuky,Caja Azul,,Galletita,Trío Pepas 500gr,263.88,10,350,2638.8,577
136.0,49.0,2022-12-17 00:00:00,Marisa y Kuky,Caja Azul,,Varios,Encendedor Candela 1,74.2,25,100,1855,1440
137.0,50.0,2022-12-17 00:00:00,Marisa y Kuky,Kuky y Marisa,,Varios,Tazos Coleccionables del Mundial 2022,120,10,200,1200,1485
138.0,50.0,2022-12-17 00:00:00,Marisa y Kuky,Kuky y Marisa,,,5512121180,66.66,18,200,1199.88,
139.0,50.0,2022-12-17 00:00:00,Marisa y Kuky,Kuky y Marisa,,Varios,Cartas FIFA WORLD CUP,150,5,250,750,1431
140.0,50.0,2022-12-17 00:00:00,Marisa y Kuky,Kuky y Marisa,,Varios,Encendedor Fuegolandia,65,50,100,3250,1441
141.0,50.0,2022-12-17 00:00:00,Marisa y Kuky,Kuky y Marisa,,Varios,Mate Vidrio Deco,480,4,650,1920,1464
142.0,50.0,2022-12-17 00:00:00,Marisa y Kuky,Kuky y Marisa,,Varios,Pintura Argentina,220,10,300,2200,1479
143.0,50.0,2022-12-17 00:00:00,Marisa y Kuky,Kuky y Marisa,,Regalería,Vaso infantil Exprimidor,490,5,670,2450,1306
144.0,50.0,2022-12-17 00:00:00,Marisa y Kuky,Kuky y Marisa,,Regalería,Vaso Pico Sorbete,290,5,400,1450,1307
145.0,50.0,2022-12-17 00:00:00,Marisa y Kuky,Kuky y Marisa,,regalería,Cantimplora Infantil,690,4,950,2760,1266
146.0,50.0,2022-12-17 00:00:00,Marisa y Kuky,Kuky y Marisa,,Varios,Cinta Aisladora de PVC,120,10,200,1200,1433
147.0,51.0,2022-12-17 00:00:00,Marisa y Kuky,Caja Azul,,Gaseosa,Coca Cola 2250ml,300,18,420,5400,634
148.0,51.0,2022-12-17 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Pier Rojo 20 20,150,10,240,1500,266
149.0,51.0,2022-12-17 00:00:00,Marisa y Kuky,Caja Azul,,Gaseosa,Fanta 2250ml,300,6,420,1800,636
150.0,51.0,2022-12-17 00:00:00,Marisa y Kuky,Caja Azul,,Gaseosa,Sprite  2250ml,300,12,420,3600,637
151.0,52.0,2022-12-18 00:00:00,Marisa y Kuky,Ahorros,Claro,Carga,Carga Virtual,,2000,1,0,96
152.0,53.0,2022-12-18 00:00:00,Marisa y Kuky,Ahorros,,Carga,Carga Virtual,,5000,1,,96
153.0,54.0,2022-12-19 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Lucky Strike  Convertible Box 20,430,10,500,4300,251
154.0,54.0,2022-12-19 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Marlboro Fusión 20 Box,440,10,500,4400,258
155.0,54.0,2022-12-19 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Marlboro  Común 20,430,10,500,4300,255
156.0,54.0,2022-12-19 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Philip Morris 20 Común 20,390,10,450,3900,263
157.0,54.0,2022-12-19 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Lucky Strike Común 20 Blanco ,390,10,450,3900,252
158.0,54.0,2022-12-19 00:00:00,Marisa y Kuky,Caja Azul,,Golosina,Gomitas Grandes Mogul 35g,72.5,2,100,145,675
159.0,55.0,2022-12-19 00:00:00,Fausto,Caja,,Farmacia,Pañuelos Descartables Elite,19.84,90,50,1785.6,445
160.0,55.0,2022-12-19 00:00:00,Fausto,Caja,,Mercadito,Salsa Pizza Vanoli,118.6,15,160,1779,1111
161.0,55.0,2022-12-19 00:00:00,Fausto,Caja,,Snack,3D 43g,161.53,3,200,484.59,1310
162.0,55.0,2022-12-19 00:00:00,Fausto,Caja,,Snack,Doritos 45g,177,3,200,531,1327
163.0,55.0,2022-12-19 00:00:00,Fausto,Caja,,Snack,Lay's Clásicas 45g,161.53,3,200,484.59,1336
164.0,55.0,2022-12-19 00:00:00,Fausto,Caja,,Snack,Lay's Clásicas 94g,315.39,3,400,946.17,1337
165.0,56.0,2022-12-19 00:00:00,Fausto,Caja,,Soda,Soda Vitalissima 2000ml,120.53,42,200,5062.26,1405
166.0,57.0,2022-12-20 00:00:00,Fausto,Caja,,Agua Saborizada,Sierra de Los Padres Pomelo 1500 ml,190,2,,380,44
167.0,57.0,2022-12-20 00:00:00,Fausto,Caja,,Agua Saborizada,Sierra de Los Padres Naranja 1500ml,190,2,140,380,40
168.0,58.0,2022-12-20 00:00:00,Fausto,Caja Azul,,Gaseosa,Coca Cola 500ml,166.66,12,220,1999.92,609
169.0,58.0,2022-12-20 00:00:00,Fausto,Caja Azul,,Agua,Agua Mineral Sin Gas Benedictino 3L,141.66,12,300,1699.92,9
170.0,59.0,2022-12-20 00:00:00,Fausto,Caja,,,Sueltos $10,0,20,10,0,
171.0,60.0,2022-12-20 00:00:00,Fausto,Caja,,Agua Saborizada,Sierra de Los Padres Naranja 2250ml,222.86,14,350,3120.04,42
172.0,60.0,2022-12-20 00:00:00,Fausto,Caja,,Agua Saborizada,Sierra de los Padres Pomelo 2250ml,222.86,14,350,3120.04,46
173.0,61.0,2022-12-20 00:00:00,Fausto,Caja,,Cigarrillo,Cigarrillos CJ Rubios Convertible,133,10,200,1330,239
174.0,61.0,2022-12-20 00:00:00,Fausto,Caja,,Cigarrillo,Cigarrillos CJ Rubios Mentolado,99,10,150,990,240
175.0,61.0,2022-12-20 00:00:00,Fausto,Caja,,Cigarrillo,Cigarrillo CJ Rubios,95,10,150,950,238
176.0,62.0,2022-12-21 00:00:00,Fausto,Caja Azul,,Agua Saborizada,Baggio Fresh Naranja 1500ml,140,12,200,1680,27
177.0,62.0,2022-12-21 00:00:00,Fausto,Caja Azul,,Agua Saborizada,Baggio Fresh Pomelo 1500ml,140,12,200,1680,28
178.0,62.0,2022-12-21 00:00:00,Fausto,Caja Azul,,Galletita,Mini Crackers Paseo 5 Semillas 300g,154.99,7,230,1084.93,543
179.0,62.0,2022-12-21 00:00:00,Fausto,Caja Azul,,Mercadito,Si Diet 250 ml,249.17,6,350,1495.02,1112
180.0,63.0,2022-12-21 00:00:00,Fausto,Caja,,,Sueltos $10,0,20,10,0,
181.0,64.0,2022-12-21 00:00:00,Fausto,Caja,,Golosina,"Topline Fruta 6,7g",35.35,20,80,707,696
182.0,64.0,2022-12-21 00:00:00,Fausto,Caja,,Golosina,"Topline Sandía 6,7g",35.35,20,80,707,698
183.0,64.0,2022-12-21 00:00:00,Fausto,Caja,,Golosina,Topline Seven Vibrant Strawberry 14g,74.15,16,100,1186.4,701
184.0,64.0,2022-12-21 00:00:00,Fausto,Caja,,Galletita,Surtido Bagley 398g,267.24,7,320,1870.68,572
185.0,65.0,2022-12-21 00:00:00,Marisa y Kuky,Caja,Log In,Carga,Carga Virtual,,5000,1,5000,96
186.0,66.0,2022-12-22 00:00:00,Fausto,Caja,,Energizante,Monster Negro 473ml,233.33,6,320,1399.98,335
187.0,66.0,2022-12-22 00:00:00,Fausto,Caja,,Energizante,Monster Energy Ultra 473cc,233.33,6,320,1399.98,333
188.0,66.0,2022-12-22 00:00:00,Fausto,Caja,,Agua,Agua Mineral sin Gas Benedictino 600cc ,125,24,100,3000,10
189.0,66.0,2022-12-22 00:00:00,Fausto,Caja,,Jugo,Cepita Durazno 1500ml,280,8,380,2240,744
190.0,67.0,2022-12-22 00:00:00,Fausto,Caja,,Vino,Toro Clásico Tinto 1125ml,406.85,6,500,2441.1,1528
191.0,67.0,2022-12-22 00:00:00,Fausto,Caja,,Vino,Vino Toro Clásico Tinto 750 cc,270,6,400,1620,1534
192.0,68.0,2022-12-23 00:00:00,Marisa y Kuky,Caja Azul,Log In,Carga,Carga Virtual,,1,1,0,96
193.0,69.0,2022-12-23 00:00:00,Marisa y Kuky,Kuky y Marisa,,Varios,Gorros Navideños,100,13,400,1300,1456
194.0,70.0,2022-12-23 00:00:00,Marisa y Kuky,Caja,,Cigarrillo,Cigarrillo CJ Rubios,95,20,150,1900,238
195.0,71.0,2022-12-23 00:00:00,Marisa y Kuky,Kuky y Marisa,,Golosina,Turrón Bonafide Maní con Miel,139.16,10,250,1391.6,705
196.0,71.0,2022-12-23 00:00:00,Marisa y Kuky,Kuky y Marisa,,Farmacia,Maquinita de Afeitar Bic 2 hojas,135.47,12,200,1625.64,436
197.0,71.0,2022-12-23 00:00:00,Marisa y Kuky,Kuky y Marisa,,Farmacia,Maquinita de Afeitar Bic 3 Hojas,156.35,12,220,1876.2,437
198.0,72.0,2022-12-24 00:00:00,Fausto,Caja Azul,,Cerveza,Quilmes Bajo Cero Retornable 1000ml,310,12,420,3720,142
199.0,72.0,2022-12-24 00:00:00,Fausto,Caja Azul,,Gaseosa,Coca Cola 2250ml,320,18,420,5760,634
200.0,72.0,2022-12-24 00:00:00,Fausto,Caja Azul,,Gaseosa,Coca Cola Retornable 1500ml,250,16,350,4000,617
