purchase_id,invoice_number,date,employee,account,platform,category,product,unit_cost,qty,unit_price,total,product_id
483.0,158.0,2023-01-27 00:00:00,Marisa y Kuky,Caja Azul,Log In,Carga,Carga Virtual,1,10000,1,10000,96
484.0,159.0,2023-01-27 00:00:00,Marisa y Kuky,Caja Azul,,Cerveza,Quilmes Bajo Cero Retornable 1000ml,342.59,48,450,16444.32,142
485.0,160.0,2023-01-28 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Master Común 20,175,20,230,3500,259
486.0,160.0,2023-01-28 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Rodeo 20 20,160,20,230,3200,268
487.0,160.0,2023-01-28 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Liverpool Green,163,10,220,1630,242
488.0,160.0,2023-01-28 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Liverpool 20 Box Rojo,163,10,220,1630,241
489.0,160.0,2023-01-28 00:00:00,Marisa y Kuky,Caja Azul,,Energizante,Monster Energy Ultra Paradise,250,6,400,1500,321
490.0,160.0,2023-01-28 00:00:00,Marisa y Kuky,Caja Azul,,Energizante,Monster Energy Ultra Sunrise,250,6,400,1500,322
491.0,160.0,2023-01-28 00:00:00,Marisa y Kuky,Caja Azul,,Energizante,Monster Mango Loco 473cc,250,6,400,1500,334
492.0,160.0,2023-01-28 00:00:00,Marisa y Kuky,Caja Azul,,Energizante,Monster Energy The Doctor,250,6,400,1500,320
493.0,160.0,2023-01-28 00:00:00,Marisa y Kuky,Caja Azul,,Energizante,Monster Negro 473ml,250,6,400,1500,335
494.0,161.0,2023-01-28 00:00:00,Marisa y Kuky,Caja Azul,,Agua Saborizada,Sierra de los Padres Pomelo 2250ml,264.99,12,350,3179.88,46
495.0,161.0,2023-01-28 00:00:00,Marisa y Kuky,Caja Azul,,Cerveza,Miller  473ml,229.16,24,300,5499.84,150
496.0,161.0,2023-01-28 00:00:00,Marisa y Kuky,Caja Azul,,Cerveza,Brahma  473ml,190,24,260,4560,132
497.0,161.0,2023-01-28 00:00:00,Marisa y Kuky,Caja Azul,,Cerveza,Imperial Golden  473ml,225,24,300,5400,148
498.0,161.0,2023-01-28 00:00:00,Marisa y Kuky,Caja Azul,,Chocolate,Las Colonias Negro Triple 1,72.91,24,100,1749.84,215
499.0,161.0,2023-01-28 00:00:00,Marisa y Kuky,Caja Azul,,Chocolate,Las Colonias Blanco Triple 1,72.91,24,100,1749.84,214
500.0,162.0,2023-01-29 00:00:00,Marisa y Kuky,Caja Azul,,Panificado,Pan de Hamburguesa x 4,150,3,250,450,1224
501.0,163.0,2023-01-29 00:00:00,Marisa y Kuky,Caja Azul,,Panificado,Pan para pancho x 6,150,3,250,450,1237
502.0,164.0,2023-01-30 00:00:00,Marisa y Kuky,Caja,Log In,Carga,Carga Virtual,,10000,1,10000,96
503.0,165.0,2023-01-30 00:00:00,Marisa y Kuky,Caja Azul,,Chocolate,Bonobón Arcor Negro,38.97,150,60,5845.5,187
504.0,165.0,2023-01-30 00:00:00,Marisa y Kuky,Caja Azul,,Chocolate,Bonobón Arcor Blanco,38.97,150,60,5845.5,186
505.0,165.0,2023-01-30 00:00:00,Marisa y Kuky,Caja Azul,,Mercadito,Orégano Yuspe 10g,105.31,10,100,1053.1,1074
506.0,165.0,2023-01-30 00:00:00,Marisa y Kuky,Caja Azul,,Mercadito,Yerba Mate CBSé Naranja 500 grs,300,4,400,1200,1138
507.0,165.0,2023-01-30 00:00:00,Marisa y Kuky,Caja Azul,,Vino,Novecento Malbec,416.66,6,600,2499.96,1523
508.0,165.0,2023-01-30 00:00:00,Marisa y Kuky,Caja Azul,,Farmacia,Higienol Export 30m,54.61,48,100,2621.28,396
509.0,166.0,2023-01-30 00:00:00,Marisa y Kuky,Caja Azul,,Galletita,Oblita La Oblea Sabor Frutilla 50 grs,46.07,25,80,1151.75,547
510.0,166.0,2023-01-30 00:00:00,Marisa y Kuky,Caja Azul,,Galletita,Oblita La Oblea Sabor Vainilla 60 grs,46.07,25,80,1151.75,548
511.0,166.0,2023-01-30 00:00:00,Marisa y Kuky,Caja Azul,,Golosina,"Topline Strong 6,7g",32.5,20,100,650,704
512.0,166.0,2023-01-30 00:00:00,Marisa y Kuky,Caja Azul,,Golosina,"Topline Menta 6,7g",32.5,20,100,650,697
513.0,166.0,2023-01-30 00:00:00,Marisa y Kuky,Caja Azul,,Golosina,"Alka Menta 3,27 grs",31.66,12,100,379.92,645
514.0,166.0,2023-01-30 00:00:00,Marisa y Kuky,Caja Azul,,Golosina,"Alka Strong 3,27 grs",31.66,12,100,379.92,646
515.0,166.0,2023-01-30 00:00:00,Marisa y Kuky,Caja Azul,,Chocolate,Hamlet Sabor Yoghurt Frutilla 43 grs,53.33,21,100,1119.93,209
516.0,166.0,2023-01-30 00:00:00,Marisa y Kuky,Caja Azul,,Chocolate,Hamlet Almendras y Maní 43 grs,53.33,21,100,1119.93,208
517.0,166.0,2023-01-30 00:00:00,Marisa y Kuky,Caja Azul,,Golosina,Caramelos 1,6.42,374,10,2401.08,652
518.0,167.0,2023-01-30 00:00:00,Marisa y Kuky,Caja Azul,,Gaseosa,Secco Naranja 3000ml,250,8,330,2000,630
519.0,167.0,2023-01-30 00:00:00,Marisa y Kuky,Caja Azul,,Gaseosa,Secco Lima 3000ml,250,8,330,2000,628
520.0,167.0,2023-01-30 00:00:00,Marisa y Kuky,Caja Azul,,Gaseosa,Secco Cola 3000ml,10,8,330,80,627
521.0,167.0,2023-01-30 00:00:00,Marisa y Kuky,Caja Azul,,Gaseosa,Secco Pomelo 3000ml,250,8,330,2000,631
522.0,167.0,2023-01-30 00:00:00,Marisa y Kuky,Caja Azul,,Gaseosa,Secco Pomelo Intenso 3000ml,250,8,330,2000,632
523.0,168.0,2023-01-31 00:00:00,Marisa y Kuky,Caja Azul,,Agua Saborizada,Sierra de Los Padres Manzana 2250ml,250,2,350,500,39
524.0,168.0,2023-01-31 00:00:00,Marisa y Kuky,Caja Azul,,Agua Saborizada,Sierra de los Padres Pomelo 2250ml,250,6,350,1500,46
525.0,168.0,2023-01-31 00:00:00,Marisa y Kuky,Caja Azul,,Agua Saborizada,Sierra de Los Padres Naranja 2250ml,250,6,350,1500,42
526.0,,2023-02-01 00:00:00,Marisa y Kuky,,,,,,,,,
527.0,169.0,2023-02-01 00:00:00,Marisa y Kuky,Caja,Log In,Carga,Carga Virtual,1,5000,1,5000,96
528.0,170.0,2023-02-01 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Marlboro  Común 20,490,10,580,4900,255
529.0,170.0,2023-02-01 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Marlboro Fusión 20 Box,500,10,600,5000,258
530.0,170.0,2023-02-01 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Chesterfield 20 Común ,350,10,450,3500,237
531.0,170.0,2023-02-01 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Philip Morris 20 Común 20,440,10,500,4400,263
532.0,170.0,2023-02-01 00:00:00,Marisa y Kuky,Caja Azul,,Chocolate,Rocklets 40 grs,167.5,8,200,1340,224
533.0,171.0,2023-02-01 00:00:00,Marisa y Kuky,Caja Azul,Log In,Carga,Carga Virtual,,5000,1,5000,96
534.0,172.0,2023-02-02 00:00:00,Marisa y Kuky,Caja Azul,,Snack,Papas Quento  Ketchup 90 g,250,5,300,1250,1351
535.0,173.0,2023-02-02 00:00:00,Marisa y Kuky,Caja,,Jugo,Ades Frutas Tropicales 1000ml,120,8,300,960,719
536.0,174.0,2023-02-02 00:00:00,Fausto,Caja,,Cigarrillo,Lucky Strike  Convertible Box 20,490,20,550,9800,251
537.0,174.0,2023-02-02 00:00:00,Fausto,Caja,,Cigarrillo,Lucky Strike  Convertible 12,280,10,350,2800,250
538.0,174.0,2023-02-02 00:00:00,Fausto,Caja,,Cigarrillo,Lucky Strike Dark Paris,610,10,700,6100,253
539.0,175.0,2023-02-03 00:00:00,Fausto,Caja Azul,Claro,Carga,Carga Virtual,,2000,1,2000,96
540.0,175.0,2023-02-03 00:00:00,Fausto,Caja Azul,Claro,Carga,Carga Virtual,,5000,1,5000,96
541.0,176.0,2023-02-04 00:00:00,Marisa y Kuky,Caja,,Gaseosa,Coca Cola 2250ml,425,18,500,7650,634
542.0,176.0,2023-02-04 00:00:00,Marisa y Kuky,Caja,,Gaseosa,Fanta 2250ml,425,6,500,2550,636
543.0,176.0,2023-02-04 00:00:00,Marisa y Kuky,Caja,,Gaseosa,Sprite  2250ml,425,6,500,2550,637
544.0,176.0,2023-02-04 00:00:00,Marisa y Kuky,Caja,,Cigarrillo,Pier Rojo 10,120,20,160,2400,265
545.0,177.0,2023-02-06 00:00:00,Marisa y Kuky,Caja Azul,,Snack,Twistos Jamón Ibérico 40g,184.6,5,240,923,1375
546.0,177.0,2023-02-06 00:00:00,Marisa y Kuky,Caja Azul,,Snack,Twistos Queso 40g,184.6,5,240,923,1376
547.0,177.0,2023-02-06 00:00:00,Marisa y Kuky,Caja Azul,,Mercadito,Azúcar Impalpable 250g,128.8,10,200,1288,959
548.0,177.0,2023-02-06 00:00:00,Marisa y Kuky,Caja Azul,,Mercadito,Salsa Blanca Yuspe 40g,73.4,10,130,734,1108
549.0,177.0,2023-02-06 00:00:00,Marisa y Kuky,Caja Azul,,Mercadito,Laurel Triturado 25g,64.4,10,100,644,1041
550.0,177.0,2023-02-06 00:00:00,Marisa y Kuky,Caja Azul,,Snack,Doritos 45g,230,3,300,690,1327
551.0,177.0,2023-02-06 00:00:00,Marisa y Kuky,Caja Azul,,Snack,3D 43g,192.3,3,250,576.9,1310
552.0,178.0,2023-02-07 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Philip Morris  Convertible Box 20,490,10,580,4900,262
553.0,178.0,2023-02-07 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Philip Morris Convertible 12,280,10,380,2800,264
554.0,178.0,2023-02-07 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Philip Morris 20 Común 20,440,20,530,8800,263
555.0,178.0,2023-02-07 00:00:00,Marisa y Kuky,Caja Azul,,Chocolate,Oblea Twit Arcor 20 grs,60,8,80,480,218
556.0,179.0,2023-02-07 00:00:00,Marisa y Kuky,Caja Azul,,Agua Saborizada,Sierra de los Padres Pomelo 2250ml,267.69,13,350,3479.97,46
557.0,,2023-02-02 00:00:00,Marisa y Kuky,Caja Azul,,Jugo,Ades Soja + Jugo de Durazno,120,8,120,960,
558.0,180.0,2023-02-07 00:00:00,Fausto,Caja Azul,,Gaseosa,Coca Cola Retornable 1500ml,266.67,16,350,4266.72,617
559.0,180.0,2023-02-07 00:00:00,Fausto,Caja Azul,,Gaseosa,Fanta Retornable 2000ml,225,8,350,1800,618
560.0,180.0,2023-02-07 00:00:00,Fausto,Caja Azul,,Gaseosa,Sprite Retornable 2000ml,225,8,350,1800,620
561.0,181.0,2023-02-08 00:00:00,Marisa y Kuky,Caja Azul,,,Fernando 1L,128,6,200,768,
562.0,181.0,2023-02-08 00:00:00,Marisa y Kuky,Caja Azul,,Agua,Agua de Las Misiones x 1500 ml,128,12,200,1536,2
563.0,182.0,2023-02-08 00:00:00,Fausto,Caja Azul,,Chocolate,Cofler Rocklets 55g,227.82,5,300,1139.1,205
564.0,182.0,2023-02-08 00:00:00,Fausto,Caja Azul,,Chocolate,Cofler Chocolate con Leche 55g,227.82,5,300,1139.1,199
565.0,182.0,2023-02-08 00:00:00,Fausto,Caja Azul,,Chocolate,Block Cofler 38g,113.8,20,200,2276,182
566.0,183.0,2023-02-08 00:00:00,Marisa y Kuky,Caja,,Librería,Cinta Empaque 24x50 AUCA,152.39,5,250,761.95,860
567.0,184.0,2023-02-09 00:00:00,Marisa y Kuky,Caja,,Cerveza,Imperial Golden  473ml,216.57,48,300,10395.36,148
568.0,185.0,2023-02-09 00:00:00,Marisa y Kuky,Caja Azul,,Snack,Chizitos x 100 grs,60,10,100,600,1322
569.0,186.0,2023-02-09 00:00:00,Fausto,Caja,,Gaseosa,Sprite 500 ml,166.66,12,220,1999.92,612
570.0,186.0,2023-02-09 00:00:00,Fausto,Caja,,Gaseosa,Coca Cola 500ml,166.66,12,220,1999.92,609
571.0,186.0,2023-02-09 00:00:00,Fausto,Caja,,Gaseosa,Fanta Naranja 500 ml,166.66,12,220,1999.92,610
572.0,186.0,2023-02-09 00:00:00,Fausto,Caja,,Agua Saborizada,Aquarius Manzana 2250ml,291.66,6,380,1749.96,21
573.0,186.0,2023-02-09 00:00:00,Fausto,Caja,,Agua Saborizada,Aquarius Pomelo 2250ml,291.66,6,380,1749.96,24
574.0,187.0,2023-02-09 00:00:00,Marisa y Kuky,Caja,,Cigarrillo,Cigarrillo CJ Rubios,95,30,150,2850,238
575.0,187.0,2023-02-09 00:00:00,Marisa y Kuky,Caja,,Cigarrillo,Camel 11,320,10,380,3200,235
576.0,187.0,2023-02-09 00:00:00,Marisa y Kuky,Caja,,Cigarrillo,Lucky Strike  Convertible Box 20,490,1,580,490,251
577.0,188.0,2023-02-09 00:00:00,Marisa y Kuky,Caja Azul,,Lácteos,Yogurt Tregar Arándano 900g,280.4,3,380,841.2,832
578.0,188.0,2023-02-09 00:00:00,Marisa y Kuky,Caja Azul,,Lácteos,Yogurt Frutilla Tregar 900g,284.23,2,380,568.46,822
579.0,188.0,2023-02-09 00:00:00,Marisa y Kuky,Caja Azul,,Lácteos,Manteca Tonadita 100g,190.54,5,280,952.7,812
580.0,189.0,2023-02-11 00:00:00,Marisa y Kuky,Caja Azul,,Jugo,Baggio Fresh Liviano Multifruta 1000ml,286.87,2,380,573.74,724
581.0,189.0,2023-02-11 00:00:00,Marisa y Kuky,Caja Azul,,Agua Saborizada,Baggio Fresh Naranja 1500ml,180,12,250,2160,27
582.0,189.0,2023-02-11 00:00:00,Marisa y Kuky,Caja Azul,,Agua Saborizada,Baggio Fresh Pomelo 1500ml,180,12,250,2160,28
583.0,189.0,2023-02-11 00:00:00,Marisa y Kuky,Caja Azul,,Jugo,Baggio Pronto Multifruta 1000ml,286.87,8,380,2294.96,737
584.0,189.0,2023-02-11 00:00:00,Marisa y Kuky,Caja Azul,,Jugo,Baggio Pronto Durazno 1000ml,286.87,8,380,2294.96,731
585.0,189.0,2023-02-11 00:00:00,Marisa y Kuky,Caja Azul,,Carga,Carga Virtual,1,25000,1,25000,96
586.0,190.0,2023-02-11 00:00:00,Marisa y Kuky,Caja,,Energizante,Speed 269ml ,168.75,24,300,4050,331
587.0,190.0,2023-02-11 00:00:00,Marisa y Kuky,Caja,,Cerveza,Miller  473ml,230,24,300,5520,150
588.0,190.0,2023-02-11 00:00:00,Marisa y Kuky,Caja,,Cerveza,Brahma  473ml,210,24,260,5040,132
589.0,190.0,2023-02-11 00:00:00,Marisa y Kuky,Caja,,Mercadito,Duraznos Molto 820 grs,300,6,450,1800,1005
590.0,191.0,2023-02-11 00:00:00,Fausto,Caja,,Mercadito,Yerba Mate CBC 500g,296.69,12,400,3560.28,1137
591.0,191.0,2023-02-11 00:00:00,Fausto,Caja,,Energizante,Gatorade Manzana 750ml,202.75,12,300,2433,316
592.0,191.0,2023-02-11 00:00:00,Fausto,Caja,,Energizante,Gatorade Cool Blue 750ml,202.75,12,300,2433,309
593.0,191.0,2023-02-11 00:00:00,Fausto,Caja,,Energizante,Gatorade Frutos Tropicales 750ml,202.75,12,300,2433,312
594.0,191.0,2023-02-11 00:00:00,Fausto,Caja,,Cerveza,Corona 410ml,351.14,6,450,2106.84,116
595.0,191.0,2023-02-11 00:00:00,Fausto,Caja,,Cerveza,Andes Fresquita Mendocina 473ml,322.33,4,430,1289.32,131
596.0,191.0,2023-02-11 00:00:00,Fausto,Caja,,Espumante,Novecento Extra Dulce 750ml,490,6,640,2940,350
597.0,191.0,2023-02-11 00:00:00,Fausto,Caja,,Cerveza,Brahma  473ml,238.78,6,280,1432.68,132
598.0,191.0,2023-02-11 00:00:00,Fausto,Caja,,Cerveza,Quilmes Clásica  473ml,222,12,250,1347.96,143
599.0,191.0,2023-02-11 00:00:00,Fausto,Caja,,Cerveza,Budweiser King of Beers 410cc,214.9,6,270,1289.4,108
600.0,192.0,2023-02-12 00:00:00,Marisa y Kuky,Caja Azul,,Snack,Tutuca,55,11,100,605,1371
601.0,192.0,2023-02-12 00:00:00,Marisa y Kuky,Caja Azul,,Snack,Chizitos x 100 grs,55,23,100,55,1322
602.0,193.0,2023-02-12 00:00:00,Marisa y Kuky,Caja Azul,,Chocolate,Alfajor Clásico Terrabussi 50 grs,78.16,6,150,468.96,170
603.0,193.0,2023-02-12 00:00:00,Marisa y Kuky,Caja Azul,,Chocolate,Alfajor Glaseado Terrabussi 38 grs,100,6,150,600,173
604.0,193.0,2023-02-12 00:00:00,Marisa y Kuky,Caja Azul,,Galletita,Surtido Bagley 398g,300,5,400,1500,572
605.0,193.0,2023-02-12 00:00:00,Marisa y Kuky,Caja Azul,,Galletita,Diversión Arcor 398g,280,5,400,1400,521
606.0,193.0,2023-02-12 00:00:00,Marisa y Kuky,Caja Azul,,Galletita,Trio Pepas 320 grs,195,5,250,975,576
607.0,193.0,2023-02-12 00:00:00,Marisa y Kuky,Caja Azul,,Galletita,Chocolinas Original 150 grs,161.99,5,230,809.95,517
608.0,193.0,2023-02-12 00:00:00,Marisa y Kuky,Caja Azul,,Galletita,9 de Oro Agridulces 215 grs,116,5,200,580,507
609.0,193.0,2023-02-12 00:00:00,Marisa y Kuky,Caja Azul,,Galletita,9 de Oro Azucaradas 210 grs,144.99,5,200,724.95,509
610.0,193.0,2023-02-12 00:00:00,Marisa y Kuky,Caja Azul,,Galletita,Vocación Clásica pack x 3 384 grs,222,4,350,888,582
611.0,194.0,2023-02-12 00:00:00,Marisa y Kuky,Caja Azul,,Galletita,Variedad Terrabussi 390 grs,249,5,350,1245,580
612.0,194.0,2023-02-12 00:00:00,Marisa y Kuky,Caja Azul,,Galletita,9 de Oro  Avena con Pasas 120 grs,149,3,200,447,505
613.0,194.0,2023-02-12 00:00:00,Marisa y Kuky,Caja Azul,,Galletita,9 de Oro Avena con Miel 120 grs,112,3,200,336,508
614.0,194.0,2023-02-12 00:00:00,Marisa y Kuky,Caja Azul,,Galletita,9 de Oro Cookies con Chips de Chocolate Blanco 120 grs,119,3,200,357,512
615.0,194.0,2023-02-12 00:00:00,Marisa y Kuky,Caja Azul,,Galletita,Polvorita Vainilla 150g,85,5,150,425,564
616.0,194.0,2023-02-12 00:00:00,Marisa y Kuky,Caja Azul,,Galletita,9 de Oro Clásicos 215 grs,123.25,5,200,616.25,511
617.0,194.0,2023-02-12 00:00:00,Marisa y Kuky,Caja Azul,,Galletita,Sonrisas 108g,92,5,200,460,570
618.0,194.0,2023-02-12 00:00:00,Marisa y Kuky,Caja Azul,,Galletita,Macucas Sabor Chocolate 110 grs,84.2,5,150,421,529
619.0,195.0,2023-02-12 00:00:00,Marisa y Kuky,Caja Azul,,Galletita,Bauducco Sabor Chocolate 65 grs,60,5,100,300,516
620.0,195.0,2023-02-12 00:00:00,Marisa y Kuky,Caja Azul,,Galletita,Amor Sabor Almendras 112 grs,159,5,250,795,515
621.0,195.0,2023-02-12 00:00:00,Marisa y Kuky,Caja Azul,,Galletita,Mellizas 108g,159,5,250,795,539
622.0,195.0,2023-02-12 00:00:00,Marisa y Kuky,Caja Azul,,Galletita,Pepitos 119 grs,174,5,250,870,557
623.0,195.0,2023-02-12 00:00:00,Marisa y Kuky,Caja Azul,,Galletita,Trío Pepas 500gr,285,5,400,1425,577
624.0,195.0,2023-02-12 00:00:00,Marisa y Kuky,Caja Azul,,Galletita,Maná Rellena Frutilla 152g,180,5,250,900,534
625.0,195.0,2023-02-12 00:00:00,Marisa y Kuky,Caja Azul,,Galletita,Vocación Clásica 141 grs,86.58,5,150,432.9,581
626.0,195.0,2023-02-12 00:00:00,Marisa y Kuky,Caja Azul,,Galletita,Merengadas 88g,121,6,250,726,541
627.0,196.0,2023-02-12 00:00:00,Marisa y Kuky,Caja Azul,,Mercadito,Yerba Mate Rosamonte 500 grs,355,3,500,1065,1145
628.0,197.0,2023-02-13 00:00:00,Fausto,Caja,,Jugo,Cormillot Pomelo 1500ml,184,6,240,1104,747
629.0,197.0,2023-02-13 00:00:00,Fausto,Caja,,Mercadito,Salsa Pizza Vanoli,133.4,12,180,1600.8,1111
630.0,197.0,2023-02-14 00:00:00,Fausto,Caja,,Cigarrillo,Master Común 20,170,20,230,3400,259
631.0,197.0,2023-02-14 00:00:00,Fausto,Caja,,Gaseosa,Coca Cola 2250ml,433.33,12,550,5199.96,634
632.0,197.0,2023-02-14 00:00:00,Fausto,Caja,,Gaseosa,Fanta 2250ml,433.33,6,550,2599.98,636
633.0,197.0,2023-02-14 00:00:00,Fausto,Caja,,Gaseosa,Sprite  2250ml,433.33,6,550,2599.98,637
634.0,197.0,2023-02-14 00:00:00,Fausto,Caja,,Mercadito,Azúcar Arcor 1000g,203.25,4,260,813,956
635.0,198.0,2023-02-14 00:00:00,Fausto,Caja Azul,,Cerveza,Brahma Retornable 1000ml,374.19,36,480,13470.84,103
636.0,198.0,2023-02-14 00:00:00,Fausto,Caja Azul,,Energizante,Red Bull 250ml,306.58,12,400,3678.96,327
637.0,199.0,2023-02-15 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Marlboro Fusión 12,290,10,380,2900,257
638.0,199.0,2023-02-15 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Marlboro  Común 20,490,10,580,4900,255
639.0,199.0,2023-02-15 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Philip Morris  Común 12,280,10,380,2800,261
640.0,199.0,2023-02-15 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Marlboro  Común 12,320,10,400,3200,254
641.0,199.0,2023-02-15 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Philip Morris 20 Común 20,440,10,530,4400,263
642.0,199.0,2023-02-15 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Marlboro Box 20,560,10,650,5600,256
643.0,199.0,2023-02-15 00:00:00,Marisa y Kuky,Caja Azul,,Golosina,Menthoplus Cereza Zero,107.5,4,130,430,681
644.0,199.0,2023-02-15 00:00:00,Marisa y Kuky,Caja Azul,,Golosina,Gomitas Grandes Mogul 35g,80,8,100,640,675
645.0,200.0,2023-02-16 00:00:00,Marisa y Kuky,Caja,,Farmacia,Apósitos Protectores Plásticos ,16,80,30,1280,365
646.0,255.0,2023-03-04 00:00:00,Marisa y Kuky,Caja Azul,,Agua Saborizada,Aquarius Naranja 2250ml,333.33,6,450,1999.98,22
647.0,201.0,2023-02-16 00:00:00,Marisa y Kuky,Caja,,Agua,Agua Mineral sin Gas Benedictino 600cc ,83.33,36,100,2999.88,10
648.0,201.0,2023-02-16 00:00:00,Marisa y Kuky,Caja,,Agua,Agua Mineral Benedictino 2 L,83.33,18,200,1499.94,4
649.0,202.0,2023-02-16 00:00:00,Fausto,Caja,,Soda,Soda Vitalissima 2000ml,133.9,21,230,2811.9,1405
650.0,202.0,2023-02-16 00:00:00,Fausto,Caja,,Gaseosa,Secco Lima 3000ml,265.62,8,350,2124.96,628
651.0,202.0,2023-02-16 00:00:00,Fausto,Caja,,Gaseosa,Secco Pomelo 3000ml,265.62,12,350,3187.44,631
652.0,203.0,2023-02-16 00:00:00,Fausto,Caja,,,Yogurt Entero Vasito Frutilla Tregar 125g,92.55,5,130,462.75,
653.0,203.0,2023-02-16 00:00:00,Fausto,Caja,,Lácteos,Yogurt Entero Vasito Vainilla Tregar 125g,92.55,5,130,462.75,828
654.0,203.0,2023-02-16 00:00:00,Fausto,Caja,,Lácteos,Yogurt Tregar Arándano 900g,280.91,3,380,842.73,832
655.0,203.0,2023-02-16 00:00:00,Fausto,Caja,,Lácteos,Yogurt Frutilla Tregar 900g,280.91,3,380,842.73,822
656.0,203.0,2023-02-16 00:00:00,Fausto,Caja,,Pastas,Ravioles con Ricota DeViano 500g,311.93,4,400,1247.72,1252
657.0,203.0,2023-02-16 00:00:00,Fausto,Caja,,Lácteos,Yogurt Entero Tops Tregar con Copos 164 grs,168.32,5,230,841.5999999999999,824
658.0,204.0,2023-02-16 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Camel 11,320,10,400,3200,235
659.0,204.0,2023-02-16 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Lucky Strike  Convertible 12,280,20,350,5600,250
660.0,204.0,2023-02-16 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Lucky Strike  Convertible Box 20,490,10,580,4900,251
661.0,204.0,2023-02-16 00:00:00,Marisa y Kuky,Caja Azul,,Cotillón,Bombuchas Fiesta Loca 100 globitos,210,5,300,1050,286
662.0,205.0,2023-02-17 00:00:00,Fausto,Caja,,Cerveza,Andes Fresquita Mendocina 473ml,201.53,4,300,800,131
663.0,205.0,2023-02-17 00:00:00,Fausto,Caja,,Jugo,Jugo Del Valle Durazno 200ml,73,6,100,438,751
664.0,206.0,2023-02-17 00:00:00,Fausto,Caja,,Chocolate,Tatín Negro Simple 1,52.17,16,100,834.72,228
665.0,206.0,2023-02-17 00:00:00,Fausto,Caja,,Golosina,"Menthoplus Cherry 29,4g",62.68,12,100,752.16,682
666.0,206.0,2023-02-17 00:00:00,Fausto,Caja,,Golosina,"Menthoplus Mint 29,4g",62.68,12,100,752.16,686
667.0,207.0,2023-02-17 00:00:00,Marisa y Kuky,Caja Azul,,Varios,La Gotita 1,311,5,400,1555,1460
668.0,208.0,2023-02-17 00:00:00,Marisa y Kuky,Caja Azul,,Cotillón,Bombuchas Perfumadas x 100 globitos,375,1,450,375,287
669.0,209.0,2023-02-17 00:00:00,Marisa y Kuky,Caja Azul,,Regalería,Botella Kivi 600 ml Rosa,380,1,500,380,1260
670.0,209.0,2023-02-17 00:00:00,Marisa y Kuky,Caja Azul,,Regalería,Botella Kiwi 600 ml Lila,380,1,500,380,1261
671.0,209.0,2023-02-17 00:00:00,Marisa y Kuky,Caja Azul,,Regalería,Huevera Para Microondas,400,1,500,400,1281
672.0,209.0,2023-02-17 00:00:00,Marisa y Kuky,Caja Azul,,Regalería,Colador Suki Lima ,500,1,600,500,1269
673.0,209.0,2023-02-17 00:00:00,Marisa y Kuky,Caja Azul,,Regalería,Colador  Suki Rosa,500,1,600,500,1268
674.0,209.0,2023-02-17 00:00:00,Marisa y Kuky,Caja Azul,,Regalería,"Botellón Fresh 1,5 L",600,1,700,600,1262
675.0,209.0,2023-02-17 00:00:00,Marisa y Kuky,Caja Azul,,Regalería,Bombilla Pop Naranja ,200,1,300,200,1258
676.0,209.0,2023-02-17 00:00:00,Marisa y Kuky,Caja Azul,,Regalería,Mate Click Naranja ,400,1,500,400,1284
677.0,210.0,2023-02-18 00:00:00,Marisa y Kuky,Caja Azul,,Varios,Focos Osram 5 w = 40 W,149.63,10,200,1496.3,1452
678.0,210.0,2023-02-18 00:00:00,Marisa y Kuky,Caja Azul,,Golosina,Malvaviscos Congys Billiken,66.86,15,100,1002.9,677
679.0,210.0,2023-02-18 00:00:00,Marisa y Kuky,Caja Azul,,Varios,Encendedor Candela 1,85.39,25,150,2134.75,1440
680.0,210.0,2023-02-18 00:00:00,Marisa y Kuky,Caja Azul,,Chocolate,Las Colonias Negro Triple 1,73.02,24,100,1752.48,215
681.0,211.0,2023-02-20 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Marlboro Fusión 20 Box,500,10,600,5000,258
682.0,211.0,2023-02-20 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Marlboro Fusión 12,290,10,380,2900,257
