Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
Código,Categoría,Producto,Precio Costo,Precio Unitario,ID
7799054015612,Panificado,Pan Hambuerguesas ROYAL x4,176,250,509
7793890258165,Panificado,Pan Lactal 335g,229,300,510
7793890258202,Panificado,Pan Lactal Salvado 350g,291,380,511
7795293202103,Panificado,Pan Lacteado 360 grs Don Yeyo,279.48333,350,512
7795379100583,Panificado,Pan Panchos ROYAL x6,176,250,513
7793890258134,Panificado,Pan para Hamburguesas Lactal 210 grs,234.8333,320,514
7793890258127,Panificado,Pan para Panchos Lactal 210 grs,234.8333,320,515
7795293203209,Panificado,Pan para Panchos x 6 x 210 grs Don Yeyo,188.815,250,516
7790150812761,Panificado,PAN x Gramos,290,390,517
7794626008641,Farmacia,Pañal Huggies M 1,38,60,518
7500435133357,Farmacia,Pañal Pampers P 1,38,60,519
7791388000272,Farmacia,Pañuelos Descartables 1,23,70,520
7798014062680,Farmacia,Pañuelos Descartables Dismar,30,70,521
7798187211311,Snack,Papas Clásicas Quento 100 grs,270,400,522
7798187210024,Snack,Papas Clásicas Quento 50 grs,78,200,523
7798187210178,Snack,Papas Pay QUENTO 110g,200,300,524
7798187211281,Snack,Papas Quento  Jamón Serrano 90 g,288.93,400,525
7798187211304,Snack,Papas Quento  Ketchup 90 g,288.93,400,526
7798187211649,Snack,Papas Quento Cebolla y Queso 45g,111.505,200,527
7798187211410,Snack,Papas Quento Clásicas Asado Criollo,288.93,400,528
AFICHEREGALO,Librería,Papel Afiche Regalo 1,150,200,529
7796893000076,Librería,Papel Glacé Lustre 1,75,100,530
7796893000113,Librería,Papel Glacé Metalizado 1,75,100,531
7790520010490,Mercadito,Espirales Fuyí 1,75,100,258
7790250066071,Farmacia,Papel Higiénico Elite Professional 50m ,75,100,533
7794321073319,Mercadito,Esponja de acero 1,113,250,259
7793253038106,Mercadito,Esponja Mortimer 1,75,150,260
7891040001316,Mercadito,Esponja Scotch Brite 3M Amarilla,50,150,261
7891040221059,Mercadito,Esponja Scotch Brite 3M Lila,50,150,262
7792564078344,Librería,"Papel Oficio 70 g 21,59 x 35,56 cm",3,10,538
1957310426,Librería,Papel Regalo Celofan 1,39,100,539
PAPELCELOFÁN,Librería,Papel Regalo Celofán 1,75,100,540
7797470000953,Mercadito,Fideo Codos Marolio 500g,79,120,279
7790839980873,Farmacia,Paracetamol ISA 500mg 1,23,30,542
7792180007346,Galletita,Paseo Mix de Cereales,108,300,543
7791813423386,Gaseosa,Paso de Los Toros 2250ml,343.49,450,544
7791813421368,Gaseosa,Paso de Los Toros Tónica 1500ml,311.71,430,545
7792798007424,Cerveza,Quilmes Bajo Cero Retornable 1000ml,451.66,530,599
7792798007493,Cerveza,Brahma Retornable 1000ml,511.85,600,118
7793147571672,Cerveza,Imperial Golden Retornable 1000ml,442,580,338
7792798002399,Cerveza,Patagonia 24.7 730 ml,592.37,770,546
7791787100597,Galletita,Pepas Trío 1000 grs,430.53,550,550
7622201503260,Galletita,Pepitos 119 grs,125,250,551
7791813555032,Gaseosa,Pepsi 500 ml,138.66,230,552
7791813555025,Gaseosa,Pepsi Lata 354ml,90,130,553
77981813,Cigarrillo,Philip Morris  Común 12,360,450,554
77940735,Cigarrillo,Philip Morris  Convertible Box 20,630,700,555
77912879,Cigarrillo,Philip Morris 20 Común 20,560,630,556
77971913,Cigarrillo,Philip Morris Convertible 12,360,450,557
7792860001114,Golosina,Pico Dulce Lheritier 48 unidades,33.54,50,558
77960900,Cigarrillo,Pier Rojo 20 20,255,350,559
77962737,Cigarrillo,Pier Verde 20 20,255,350,560
39800099099,Varios,Pilas AAA Energizer,146.4,200,561
12800185078,Varios,PILAS DOBLE A 1,84,200,562
161251866949,Varios,PILAS TRIPLE A 1,70,200,563
7797470005477,Mercadito,Fideo Mostachol Liso Marolio 500g,79,120,280
6998456600773,Librería,Pincel Chato x 3,80,200,565
6998456600766,Librería,Pincel Pelos x 3,60,150,566
6927433612157,Varios,Pinza de depilar 1,150,200,567
7790040287204,Galletita,Polvorita Frutilla/Fresa 150g,75,100,568
7790040124417,Galletita,Polvorita Mini Limón 147g,75,100,569
7790040120013,Galletita,Polvorita Mini Vainilla 147g,75,100,570
7790040287105,Galletita,Polvorita Vainilla 150g,85,150,571
6950126120141,Varios,PORTA TARJETA BUS 1,38,100,572
7790895640025,Energizante,Powerade Blue 500ml,200,300,573
7790895641183,Energizante,Powerade Frutos Tropicales 500ml,200,300,574
7790895640018,Energizante,Powerade Manzana 500ml,200,300,575
7798142880088,Panificado,Pre-Pizza 1u,100,200,576
7791519200021,Farmacia,Prime Anatómico 3,342.67,500,577
7791519200076,Farmacia,Prime Espermicida 3,342.67,500,578
7791519000676,Farmacia,Prime Extra Lubricado 3,342.67,500,579
7791519701030,Farmacia,Prime Mega Mayor Comodidad 3,342.67,500,580
7791519702112,Farmacia,Prime Retardante 3,342.67,500,581
7791519001970,Farmacia,Prime Stronger 3,342.67,500,582
7791519200045,Farmacia,Prime Super Fino 3,342.67,500,583
7791519200090,Farmacia,Prime Tachas 3,342.67,500,584
7791519200069,Farmacia,Prime Texturado 3,342.67,500,585
7791519001338,Farmacia,Prime Turbo 3,342.67,500,586
7791519701061,Farmacia,Prime Ultra Fino 3,342.67,500,587
7791519701856,Farmacia,Prime Warming  3,342.67,500,588
7792798002351,Cerveza,Patagonia Amber Lager 730 ml,592.37,770,547
7797470000977,Mercadito,Fideo Tirabuzón Marolio 500g,79,120,281
7793165000154,Snack,Puflito ,41,150,591
7794910056617,Mercadito,Fideos Codito Canale 500 grs,144.99,250,1008
7798141970360,Mercadito,Fideos Mostacholes La Providencia 500 grs,132.5,250,1009
7791337005389,Lácteos,Queso Crema CasanCrem 290g,251,330,594
7790742373809,Lácteos,Queso Crema Cremón  Ligth La Serenísima 280g,224,330,595
7790742373908,Lácteos,Queso Crema Cremón Original La Serenísima 280g,224,330,596
7793913000139,Lácteos,Queso Rallado Tregar 40g,183.27,250,597
7793147009199,Cerveza,Heineken  473ml,317,450,320
7792798002368,Cerveza,Patagonia Bohemian Pilsener 730 cc,592.37,770,548
70847032861,Energizante,Monster Energy Ultra 473cc,340,450,481
7792798002375,Cerveza,Patagonia Weisse 730 cc,592.37,770,549
7791274005299,Farmacia,Quitaesmaltes Algabo,69,130,602
7795293000174,Pastas,Ravioles 4 Quesos Don Yeyo 500g,357.195,500,603
7795293106333,Pastas,Ravioles con Ricota DeViano 500g,350.93,460,604
7795293106319,Pastas,Ravioles Ricota Don Yeyo 500g,350.93,460,605
7790119009881,Espumante,Real Sidra 750ml,600,800,606
9002490100070,Energizante,Red Bull 250ml,390.14,500,607
90415418,Energizante,Red Bull Sugar Free,390.14,500,608
9002490248949,Energizante,Red Bull Tropical Edition 250ml,390.14,500,609
7791762480423,Librería,Repuesto de hojas cuadriculada N° 3 Éxito 1,420,600,610
7796893001073,Librería,Repuesto de Papel para Dibujo Luma x 8 hojas N° 5,20,50,611
7796893001110,Librería,Repuesto de Papel para Dibujo Luma x 8 hojas N° 6,35,100,612
7792216004325,Librería,Repuesto Dibujo N°3 El Nene 1,15,50,613
REPUESTODIBUJOBLANCO5,Librería,Repuesto Dibujo N°5 El Nene 1,23,50,614
7791911100615,Librería,Repuesto Dibujo N°6 Muresco 1,30,50,615
7791762480126,Librería,Repuestro de hojas rayado N 3 Éxito 1,450,600,616
7798318373628,Librería,Resaltadores Litt 004 1,113,300,617
7792540294805,Librería,Resma A4,0,5,618
7790580421007,Chocolate,Rocklets  20g,68,100,619
78401068,Cigarrillo,Rodeo 20 20,180,250,620
7790250056843,Varios,Rollo de Cocina Sussex 50,115.666,150,621
7794910056600,Mercadito,Fideos Tallarines Canale 500 grs,144.99,300,1011
7790121001569,Bebida Blanca,Ron Blanco New Style 1000ml,450,600,623
7790040139268,Galletita,Rumba 108g,190.35,280,624
6934638425253,Librería,Sacabroches Nail Puller 1,188,250,625
6932949521367,Librería,Sacapuntas,30,50,626
7794910056556,Mercadito,Fideos Tirabuzones Canale 500 grs,144.99,250,1010
7622300871550,Mercadito,Flan Sabor Vainilla Royal 60 grs,75,200,1077
7790580131067,Mercadito,Gelatina Cereza Noel 25 grs,100,200,1076
7790580775407,Galletita,Saladix 25g Calabresa,104.5,180,630
7790580387105,Galletita,Saladix 25g Jamón,104.5,180,631
7790040374706,Galletita,Saladix 25g Jamón y Queso,104.5,180,632
7790625001409,Embutidos,Salchichas 66 200 grs,114.99,200,633
7792388000187,Embutidos,Salchichas Don Otto 190g,83,110,634
7792180139320,Mercadito,Harina 000 Cañuelas Ultra Refinada 1000g,98,130,318
7792798010721,Cerveza,Stella Artois NO Retornable 710ml,611,700,697
1007084703475,Energizante,Monster Mango Loco 473cc,340,450,482
7792798003716,Cerveza,Corona  710ml,650,850,204
7791728000146,Vino,Santa Julia Cabernet Sauvignon 750ml,800,950,639
77912718,Chocolate,Sapito Maní 10g,23,30,640
1007084701235,Energizante,Monster Negro 473ml,340,450,483
1007084703123,Energizante,Monster Water Melon 473cc,340,450,484
7792758001073,Gaseosa,Secco Cola 3000ml,343.75,430,643
7792758000236,Gaseosa,Secco Lima 3000ml,343.75,430,644
7792758005071,Gaseosa,Secco lima Limón 500 cc,70.3133,100,645
7792758010587,Gaseosa,Secco Manzana 500 cc,70.31333,100,646
7792758013038,Gaseosa,Secco Naranja 3000ml,343.75,430,647
7792758005033,Gaseosa,Secco Naranja 500 cc,70.31333,100,648
7792758013045,Gaseosa,Secco Pomelo 3000ml,343.5,430,649
7792758010549,Gaseosa,Secco Pomelo 500 cc,70.3133,100,650
7792758372265,Gaseosa,Secco Pomelo Intenso 3000ml,343.5,430,651
7792758001042,Gaseosa,Seco Cola 5600 cc,70,100,652
7790040136113,Galletita,Serranitas 30 grs,84.43,100,653
7795345001470,Farmacia,Sertal Compuesto,20,40,654
7795345121512,Farmacia,Sertal Propinol Perlas,64,100,655
7500435012102,Farmacia,Shampoo Pantene  Restauración 10ml,11,50,656
7798065733485,Agua,"Sierra de los Padres 1,5L",124,160,657
7798065730033,Agua,Sierra de Los Padres Agua Mineral Natural,124,200,658
7798065730323,Agua Saborizada,Sierra de Los Padres Naranja 1500ml,190,300,662
7798065730347,Agua Saborizada,Sierra de Los Padres Pomelo 1500 ml,190,300,665
7798065730347,Agua Saborizada,Sierra de Los Padres Pomelo 1500ml,190,300,666
7798065731030,Agua Saborizada,Sierra de Los Padres Manzana 2250ml,302,400,660
7798065731009,Agua Saborizada,Sierra de Los Padres Naranja 2250ml,302,400,663
7798065730989,Agua Saborizada,Sierra de los Padres Pomelo 2250ml,302,400,667
7790895003301,Agua Saborizada,Aquarius Manzana 2250ml,416.66,530,49
7790895003325,Agua Saborizada,Aquarius Naranja 2250ml,416.66,530,50
7790895646621,Agua Saborizada,Aquarius Pomelo 2250ml,416.66,530,51
7790895004971,Agua Saborizada,Aquarius Pomelo Rosado 2250ml,416.66,530,52
4109516837,Librería,Silicona en Barra,38,80,669
351624957684,Fotocopia,SIMPLE FAZ A4 1,0,20,670
153426486759,Fotocopia,SIMPLE FAZ LEGAL / DOBLE FAZ A4 1,0,40,671
7791200000213,Bebida Blanca,Skyy Vodka 750ml,713,950,672
7791250001864,Bebida Blanca,Smirnoff Citrus 700ml,900,1200,673
7792798006502,Cerveza,Patagonia  Bohemian Pilsener 473 cc,335.87,450,833
7791250003103,Bebida Blanca,Smirnoff Tangerine & Lemongrass 700ml,900,1200,675
7791250002243,Bebida Blanca,Smirnoff Watermelon 700ml,900,1200,676
7793876116700,Librería,Sobres comercial con fondo Obra 63 grs 1,38,100,677
7793876019018,Librería,Sobres comercial con fondo Obra 90 grs 1,53,100,678
7790895647796,Soda,Soda Benedictino 2000ml,92,200,679
7790895647710,Soda,Soda Benedictino 2000ml.,55,200,680
7792799000035,Soda,Soda Eco de los Andes 500ml,65,100,681
7798104160326,Soda,Soda Kapuy x 2000ml,100,200,682
7798065730040,Soda,Soda Sierra de los Padres  500ml,75,100,683
7793653230483,Soda,Soda Torasso 2000ml,113,150,684
7798178040029,Soda,Soda Vitalissima 2000ml,203.12,300,685
7798104160487,Soda,Soda Wolfs 2 L,141.66,200,686
7792684001215,Galletita,Solitas Surtidas Dulces 300g,113,230,687
7790040133488,Galletita,Sonrisas 108g,174.63,280,688
7790220000067,Mercadito,Harina Leudante Corona de Trigo 1 kg,165.99,250,907
7798119220183,Energizante,Speed 250ml,120,420,690
7798119220299,Energizante,Speed 269ml 269ml,168.75,300,691
7798119220015,Energizante,Speed Unlimited 250 ml,149,300,692
7790895001000,Gaseosa,Sprite  2250ml,508.33,630,693
7790895012471,Gaseosa,Sprite 375ml,100,140,694
7790895000829,Gaseosa,Sprite 500 ml,208.33,280,695
7790895000225,Gaseosa,Sprite Retornable 2000ml,331.25,430,696
7792798010561,Cerveza,Stella Artois Retornable 1000ml,703.42,800,698
7792798009640,Cerveza,Promoción Brahma + Vaso,225,720,589
580058803526,Cigarrillo,Suelto Barato 1,0,20,699
460589131783,Cigarrillo,Suelto Nacional 1,0,30,700
7799054003930,Cigarrillo,Sueltos $20,0,20,701
7790040132771,Galletita,Surtido Bagley 390g,267.24,530,702
7790040138896,Galletita,Surtido Bagley 398g,439.76,550,703
6958470112300,Varios,Tabla Picadora 1,338,500,704
7798140250470,Farmacia,Tafirol  Paracetamol 500 mg,33.85,50,705
7798140250395,Farmacia,Tafirol Forte Paracetamol 650 mg,38.65,60,706
7793640215523,Farmacia,Tafirol Paracetamol 1g 1,63,80,707
7798140253334,Farmacia,Tafirol Paracetamol 1g 1,63,80,708
7790199000051,Mercadito,Harina Leudante Morixe 1000g,120,160,319
7792280000339,Mercadito,Hierbas Digesativas Cachamai,6,20,324
7790000014055,Librería,Talonario Recibos 1,23,200,711
VALEPOR,Librería,Talonario Vale Por,100,300,712
7622201815042,Jugo,Tang Limonada Dulce 18g,45,70,713
7622201814854,Jugo,Tang Manzana 18 grs,45,70,714
7622201816490,Jugo,Tang Multifruta 18g,45,70,715
7622201814946,Jugo,Tang Naranja Dulce 18g,45,70,716
7622201816520,Jugo,Tang Pomelo Rosado 18 grs,45,70,717
7795293000020,Pastas,Tapas Para Empanadas Criollas Don Yeyo 330g,108.972,200,718
7795293101314,Pastas,Tapas Para Pascualinas Hojaldre Don Yeyo 400g,237.822,350,719
7790040331303,Chocolate,Tatín Blanco Simple 1,60.25,100,720
7790040405301,Chocolate,Tatín Blanco Triple 1,82,130,721
7790040331204,Chocolate,Tatín Negro Simple 1,60.25,100,722
7790040405608,Chocolate,Tatín Negro Triple 1,82,130,723
7798271928309,Varios,Tazos Coleccionables del Mundial 2022,120,300,724
7794218106854,Mercadito,Jabón Argentino en pan 150 grs,79,100,344
7798372610035,Mercadito,Jabón Blanco en pan Astro 120 grs,84,150,1129
7790990000991,Mercadito,Jabon de Tocador  Campos Verdes 120 grs Aromaterapia,131,230,1160
7790990000984,Mercadito,Jabón de Tocador  Campos Verdes 120 grs Frescura,131,230,1159
7794218000169,Mercadito,Jabón de Tocador  St. Tropez Brisa de Primavera 125 grs,118.99,200,904
7798159810559,Librería,Temperas Playcolor x 6,220,400,730
TERMOAMIGO,Varios,Termo Lumilagro Amigo con asa x 1 litro,1039,1800,731
7793015102700,Varios,Termo Lumilagro Super Térmica con asa x 1 litro,1190,2000,732
7798159810214,Librería,Tizas Blancas 3,3.33,10,733
7790250097426,Farmacia,Toallas Femeninas Ladysoft con alas x 8,114.9,250,734
7500435181952,Farmacia,Toallitas Always 8,113,180,735
7790040953703,Chocolate,Tofi Blanco Triple 1,98,200,736
7790040484801,Chocolate,Tofi Negro Triple 1,98,200,737
77916389,Golosina,"Topline Fruta 6,7g",51,100,738
77916426,Golosina,"Topline Menta 6,7g",51,100,739
77919489,Golosina,"Topline Sandía 6,7g",51,100,740
77939753,Golosina,Topline Seven Atomic Strong 14g,105,150,741
77932693,Golosina,Topline Seven Mandarina 14g,105,150,742
77951113,Golosina,Topline Seven Vibrant Strawberry 14g,105,150,743
77948496,Golosina,Topline Seven Violet Cherry 14g,105,150,744
77931764,Golosina,Topline Seven X-plosive Mint 14g,105,150,745
77916396,Golosina,"Topline Strong 6,7g",51,100,746
7790314063824,Vino,Toro Tetra Pack x 1000 cc,400,520,747
7790314074219,Vino,"Toro Tinto 1,125 ml",630,750,1037
7798125810750,Snack,Tostex Barbacoa 125g,113,150,749
7798125810767,Snack,Tostex Sabor Cheddar 125g,113,150,750
7798125810385,Snack,Tostex Sabor Pizza 125g,113,150,751
987456321397,Fotocopia,TRÁMITES (Tipear nombre del trámite) 1,0,(TIPEAR PRECIO VENDIDO),752
7790990000960,Mercadito,Jabón de Tocador Campos Verdes 120 grs  Pausa,131,230,1162
7790990000977,Mercadito,Jabón de Tocador Campos Verdes 120 grs Energía,131,230,1161
7791787000422,Galletita,Trío Pepas 200g,148.31,250,755
7791787100283,Galletita,Trío Variette 500g,158,270,756
7790380012085,Golosina,Turrón de Maní Alteza,51,100,757
7790206028719,Golosina,Turrón de Maní Fel-Fort,188.15,250,758
77940131,Golosina,Turrón Maní Arcor 25g,47.34,100,759
77975737,Golosina,Turrón Maní Chocolatada Arcor 25g,30,100,760
7793165000888,Snack,Tutuca,48,150,761
263375940889,Snack,Tutuca 100 grs 1,70,100,762
793020229053,Snack,Tutuca 80 grs 1,59,80,763
7794640130700,Farmacia,Uvasal Naranja 5g,53,100,764
7790628102684,Galletita,Vainillas Mauri 80 grs,84.35,200,765
7790975000312,Vino,Valmont 750ml,420,750,766
7891240037726,Regalería,Vaso Chopero 1,525,700,767
7791822689896,Regalería,Vaso Pinta Deco Cerveza 1,375,500,768
6231591048,Varios,Vaso Sorbete Argentina,180,350,769
VASOSDESCARTABLES,Cotillón,Vasos Descartables Color,8,30,770
VASOSDESCARTABLESX1LITRO,Cotillón,Vasos descartables x 1 litro ,45,150,771
7791250002984,Bebida Blanca,VAT 69 Apple Vibe 700ml,1900,2600,772
7791250002977,Bebida Blanca,VAT 69 Blended Scotch Whisky 750ml,1900,2600,773
7791250002632,Bebida Blanca,VAT 69 Guaraná Storm 750ml,1900,2600,774
7794218100241,Varios,Velas Amanecer 1,53,150,775
7798014060655,Cotillón,Velas de cumpleaños 1,8,20,776
7798113300270,Agua,Villamanaos 600ml,36,100,777
7791293040608,Mercadito,Jabón de Tocador Rexona Antibacterial Fresh 90 grs,102.65,150,903
7798001610320,Vino,Vino de Marte Malbec 750 cc,430,800,779
7790314008191,Vino,Dilema No Hay Tal Tinto ,818,950,225
7791843008294,Vino,Viñas de Balbo 1125ml,583.33,680,781
7798178040111,Agua,"Vitalisima 1,5 L",94,150,782
77960863,Librería,Voligoma 30 ml,109.12,300,783
7791560001158,Bebida Blanca,Whisky Añejo Doble-V 1000ml,600,800,784
7791293041889,Mercadito,Jabón de Tocador Rexona Glicerina Hidratante Bamboo pack 375g 375,263,350,346
7794218106557,Mercadito,Jabón de Tocador St. Tropez  Hidratación Intensa 125 grs,118.99,200,905
7794218106533,Mercadito,Jabón de Tocador St. Tropez Armonía para vos 125 grs,118.99,200,906
7791290791787,Mercadito,Jabon en Polvo Ala 3 kg,1169,1800,1065
7791290792036,Mercadito,Jabón Líquido Ala 3 Lts,1189.99,1800,1080
7791290792791,Mercadito,Jabón Líquido Skip 3 Lts,1169.01,2200,1079
7798372610028,Mercadito,Jabón Pan Blanco Astro  150 grs,85,150,861
7791620187242,Mercadito,Ketchup Dánica 220 grs,199.5,300,1071
7794000004191,Mercadito,"Knorr Quick 12,6 grs",32.6,50,1158
7794980908274,Mercadito,Laurel Triturado 25g,80.5,200,935
7792389000698,Mercadito,Limpiador Líquido Jardín Arpege,135.45,300,879
7792389000711,Mercadito,Limpiador Líquido Jardín Jazmín,135.45,300,878
7792389000315,Mercadito,Limpiador Líquido Jardín Jazmín Floral,135.45,300,880
7500435216562,Mercadito,Magistral 215ml,255,400,883
7793913013047,Lácteos,Yogur Entero Frutilla Tregar 1kg,300,480,799
7793913013054,Lácteos,Yogurt Entero Vainilla 1 kg,300,480,800
7793913013085,Lácteos,Yogurt Entero Vasito Frutilla Tregar 125g,118.71,160,801
7793913013092,Lácteos,Yogurt Entero Vasito Vainilla Tregar 125g,118.71,160,802
7793913013382,Lácteos,Yogurt Frutilla Tregar 900g,367.1,480,803
7793913002348,Lácteos,Yogurt Entero Tops Tregar con Copos 164 grs,175,250,804
7791787000040,Galletita,Trío Pepas 500gr,285,500,805
7500435183963,Mercadito,Magistral Limón Cremoso 500 ml,399,500,406
5512121180,Varios,Cartas FIFA WORLD CUP,150,300,807
7790129100158,Varios,Encendedor Fuegolandia,129,200,808
7798160835473,Varios,Pintura Argentina,220,300,809
6901022302315,Regalería,Vaso infantil Exprimidor,490,700,810
6987742302378,Regalería,Vaso Pico Sorbete,290,400,811
6960184200211,regalería,Cantimplora Infantil,690,950,812
7798039290310,Varios,Cinta Aisladora de PVC,120,200,813
7790580116965,Golosina,Gomitas Mogul Ácido - Dulce,72.5,100,814
77965387,Snack,Barrita de Cereal Yogurt y Frutilla ,77.034,100,815
7790250000358,Farmacia,Pañuelos Descartables Elite,24.59,70,816
7790310985113,Snack,3D 43g,156.48,250,817
7798005730055,Mercadito,Maíz Pisingallo Albor 400g,128.88,250,1163
7798049540368,Mercadito,Maiz Pisingallo La Abadía 400 g,128.88,250,409
2006056000016,Varios,Gorros Navideños,100,400,820
7792360071709,Golosina,Turrón Bonafide Maní con Miel,139.162,250,821
70330709485,Farmacia,Maquinita de Afeitar Bic 2 hojas,166,200,822
70330717534,Farmacia,Maquinita de Afeitar Bic 3 Hojas,166,250,823
FRAPERABRAHMA,Cerveza,Frapera Plática Brahma roja,1200,2700,1043
7790119000093,Espumante,Ananá Fizz Real 720 ml,608.33,850,825
7790119010450,Espumante,Sidra Real 910 ml,625,850,826
HIELO,HIELO,HIELO 2KG,200,300,827
7798187211571,Snack,Papas Quento Sabor Crema y Ciboulette 90 gr,288.93,400,828
7790580387006,Galletita,Saladix Pizza 30g,104.5,200,829
7790895067570,Gaseosa,"Coca Cola Zero 2,250 cc",281.44,500,830
7792170042050,Energizante,Gatorade Lima Limón 500 ml,268.14,370,831
7792170042258,Energizante,Gatorade Cool Blue 500 ml,268.14,370,832
7792798011483,Cerveza,ESH,1399.99,1800,308
7791250003189,Aperitivo,Smirnoff Ice  Red Berries 473 ml,400,550,674
7790199604051,Mercadito,Maíz Pisingallo Morixe 400g,128,250,410
7790314076855,Vino,Estancia de Mendoza Syrah Malbec 750 ml,539.76,650,836
7790314075261,Vino,Estancia de Mendoza Cabernert Malbec 750 ml,603,750,837
7798159943615,Vino,Perro Callejero Blend de Malbec 750 ml,885,1400,838
7791670026621,Espumante,Federico de Alvear Extra Dulce,574.8,750,839
7798342713995,Lácteos,Leche Entera LV S&P 1000 ml,129,320,840
7794640170867,Farmacia,Alikal Antiácido sabor Naranja,89.66,150,841
7795312109055,Farmacia,Buscapina Dúo 20 comprimidos,87,120,842
77946805,Golosina,Menthoplus Cereza Zero,97.5,150,843
77946829,Golosina,Menthoplus Mentol Zero,97.5,150,844
7790387711820,Mercadito,Manzanilla Taragüi,5,20,423
9002490258313,Energizante,Red Bull Sabor sandía,390.14,500,846
7790154000027,Espumante,Anana Fizz Del Valle 720 cc,366.66,500,847
77961815,Chocolate,Bonobón Arcor Blanco,55,80,848
77958921,Chocolate,Bonobón Arcor Negro,55,80,849
7790040139657,Galletita,Merengadas 88g,130.59,250,850
7791014090325,Farmacia,Preservativos Tulipán  x 3,176,300,851
77977229,Cigarrillo,Camel 11,405,460,852
2004042279996,Varios,Botella Pinguinito Rosa 300 ml,300,400,853
2004042309990,Varios,Botella Pinguinito Celeste 300 ml,300,400,854
QUESOCREMOSO,Lácteos,Queso Cremoso,700,900,855
7790070413178,Snack,Chocobar de arroz 20 grs,93.33,130,856
7790070411952,Snack,Oblea de arroz 20 grs,93.33,130,857
7501037600056,Varios,Pilas Eveready AA1,82.47,200,858
8999002671962,Varios,Pilas Energizer Alcalinas AA4,145,200,859
8999002672068,Varios,Pilas Energizer Alcalinas AAA1,178,250,860
7798023696555,Mercadito,Mate Cocido S&P 3g,3.3,10,446
7796348020222,Varios,Bolsas de Residuos Consorcio ADN Polimundi 60x90x10 unidades,15.7,25,862
7790040100336,Galletita,Galletitas Rex Tubo x 75 grs,164.92,230,863
7794218106229,Farmacia,Jabón Tocador Cupido  Tira 3 x 90 grs,43.3,80,864
7791866001203,Mercadito,Mayones Natura 250 cm3,212.5,350,452
7790250016205,Farmacia,Higienol Export 30m,58.1,100,866
17791620187218,Mercadito,Mayonesa Dánica x 8 ml,8.677,20,922
2004005400009,Varios,Apoya Celular FOONU,200,300,868
7794000006072,Mercadito,Mayonesa Hellmann´s Clásica 500 cm3,200,300,453
7792758372074,Gaseosa,Secco Limón Intenso,312.5,400,870
7795618001244,Varios,Bolsas camisetas 40 x 50,250,350,871
BOLSASSUELTAS,Varios,Bolsas camisetas 40 x 50,3,5,872
7792798010509,Cerveza,Combo Quilmes 5x 473 ml + Vaso Murphy,1299.99,1800,198
7790206009503,Chocolate,Paraguitas ,53.79,100,874
7792360092728,Golosina,Nugatón Postre de Maní 100 grs,195,250,875
7794000006096,Mercadito,Mayonesa Helmans Clásica 125cc,83.49,120,454
7790040003606,Galletita,Kesitas Bagley  75 grs,159.82,200,877
7794000006065,Mercadito,Mayonesa Helmans Clásicas 237g,128,170,455
7791866001197,Mercadito,Mayonesa Natura 125 cc3,122.319,200,456
7793046008453,Mercadito,Mermelada de Damasco Dulcor 454grs,227.25,400,467
7793046008415,Mercadito,Mermelada de Durazno Dulcor 454grs,227.25,400,468
7798023691420,Mercadito,Mermelada de Durazno S&P 454g,143,400,469
7798023696616,Mercadito,Mermelada de Frutilla S&P 454g,157,400,470
7798186030593,Golosina,Malvaviscos Congys Billiken,66.86,100,884
7792798011490,Cerveza,GP Quilmes Vasos Independiente + 4 latas 473 ml,1399.99,1800,307
7798094222318,Panificado,Budín Fantasía Chocolate 160g,235.41,300,886
2004051459990,Regalería,Tarro Yerbero 1800 ml,500,650,887
2004051469999,Regalería,Tarro Azucarero 1800 ml,500,650,888
2004051299992,Regalería,Set Coladores x 2,400,500,889
2004051699990,Regalería,Molde p/ Helado x 4 Aqua Verde,400,500,890
2004051439992,Regalería,Ser x 2 utensilios p/ ensaladas Iris,400,500,891
2004026829995,Regalería,Canasto Organizador Alhambre Rosa,400,500,892
7798310621338,Regalería,Canasto N°1  Celeste,400,500,893
7798310621611,Regalería,Canasto N° 1 Blanco,400,500,894
2004051689991,Regalería,Molde p/ Helado x 4 Aqua Rosa,400,500,895
2004007300000,Regalería,Cornets Blancos x 3,400,500,896
2001007739991,Farmacia,Maquillaje Corrector N°2 Mediano Beige,400,500,897
2001007749990,Farmacia,Maquillaje Corrector N° 3 Strobing ,400,500,898
2001007729992,Farmacia,Maquillaje Corrector N° 1 Light Beige,400,500,899
7793046008446,Mercadito,Mermelada de Higo  Dulcor 454grs,227.49,400,471
7793046008439,Mercadito,Mermelada de Naranja Dulcor 454grs,216.92,400,472
7791199000478,Farmacia,Crema Dental con Flúor Fresh Dent,182.23,250,902
7798107930070,Mercadito,Miel Prestigio 500g,407,650,473
7791620187280,Mercadito,Mostaza Dánica 220 grs,142.5,300,1070
87791620187262,Mercadito,Mostaza Dánica x 8 ml,7.8125,20,921
8445290284112,Mercadito,Nesquik 6 años 180g,155,200,488
7794980910420,Mercadito,Nuez Moscada Yuspe 25 grs,141.32,250,1116
7794980383125,Mercadito,Orégano Yuspe 10g,105.31,200,498
7798342714633,Mercadito,Papel Higiénico Bonux x 4 rollos x 80 mtrs c/u,123.74,200,1059
