invoice_number,date,employee,account,platform,unit_cost,qty,unit_price,total,product_id
350.0,2023-04-20,Marisa y Kuky,Caja Azul,Log In,1.0,10000,1.0,10000.0,85
351.0,2023-04-21,Marisa y Kuky,Caja Azul, ,320.0,20,370.0,6400.0,208
351.0,2023-04-21,Marisa y Kuky,Caja Azul, ,560.0,10,630.0,5600.0,209
352.0,2023-04-21,Marisa y Kuky,Caja Azul, ,166.0,12,250.0,1992.0,348
353.0,2023-04-24,Marisa y Kuky,Caja Azul, ,331.25,16,430.0,5300.0,492
353.0,2023-04-24,Marisa y Kuky,Caja Azul, ,500.0,6,600.0,3000.0,488
353.0,2023-04-24,Marisa y Kuky,Caja Azul, ,220.0,20,320.0,4400.0,217
354.0,2023-04-24,Marisa y Kuky,Caja Azul, ,120.85,20,150.0,2417.0,662
354.0,2023-04-24,Marisa y Kuky,Caja Azul, ,83.27,10,150.0,832.7,707
354.0,2023-04-24,Marisa y Kuky,Caja Azul, ,83.27,10,150.0,832.7,706
354.0,2023-04-24,Marisa y Kuky,Caja Azul, ,83.27,20,120.0,1665.4,675
354.0,2023-04-24,Marisa y Kuky,Caja Azul, ,60.0,12,150.0,720.0,667
354.0,2023-04-24,Marisa y Kuky,Caja Azul, ,65.33,12,150.0,783.96,666
355.0,2023-04-25,Fausto,Caja, ,320.69,36,420.0,11544.84,94
356.0,2023-04-25,Marisa y Kuky,Caja Azul, ,520.48,4,650.0,2081.92,171
356.0,2023-04-25,Marisa y Kuky,Caja Azul, ,520.48,4,650.0,2081.92,164
356.0,2023-04-25,Marisa y Kuky,Caja Azul, ,512.17,6,650.0,3073.02,166
356.0,2023-04-25,Marisa y Kuky,Caja Azul, ,512.17,4,650.0,2048.68,165
356.0,2023-04-25,Marisa y Kuky,Caja Azul, ,520.48,4,650.0,2081.92,170
356.0,2023-04-25,Marisa y Kuky,Caja Azul, ,512.17,6,650.0,3073.02,172
356.0,2023-04-25,Marisa y Kuky,Caja Azul, ,283.86,5,400.0,1419.3,163
356.0,2023-04-25,Marisa y Kuky,Caja Azul, ,283.86,5,400.0,1419.3000000000002,167
357.0,2023-04-25,Marisa y Kuky,Caja Azul, ,298.6,10,400.0,2986.0,162
357.0,2023-04-25,Marisa y Kuky,Caja Azul, ,298.6,10,400.0,2986.0,161
357.0,2023-04-25,Marisa y Kuky,Caja Azul, ,141.78,40,200.0,5671.2,150
358.0,2023-04-26,Marisa y Kuky,Caja Azul, ,320.0,10,380.0,3200.0,221
358.0,2023-04-26,Marisa y Kuky,Caja Azul, ,330.0,7,400.0,2310.0,215
358.0,2023-04-26,Marisa y Kuky,Caja Azul, ,500.0,10,570.0,5000.0,220
358.0,2023-04-26,Marisa y Kuky,Caja Azul, ,640.0,10,700.0,6400.0,214
358.0,2023-04-26,Marisa y Kuky,Caja Azul, ,320.0,10,380.0,3200.0,218
358.0,2023-04-26,Marisa y Kuky,Caja Azul, ,112.5,2,130.0,225.0,524
358.0,2023-04-26,Marisa y Kuky,Caja Azul, ,112.5,2,130.0,225.0,522
358.0,2023-04-26,Marisa y Kuky,Caja Azul, ,112.5,2,130.0,225.0,521
358.0,2023-04-26,Marisa y Kuky,Caja Azul, ,112.5,2,130.0,225.0,520
359.0,2023-04-29,Marisa y Kuky,Caja,Claro,1.0,2000,1.0,2000.0,85
359.0,2023-04-29,Marisa y Kuky,Caja,Claro,1.0,10000,1.0,10000.0,85
360.0,2023-04-29,Marisa y Kuky,Caja Azul, ,109.57,12,200.0,1314.84,232
360.0,2023-04-29,Marisa y Kuky,Caja Azul, ,22.4,25,30.0,560.0,236
360.0,2023-04-29,Marisa y Kuky,Caja Azul, ,22.4,25,30.0,560.0,237
360.0,2023-04-29,Marisa y Kuky,Caja Azul, ,12.0,100,20.0,1200.0,238
361.0,2023-04-30,Marisa y Kuky,Caja Azul, ,441.66,12,550.0,5299.92,110
361.0,2023-04-30,Marisa y Kuky,Caja Azul, ,300.0,12,400.0,3600.0,491
361.0,2023-04-30,Marisa y Kuky,Caja Azul, ,311.66,6,400.0,1869.96,478
361.0,2023-04-30,Marisa y Kuky,Caja Azul, ,311.66,6,400.0,1869.96,481
361.0,2023-04-30,Marisa y Kuky,Caja Azul, ,500.0,12,600.0,6000.0,488
362.0,2023-05-02,Marisa y Kuky,Caja Azul, ,203.12,18,280.0,3656.24,1084
363.0,2023-05-04,Marisa y Kuky,Caja, ,367.1,2,480.0,734.2,659
363.0,2023-05-04,Marisa y Kuky,Caja, ,350.73,3,450.0,1052.19,972
363.0,2023-05-04,Marisa y Kuky,Caja, ,118.71,5,160.0,593.55,660
363.0,2023-05-04,Marisa y Kuky,Caja, ,118.71,5,160.0,593.55,655
363.0,2023-05-04,Marisa y Kuky,Caja, ,367.1,2,480.0,734.2,651
364.0,2023-05-04,Marisa y Kuky,Kuky y Marisa, ,299.0,6,550.0,1794.0,742
364.0,2023-05-04,Marisa y Kuky,Kuky y Marisa, ,259.0,24,360.0,6216.0,639
364.0,2023-05-04,Marisa y Kuky,Kuky y Marisa, ,5.5,100,10.0,550.0,910
364.0,2023-05-04,Marisa y Kuky,Kuky y Marisa, ,146.0,6,250.0,876.0,757
364.0,2023-05-04,Marisa y Kuky,Kuky y Marisa, ,32.6,15,50.0,489.0,840
364.0,2023-05-04,Marisa y Kuky,Kuky y Marisa, ,315.0,18,450.0,5670.0,93
364.0,2023-05-04,Marisa y Kuky,Kuky y Marisa, ,427.0,18,600.0,7686.0,133
365.0,2023-05-04,Marisa y Kuky,Kuky y Marisa, ,131.0,3,230.0,393.0,829
365.0,2023-05-04,Marisa y Kuky,Kuky y Marisa, ,131.0,3,230.0,393.0,830
365.0,2023-05-04,Marisa y Kuky,Kuky y Marisa, ,131.0,3,230.0,393.0,827
365.0,2023-05-04,Marisa y Kuky,Kuky y Marisa, ,131.0,3,230.0,393.0,826
366.0,2023-05-05,Marisa y Kuky,Caja Azul, ,70.0,6,100.0,420.0,572
366.0,2023-05-05,Marisa y Kuky,Caja Azul, ,630.0,10,700.0,6300.0,213
366.0,2023-05-05,Marisa y Kuky,Caja Azul, ,640.0,10,700.0,6400.0,216
366.0,2023-05-05,Marisa y Kuky,Caja Azul, ,560.0,10,630.0,5600.0,220
367.0,2023-05-06,Marisa y Kuky,Caja Azul, ,416.66,6,530.0,2499.96,21
367.0,2023-05-06,Marisa y Kuky,Caja Azul, ,416.66,12,530.0,4999.92,23
367.0,2023-05-06,Marisa y Kuky,Caja Azul, ,260.23,6,330.0,1561.38,86
367.0,2023-05-06,Marisa y Kuky,Caja Azul, ,0.0,6,300.0,0.0,129
367.0,2023-05-06,Marisa y Kuky,Caja Azul, ,267.66,6,350.0,1605.96,109
367.0,2023-05-06,Marisa y Kuky,Caja Azul, ,297.41,6,360.0,1784.46,114
368.0,2023-05-06,Marisa y Kuky,Caja, ,126.3,10,180.0,1263.0,847
368.0,2023-05-06,Marisa y Kuky,Caja, ,148.31,10,250.0,1483.1,467
368.0,2023-05-06,Marisa y Kuky,Caja, ,128.57,25,150.0,3214.25,1112
369.0,2023-05-08,Fausto,Caja, ,189.35,13,300.0,2461.55,1043
370.0,2023-05-08,Fausto,Caja Azul, ,266.42,7,350.0,1864.94,453
370.0,2023-05-08,Fausto,Caja Azul, ,84.43,10,100.0,844.3,460
370.0,2023-05-08,Fausto,Caja Azul, ,164.92,10,230.0,1649.2,412
370.0,2023-05-08,Fausto,Caja Azul, ,47.34,50,100.0,2367.0,572
370.0,2023-05-08,Fausto,Caja Azul, ,97.28,10,130.0,972.8,459
371.0,2023-05-08,Fausto,Caja Azul, ,11.2,70,15.0,784.0,529
372.0,2023-05-08,Marisa y Kuky,Caja Azul, ,265.0,20,350.0,5300.0,217
373.0,2023-05-08,Marisa y Kuky,Caja Azul, ,6.0,217,10.0,1302.0,525
374.0,2023-05-08,Marisa y Kuky,Caja Azul, ,33.54,48,50.0,1609.92,559
375.0,2023-05-08,Marisa y Kuky,Caja Azul, ,14.0,50,30.0,700.0,574
376.0,2023-05-09,Marisa y Kuky,Caja Azul, ,9.17,73,15.0,669.41,527
377.0,2023-05-09,Marisa y Kuky,Caja Azul, ,3.1,340,5.0,1054.0,526
378.0,2023-05-09,Marisa y Kuky,Caja Azul, ,6.5,206,10.0,1339.0,525
379.0,2023-05-09,Marisa y Kuky,Caja Azul, ,3.5,100,5.0,350.0,526
380.0,2023-05-09,Marisa y Kuky,Caja Azul, ,8.9,50,20.0,445.0,534
381.0,2023-05-09,Marisa y Kuky,Caja,Log In,1.0,2000,1.0,2000.0,85
381.0,2023-05-09,Marisa y Kuky,Caja,Log In,1.0,10000,1.0,10000.0,85
382.0,2023-05-10,Marisa y Kuky,Caja Azul, ,603.0,12,700.0,7236.0,1189
382.0,2023-05-10,Marisa y Kuky,Caja Azul, ,830.0,6,950.0,4980.0,1165
383.0,2023-05-11,Marisa y Kuky,Caja, ,309.26,8,400.0,2474.08,510
383.0,2023-05-11,Marisa y Kuky,Caja, ,309.26,8,400.0,2474.08,512
384.0,2023-05-12,Marisa y Kuky,Caja, ,426.91,2,480.0,853.82,648
384.0,2023-05-12,Marisa y Kuky,Caja, ,324.83,3,450.0,974.49,620
384.0,2023-05-12,Marisa y Kuky,Caja, ,276.83,24,380.0,6643.92,638
385.0,2023-05-12,Marisa y Kuky,Caja Azul, ,630.0,20,700.0,12600.0,209
386.0,2023-05-13,Fausto,Caja Azul, ,208.33,12,280.0,2499.96,516
386.0,2023-05-13,Fausto,Caja Azul, ,208.33,12,280.0,2499.96,496
386.0,2023-05-13,Fausto,Caja Azul, ,208.33,12,280.0,2499.96,490
386.0,2023-05-13,Fausto,Caja Azul, ,260.23,6,330.0,1561.38,86
386.0,2023-05-13,Fausto,Caja Azul, ,0.0,6,300.0,0.0,129
386.0,2023-05-13,Fausto,Caja Azul, ,297.41,6,360.0,1784.46,114
386.0,2023-05-13,Fausto,Caja Azul, ,267.67,6,350.0,1606.02,109
387.0,2023-05-13,Marisa y Kuky,Caja Azul, ,64.0,10,100.0,640.0,376
387.0,2023-05-13,Marisa y Kuky,Caja Azul, ,90.0,20,130.0,1800.0,286
387.0,2023-05-13,Marisa y Kuky,Caja Azul, ,44.5,20,80.0,890.0,287
387.0,2023-05-13,Marisa y Kuky,Caja Azul, ,87.0,10,120.0,870.0,300
387.0,2023-05-13,Marisa y Kuky,Caja Azul, ,64.0,10,100.0,640.0,301
387.0,2023-05-13,Marisa y Kuky,Caja Azul, ,89.66,30,150.0,2689.8,290
387.0,2023-05-13,Marisa y Kuky,Caja Azul, ,62.33,30,100.0,1869.9,386
388.0,2023-05-14,Marisa y Kuky,Caja, ,720.0,10,800.0,7200.0,214
388.0,2023-05-14,Marisa y Kuky,Caja, ,630.0,10,700.0,6300.0,219
388.0,2023-05-14,Marisa y Kuky,Caja, ,560.0,10,630.0,5600.0,220
388.0,2023-05-14,Marisa y Kuky,Caja, ,630.0,10,700.0,6300.0,213
388.0,2023-05-14,Marisa y Kuky,Caja, ,70.0,4,100.0,280.0,572
389.0,2023-05-14,Marisa y Kuky,Caja Azul, ,200.0,1,300.0,200.0,158
389.0,2023-05-14,Marisa y Kuky,Caja Azul, ,420.0,1,450.0,420.0,182
390.0,2023-05-14,Marisa y Kuky,Caja Azul, ,499.5,8,630.0,3996.0,494
390.0,2023-05-14,Marisa y Kuky,Caja Azul, ,471.62,48,630.0,22637.76,488
391.0,2023-05-14,Marisa y Kuky,Caja Azul, ,16.66,36,30.0,599.76,781
392.0,2023-05-14,Marisa y Kuky,Caja Azul, ,439.0,5,570.0,2195.0,624
393.0,2023-05-14,Marisa y Kuky,Caja Azul, ,488.0,3,650.0,1464.0,71
394.0,2023-05-14,Marisa y Kuky,Caja Azul, ,300.0,3,450.0,900.0,70
395.0,2023-05-14,Marisa y Kuky,Caja Azul, ,92.25,16,150.0,1476.0,870
396.0,2023-05-14,Marisa y Kuky,Caja Azul, ,850.0,6,1550.0,5100.0,49
397.0,2023-05-15,Marisa y Kuky,Caja, ,575.36,6,750.0,3452.16,1188
398.0,2023-05-16,Marisa y Kuky,Caja Azul, ,66.89,24,100.0,1605.36,143
398.0,2023-05-16,Marisa y Kuky,Caja Azul, ,66.89,24,100.0,1605.36,144
398.0,2023-05-16,Marisa y Kuky,Caja Azul, ,203.12,12,300.0,2437.44,1084
398.0,2023-05-16,Marisa y Kuky,Caja Azul, ,312.81,8,430.0,2502.48,504
398.0,2023-05-16,Marisa y Kuky,Caja Azul, ,312.81,4,430.0,1251.24,508
398.0,2023-05-16,Marisa y Kuky,Caja Azul, ,312.81,4,430.0,1251.24,503
399.0,2023-05-16,Marisa y Kuky,Caja Azul,Claro,1.0,3000,1.0,3000.0,85
399.0,2023-05-16,Marisa y Kuky,Caja Azul,Claro,1.0,10000,1.0,10000.0,85
400.0,2023-05-19,Marisa y Kuky,Caja Azul, ,360.0,10,430.0,3600.0,208
400.0,2023-05-19,Marisa y Kuky,Caja Azul, ,630.0,10,700.0,6300.0,209
401.0,2023-05-19,Fausto,Caja Azul, ,369.84,36,530.0,13314.24,122
401.0,2023-05-19,Fausto,Caja Azul, ,311.71,12,430.0,3740.52,500
402.0,2023-05-20,Fausto,Caja Azul, ,51.0,20,100.0,1020.0,561
402.0,2023-05-20,Fausto,Caja Azul, ,105.0,16,150.0,1680.0,563
402.0,2023-05-20,Fausto,Caja Azul, ,85.0,12,150.0,1020.0,551
402.0,2023-05-20,Fausto,Caja Azul, ,85.0,12,150.0,1020.0,553
403.0,2023-05-20,Fausto,Caja Azul, ,211.66,12,320.0,2539.92,26
403.0,2023-05-20,Fausto,Caja Azul, ,211.66,12,320.0,2539.92,27
403.0,2023-05-20,Fausto,Caja Azul, ,211.66,12,320.0,2539.92,30
404.0,2023-05-20,Fausto,Caja, ,153.58,12,230.0,1842.96,396
404.0,2023-05-20,Fausto,Caja, ,196.36,7,300.0,1374.52,431
404.0,2023-05-20,Fausto,Caja, ,237.12,7,330.0,1659.84,432
405.0,2023-05-20,Fausto,Caja, ,252.0,8,450.0,2016.0,579
405.0,2023-05-20,Fausto,Caja, ,270.0,8,450.0,2160.0,578
405.0,2023-05-20,Fausto,Caja, ,280.0,4,500.0,1120.0,595
405.0,2023-05-20,Fausto,Caja, ,280.0,4,500.0,1120.0,597
405.0,2023-05-20,Fausto,Caja, ,297.41,6,360.0,1784.46,114
405.0,2023-05-20,Fausto,Caja, ,122.68,12,300.0,1472.16,129
405.0,2023-05-20,Fausto,Caja, ,267.67,6,350.0,1606.02,109
406.0,2023-05-22,Marisa y Kuky,Caja Azul, ,189.34,13,250.0,2461.42,1043
406.0,2023-05-22,Marisa y Kuky,Caja Azul, ,189.34,13,250.0,2461.42,1029
406.0,2023-05-22,Marisa y Kuky,Caja Azul, ,173.08,4,280.0,692.32,1075
407.0,2023-05-22,Marisa y Kuky,Caja Azul, ,203.12,12,300.0,2437.44,1084
