invoice_number,date,employee,account,platform,unit_cost,qty,unit_price,total,product_id
1.0,2022-12-03,Fausto,Caja, ,507.32,8,660.0,4058.56,957
1.0,2022-12-03,Fausto,Caja, ,75.54,20,100.0,1510.8,538
1.0,2022-12-03,Fausto,Caja, ,188.15,10,250.0,1881.5,571
2.0,2022-12-03,Fausto,Caja Azul, ,208.34,8,320.0,1666.72,497
2.0,2022-12-03,Fausto,Caja Azul, ,208.34,8,320.0,1666.72,517
3.0,2022-12-03,Fausto,Caja Azul, ,325.0,12,420.0,3900.0,122
4.0,2022-12-04,Fausto,Ahorros,LogIn,1.0,5000,1.0,5000.0,85
5.0,2022-12-04,Fausto,Ahorros,Mi Recarga,1.0,5000,1.0,5000.0,85
6.0,2022-12-05,Fausto,Caja Azul, ,907.08,12,1300.0,10884.96,60
7.0,2022-12-05,Fausto,Caja, ,461.0,3,560.0,1383.0,1047
7.0,2022-12-05,Fausto,Caja, ,315.38,3,380.0,946.14,1050
7.0,2022-12-05,Fausto,Caja, ,161.53,3,200.0,484.59,1049
8.0,2022-12-06,Fausto,Caja Azul, ,160.0,6,200.0,960.0,262
9.0,2022-12-06,Fausto,Caja Azul, ,160.0,6,220.0,160.0,263
10.0,2022-12-06,Fausto,Caja Azul, ,160.0,6,220.0,960.0,264
11.0,2022-12-06,Fausto,Caja Azul, ,250.0,10,300.0,2500.0,208
11.0,2022-12-06,Fausto,Caja Azul, ,390.0,10,450.0,3900.0,220
11.0,2022-12-06,Fausto,Caja Azul, ,430.0,10,530.0,4300.0,209
11.0,2022-12-06,Fausto,Caja Azul, ,72.5,6,100.0,435.0,542
12.0,2022-12-07,Fausto,Caja Azul, ,400.0,6,540.0,2400.0,1180
13.0,2022-12-07,Fausto,Caja Azul, ,122.33,18,170.0,2201.94,30
14.0,2022-12-07,Fausto,Caja Azul, ,230.65,24,300.0,5535.6,108
15.0,2022-12-07,Fausto,Caja Azul, ,202.41,7,300.0,1416.87,410
15.0,2022-12-07,Fausto,Caja Azul, ,245.17,7,320.0,1716.19,464
15.0,2022-12-07,Fausto,Caja Azul, ,23.36,50,60.0,1168.0,572
16.0,2022-12-07,Marisa y Kuky,Caja Azul, ,150.0,48,240.0,7200.0,109
16.0,2022-12-07,Marisa y Kuky,Kuky y Marisa, ,12.5,48,20.0,600.0,781
16.0,2022-12-07,Marisa y Kuky,Kuky y Marisa, ,17.57,36,25.0,632.52,778
16.0,2022-12-07,Marisa y Kuky,Kuky y Marisa, ,150.0,5,230.0,750.0,339
16.0,2022-12-07,Marisa y Kuky,Kuky y Marisa, ,150.0,5,230.0,750.0,340
16.0,2022-12-07,Marisa y Kuky,Kuky y Marisa, ,50.0,6,100.0,300.0,810
16.0,2022-12-07,Marisa y Kuky,Kuky y Marisa, ,50.0,6,100.0,300.0,809
16.0,2022-12-07,Marisa y Kuky,Kuky y Marisa, ,329.99,5,450.0,1649.95,801
16.0,2022-12-07,Marisa y Kuky,Kuky y Marisa, ,200.0,3,280.0,600.0,854
16.0,2022-12-07,Marisa y Kuky,Kuky y Marisa, ,125.0,8,230.0,1000.0,444
16.0,2022-12-07,Marisa y Kuky,Kuky y Marisa, ,160.5,24,240.0,3852.0,114
16.0,2022-12-07,Marisa y Kuky,Kuky y Marisa, ,150.0,48,240.0,7200.0,112
16.0,2022-12-07,Marisa y Kuky,Kuky y Marisa, ,160.5,48,220.0,7704.0,129
16.0,2022-12-07,Marisa y Kuky,Kuky y Marisa, ,66.67,9,100.0,600.03,1146
16.0,2022-12-07,Marisa y Kuky,Kuky y Marisa, ,200.0,6,280.0,1200.0,500
16.0,2022-12-07,Marisa y Kuky,Kuky y Marisa, ,100.0,15,200.0,1500.0,951
16.0,2022-12-07,Marisa y Kuky,Kuky y Marisa, ,200.0,2,350.0,400.0,303
16.0,2022-12-07,Marisa y Kuky,Kuky y Marisa, ,227.76,2,350.0,455.52,304
16.0,2022-12-07,Marisa y Kuky,Kuky y Marisa, ,247.99,2,350.0,495.98,336
16.0,2022-12-07,Marisa y Kuky,Caja, ,30.39,18,60.0,547.02,602
16.0,2022-12-07,Marisa y Kuky,Caja, ,30.39,18,60.0,547.02,613
16.0,2022-12-07,Marisa y Kuky,Caja, ,30.39,18,60.0,547.02,604
16.0,2022-12-07,Marisa y Kuky,Caja, ,30.39,18,60.0,547.02,603
16.0,2022-12-07,Marisa y Kuky,Caja, ,30.39,18,60.0,547.02,609
16.0,2022-12-07,Marisa y Kuky,Caja, ,18.0,36,25.0,648.0,778
16.0,2022-12-07,Marisa y Kuky,Caja, ,13.0,48,20.0,624.0,781
16.0,2022-12-07,Marisa y Kuky,Caja, ,324.74,12,420.0,3896.88,488
17.0,2022-12-08,Marisa y Kuky,Caja, ,157.62,10,220.0,1576.2,650
17.0,2022-12-08,Marisa y Kuky,Caja, ,280.74,5,380.0,1403.7,972
18.0,2022-12-08,Fausto,Caja Azul, ,0.0,6,230.0,0.0,86
18.0,2022-12-08,Fausto,Caja Azul, ,175.45,6,220.0,1052.7,129
18.0,2022-12-08,Fausto,Caja Azul, ,199.37,6,240.0,1196.22,109
18.0,2022-12-08,Fausto,Caja Azul, ,223.3,6,240.0,1339.8,114
18.0,2022-12-08,Fausto,Caja Azul, ,166.67,6,220.0,1000.02,490
19.0,2022-12-08,Fausto,Caja, ,0.0,20,10.0,0.0,231
20.0,2022-12-08,Fausto,Caja Azul,Mi Recarga,1.0,5000,1.0,0.0,85
21.0,2022-12-08,Fausto,Caja, ,0.0,20,10.0,0.0,231
22.0,2022-12-09,Fausto,Caja, ,108.0,20,150.0,2160.0,225
22.0,2022-12-09,Fausto,Caja, ,157.0,20,200.0,3140.0,217
22.0,2022-12-09,Fausto,Caja, ,430.0,10,480.0,4300.0,219
22.0,2022-12-09,Fausto,Caja, ,440.0,10,500.0,4400.0,216
22.0,2022-12-09,Fausto,Caja, ,72.5,4,100.0,290.0,542
23.0,2022-12-10,Fausto,Caja, ,1394.19,12,1700.0,16730.28,61
24.0,2022-12-10,Marisa y Kuky,Caja Azul, ,73.8,25,140.0,1845.0,1128
25.0,2022-12-10,Marisa y Kuky,Caja Azul, ,507.32,8,600.0,4058.56,957
26.0,2022-12-10,Marisa y Kuky,Caja, ,250.0,8,320.0,2000.0,492
27.0,2022-12-10,Marisa y Kuky,Caja, ,175.45,6,220.0,1052.7,129
27.0,2022-12-10,Marisa y Kuky,Caja, ,199.37,6,240.0,1196.22,109
27.0,2022-12-10,Marisa y Kuky,Caja, ,0.0,6,230.0,0.0,86
28.0,2022-12-11,Marisa y Kuky,Kuky y Marisa, ,39.0,15,80.0,585.0,711
29.0,2022-12-11,Marisa y Kuky,Kuky y Marisa, ,30.0,36,50.0,1080.0,354
29.0,2022-12-11,Marisa y Kuky,Kuky y Marisa, ,39.0,15,80.0,585.0,711
29.0,2022-12-11,Marisa y Kuky,Kuky y Marisa, ,480.0,7,650.0,3360.0,1133
29.0,2022-12-11,Marisa y Kuky,Kuky y Marisa, ,380.0,6,500.0,2280.0,1102
29.0,2022-12-11,Marisa y Kuky,Kuky y Marisa, ,190.0,12,350.0,2280.0,1134
29.0,2022-12-11,Marisa y Kuky,Kuky y Marisa, ,180.0,5,350.0,900.0,1152
29.0,2022-12-11,Marisa y Kuky,Kuky y Marisa, ,38.0,20,50.0,760.0,732
29.0,2022-12-11,Marisa y Kuky,Kuky y Marisa, ,120.0,5,200.0,600.0,1149
29.0,2022-12-11,Marisa y Kuky,Kuky y Marisa, ,69.0,1,130.0,69.0,373
30.0,2022-12-11,Marisa y Kuky,Caja, ,270.0,5,380.0,1350.0,1095
30.0,2022-12-11,Marisa y Kuky,Caja, ,198.0,5,350.0,990.0,314
30.0,2022-12-11,Marisa y Kuky,Caja, ,89.0,3,250.0,267.0,316
30.0,2022-12-11,Marisa y Kuky,Caja, ,89.0,2,250.0,178.0,315
30.0,2022-12-11,Marisa y Kuky,Caja, ,409.0,100,10.0,40900.0,1010
30.0,2022-12-11,Marisa y Kuky,Caja,LogIn,1.0,5000,1.0,5000.0,85
30.0,2022-12-11,Marisa y Kuky,Caja,Mi Recarga,1.0,5000,1.0,5000.0,85
31.0,2022-12-11,Marisa y Kuky,Kuky y Marisa, ,250.0,12,350.0,3000.0,628
32.0,2022-12-12,Marisa y Kuky,Kuky y Marisa, ,132.99,5,230.0,664.95,444
32.0,2022-12-12,Marisa y Kuky,Kuky y Marisa, ,132.99,6,230.0,797.94,441
32.0,2022-12-12,Marisa y Kuky,Kuky y Marisa, ,150.0,6,220.0,900.0,157
32.0,2022-12-12,Marisa y Kuky,Kuky y Marisa, ,150.0,48,230.0,7200.0,92
32.0,2022-12-12,Marisa y Kuky,Kuky y Marisa, ,69.75,20,100.0,1395.0,875
33.0,2022-12-12,Marisa y Kuky,Kuky y Marisa, ,114.99,12,200.0,1379.88,242
34.0,2022-12-12,Marisa y Kuky,Caja Azul, ,148.45,48,220.0,7125.6,86
35.0,2022-12-12,Marisa y Kuky,Caja Azul, ,101.56,18,150.0,1828.08,5
35.0,2022-12-12,Marisa y Kuky,Caja Azul, ,62.5,18,100.0,1125.0,1076
35.0,2022-12-12,Marisa y Kuky,Caja Azul, ,234.38,8,320.0,1875.04,510
36.0,2022-12-13,Marisa y Kuky,Caja Azul, ,260.0,12,350.0,3120.0,46
36.0,2022-12-13,Marisa y Kuky,Caja Azul, ,260.0,12,350.0,3120.0,42
37.0,2022-12-14,Fausto,Caja, ,230.64,72,320.0,16606.08,108
37.0,2022-12-14,Fausto,Caja, ,26.43,18,60.0,475.74,601
37.0,2022-12-14,Fausto,Caja, ,26.43,18,60.0,475.74,599
37.0,2022-12-14,Fausto,Caja, ,23.42,48,30.0,1124.16,556
37.0,2022-12-14,Fausto,Caja, ,13.69,50,20.0,684.5,535
38.0,2022-12-14,Fausto,Caja, ,115.0,20,180.0,2300.0,857
38.0,2022-12-14,Fausto,Caja, ,212.5,12,280.0,2550.0,852
39.0,2022-12-14,Fausto,Caja Azul,Mi Recarga,1.0,5000,1.0,0.0,85
40.0,2022-12-15,Fausto,Caja Azul, ,182.0,12,100.0,2184.0,10
40.0,2022-12-15,Fausto,Caja Azul, ,182.0,12,220.0,2184.0,9
40.0,2022-12-15,Fausto,Caja Azul, ,252.0,12,380.0,3024.0,595
41.0,2022-12-15,Fausto,Caja Azul, ,234.38,4,320.0,937.52,512
41.0,2022-12-15,Fausto,Caja Azul, ,234.38,4,320.0,937.52,504
41.0,2022-12-15,Fausto,Caja Azul, ,234.38,4,320.0,937.52,508
42.0,2022-12-16,Marisa y Kuky,Caja Azul,Pin Web,1.0,5000,1.0,5000.0,85
43.0,2022-12-16,Fausto,Caja Azul, ,143.76,5,200.0,718.8,653
43.0,2022-12-16,Fausto,Caja Azul, ,244.98,5,330.0,1224.9,658
43.0,2022-12-16,Fausto,Caja Azul, ,249.3,5,350.0,1246.5,621
44.0,2022-12-16,Fausto,Caja Azul,Claro,1.0,2000,1.0,1.0,85
45.0,2022-12-16,Marisa y Kuky,Caja Azul, ,295.83,24,420.0,7099.92,122
46.0,2022-12-16,Marisa y Kuky,Caja Azul, ,250.0,10,300.0,2500.0,206
46.0,2022-12-16,Marisa y Kuky,Caja Azul, ,490.0,10,530.0,4900.0,214
46.0,2022-12-16,Marisa y Kuky,Caja Azul, ,250.0,10,300.0,2500.0,221
46.0,2022-12-16,Marisa y Kuky,Caja Azul, ,390.0,10,450.0,3900.0,220
47.0,2022-12-16,Marisa y Kuky,Caja Azul, ,72.5,8,100.0,580.0,542
48.0,2022-12-17,Marisa y Kuky,Caja,Mi Recarga,1.0,5000,1.0,5000.0,85
49.0,2022-12-17,Marisa y Kuky,Caja Azul, ,129.55,12,150.0,1554.6,396
49.0,2022-12-17,Marisa y Kuky,Caja Azul, ,129.55,12,150.0,1554.6,403
49.0,2022-12-17,Marisa y Kuky,Caja Azul, ,263.88,10,350.0,2638.8,469
49.0,2022-12-17,Marisa y Kuky,Caja Azul, ,74.2,25,100.0,1855.0,1112
50.0,2022-12-17,Marisa y Kuky,Kuky y Marisa, ,120.0,10,200.0,1200.0,1149
50.0,2022-12-17,Marisa y Kuky,Kuky y Marisa, ,150.0,5,250.0,750.0,1104
50.0,2022-12-17,Marisa y Kuky,Kuky y Marisa, ,65.0,50,100.0,3250.0,1113
50.0,2022-12-17,Marisa y Kuky,Kuky y Marisa, ,480.0,4,650.0,1920.0,1133
50.0,2022-12-17,Marisa y Kuky,Kuky y Marisa, ,220.0,10,300.0,2200.0,1142
50.0,2022-12-17,Marisa y Kuky,Kuky y Marisa, ,490.0,5,670.0,2450.0,1025
50.0,2022-12-17,Marisa y Kuky,Kuky y Marisa, ,690.0,4,950.0,2760.0,985
50.0,2022-12-17,Marisa y Kuky,Kuky y Marisa, ,120.0,10,200.0,1200.0,1106
51.0,2022-12-17,Marisa y Kuky,Caja Azul, ,300.0,18,420.0,5400.0,488
51.0,2022-12-17,Marisa y Kuky,Caja Azul, ,150.0,10,240.0,1500.0,222
51.0,2022-12-17,Marisa y Kuky,Caja Azul, ,300.0,6,420.0,1800.0,494
51.0,2022-12-17,Marisa y Kuky,Caja Azul, ,300.0,12,420.0,3600.0,514
54.0,2022-12-19,Marisa y Kuky,Caja Azul, ,430.0,10,500.0,4300.0,209
54.0,2022-12-19,Marisa y Kuky,Caja Azul, ,440.0,10,500.0,4400.0,216
54.0,2022-12-19,Marisa y Kuky,Caja Azul, ,430.0,10,500.0,4300.0,213
54.0,2022-12-19,Marisa y Kuky,Caja Azul, ,390.0,10,450.0,3900.0,220
54.0,2022-12-19,Marisa y Kuky,Caja Azul, ,390.0,10,450.0,3900.0,210
54.0,2022-12-19,Marisa y Kuky,Caja Azul, ,72.5,2,100.0,145.0,542
55.0,2022-12-19,Fausto,Caja, ,19.84,90,50.0,1785.6,355
55.0,2022-12-19,Fausto,Caja, ,118.6,15,160.0,1779.0,901
55.0,2022-12-19,Fausto,Caja, ,161.53,3,200.0,484.59,1029
55.0,2022-12-19,Fausto,Caja, ,177.0,3,200.0,531.0,1043
55.0,2022-12-19,Fausto,Caja, ,161.53,3,200.0,484.59,1049
55.0,2022-12-19,Fausto,Caja, ,315.39,3,400.0,946.17,1050
56.0,2022-12-19,Fausto,Caja, ,120.53,42,200.0,5062.26,1084
57.0,2022-12-20,Fausto,Caja, ,190.0,2,140.0,380.0,40
58.0,2022-12-20,Fausto,Caja Azul, ,166.66,12,220.0,1999.92,490
58.0,2022-12-20,Fausto,Caja Azul, ,141.66,12,300.0,1699.92,9
59.0,2022-12-20,Fausto,Caja, ,0.0,20,10.0,0.0,231
60.0,2022-12-20,Fausto,Caja, ,222.86,14,350.0,3120.04,42
60.0,2022-12-20,Fausto,Caja, ,222.86,14,350.0,3120.04,46
61.0,2022-12-20,Fausto,Caja, ,133.0,10,200.0,1330.0,202
61.0,2022-12-20,Fausto,Caja, ,99.0,10,150.0,990.0,203
61.0,2022-12-20,Fausto,Caja, ,95.0,10,150.0,950.0,201
62.0,2022-12-21,Fausto,Caja Azul, ,140.0,12,200.0,1680.0,27
62.0,2022-12-21,Fausto,Caja Azul, ,140.0,12,200.0,1680.0,30
62.0,2022-12-21,Fausto,Caja Azul, ,154.99,7,230.0,1084.93,432
62.0,2022-12-21,Fausto,Caja Azul, ,249.17,6,350.0,1495.02,902
63.0,2022-12-21,Fausto,Caja, ,0.0,20,10.0,0.0,231
64.0,2022-12-21,Fausto,Caja, ,35.35,20,80.0,707.0,560
64.0,2022-12-21,Fausto,Caja, ,35.35,20,80.0,707.0,562
64.0,2022-12-21,Fausto,Caja, ,74.15,16,100.0,1186.4,565
64.0,2022-12-21,Fausto,Caja, ,267.24,7,320.0,1870.68,464
66.0,2022-12-22,Fausto,Caja, ,233.33,6,320.0,1399.98,260
66.0,2022-12-22,Fausto,Caja, ,233.33,6,320.0,1399.98,256
66.0,2022-12-22,Fausto,Caja, ,125.0,24,100.0,3000.0,10
66.0,2022-12-22,Fausto,Caja, ,280.0,8,380.0,2240.0,595
67.0,2022-12-22,Fausto,Caja, ,406.85,6,500.0,2441.1,1188
67.0,2022-12-22,Fausto,Caja, ,270.0,6,400.0,1620.0,1193
69.0,2022-12-23,Marisa y Kuky,Kuky y Marisa, ,100.0,13,400.0,1300.0,1123
70.0,2022-12-23,Marisa y Kuky,Caja, ,95.0,20,150.0,1900.0,201
71.0,2022-12-23,Marisa y Kuky,Kuky y Marisa, ,139.16,10,250.0,1391.6,569
71.0,2022-12-23,Marisa y Kuky,Kuky y Marisa, ,135.47,12,200.0,1625.64,347
71.0,2022-12-23,Marisa y Kuky,Kuky y Marisa, ,156.35,12,220.0,1876.2,348
72.0,2022-12-24,Fausto,Caja Azul, ,310.0,12,420.0,3720.0,122
72.0,2022-12-24,Fausto,Caja Azul, ,320.0,18,420.0,5760.0,488
72.0,2022-12-24,Fausto,Caja Azul, ,250.0,16,350.0,4000.0,492
73.0,2022-12-24,Fausto,Caja Azul, ,610.0,12,850.0,7320.0,274
73.0,2022-12-24,Fausto,Caja Azul, ,610.0,625,850.0,381250.0,284
73.0,2022-12-24,Fausto,Caja Azul, ,583.33,6,800.0,3499.98,1156
74.0,2022-12-25,Fausto,Caja, ,158.33,72,250.0,11399.76,123
75.0,2022-12-26,Fausto,Caja Azul, ,280.0,10,350.0,2800.0,212
75.0,2022-12-26,Fausto,Caja Azul, ,430.0,10,500.0,4300.0,209
75.0,2022-12-26,Fausto,Caja Azul, ,250.0,10,300.0,2500.0,221
75.0,2022-12-26,Fausto,Caja Azul, ,390.0,10,450.0,3900.0,220
75.0,2022-12-26,Fausto,Caja Azul, ,250.0,10,300.0,2500.0,218
75.0,2022-12-26,Fausto,Caja Azul, ,250.0,10,300.0,2500.0,208
75.0,2022-12-26,Fausto,Caja Azul, ,72.5,14,100.0,1015.0,543
75.0,2022-12-26,Fausto,Caja Azul, ,430.0,10,500.0,4300.0,219
76.0,2022-12-26,Fausto,Caja Azul, ,223.31,5,300.0,1116.55,1061
76.0,2022-12-26,Fausto,Caja Azul, ,223.31,5,300.0,1116.55,1060
76.0,2022-12-26,Fausto,Caja Azul, ,223.31,5,300.0,1116.55,1057
76.0,2022-12-26,Fausto,Caja Azul, ,234.37,4,330.0,937.48,510
76.0,2022-12-26,Fausto,Caja Azul, ,223.31,5,300.0,1116.55,1064
78.0,2022-12-26,Fausto,Caja, ,2.3,800,5.0,1840.0,526
78.0,2022-12-26,Fausto,Caja, ,5.02,300,10.0,1506.0,525
79.0,2022-12-27,Fausto,Caja Azul, ,160.0,30,220.0,4800.0,217
79.0,2022-12-27,Fausto,Caja Azul, ,316.67,18,450.0,5700.06,488
79.0,2022-12-27,Fausto,Caja Azul, ,316.67,12,450.0,3800.04,514
81.0,2022-12-28,Fausto,Caja, ,77.44,6,100.0,464.64,456
81.0,2022-12-28,Fausto,Caja, ,77.44,6,100.0,464.64,458
81.0,2022-12-28,Fausto,Caja, ,77.44,6,100.0,464.64,455
81.0,2022-12-28,Fausto,Caja, ,57.95,12,100.0,695.4,548
81.0,2022-12-28,Fausto,Caja, ,35.92,20,80.0,718.4,568
82.0,2022-12-28,Fausto,Caja Azul, ,575.83,6,800.0,3454.98,1161
82.0,2022-12-28,Fausto,Caja Azul, ,233.37,16,300.0,3733.92,590
82.0,2022-12-28,Fausto,Caja Azul, ,147.66,6,200.0,885.96,30
84.0,2022-12-29,Fausto,Caja Azul, ,250.0,24,350.0,6000.0,492
85.0,2022-12-30,Fausto,Caja Azul, ,150.0,1,240.0,150.0,254
85.0,2022-12-30,Fausto,Caja Azul, ,150.0,6,300.0,900.0,245
85.0,2022-12-30,Fausto,Caja Azul, ,150.0,6,300.0,900.0,250
86.0,2022-12-30,Fausto,Kuky y Marisa, ,250.0,2,450.0,500.0,132
86.0,2022-12-30,Fausto,Kuky y Marisa, ,250.0,24,450.0,6000.0,130
86.0,2022-12-30,Fausto,Kuky y Marisa, ,167.25,48,230.0,8028.0,129
86.0,2022-12-30,Fausto,Kuky y Marisa, ,255.0,48,350.0,12240.0,108
87.0,2022-12-30,Fausto,Kuky y Marisa, ,115.66,18,100.0,2081.88,1146
87.0,2022-12-30,Fausto,Kuky y Marisa, ,55.0,36,100.0,1980.0,873
87.0,2022-12-30,Fausto,Kuky y Marisa, ,409.99,3,550.0,409.99,745
88.0,2022-12-30,Fausto,Caja Azul, ,417.58,6,550.0,2505.48,1173
88.0,2022-12-30,Fausto,Caja Azul, ,386.4,1,500.0,386.4,1172
88.0,2022-12-30,Fausto,Caja Azul, ,234.38,8,330.0,1875.04,504
88.0,2022-12-30,Fausto,Caja Azul, ,234.38,8,330.0,1875.04,508
88.0,2022-12-30,Fausto,Caja Azul, ,234.38,8,330.0,1875.04,510
88.0,2022-12-30,Fausto,Caja Azul, ,386.4,6,500.0,2318.4,1169
89.0,2022-12-30,Fausto,Caja, ,308.72,1,450.0,308.72,371
89.0,2022-12-30,Fausto,Caja, ,308.72,2,450.0,617.44,362
89.0,2022-12-30,Fausto,Caja, ,308.72,1,450.0,308.72,361
89.0,2022-12-30,Fausto,Caja, ,308.72,2,450.0,617.44,366
89.0,2022-12-30,Fausto,Caja, ,308.72,2,450.0,617.44,368
89.0,2022-12-30,Fausto,Caja, ,308.72,2,450.0,617.44,367
89.0,2022-12-30,Fausto,Caja, ,308.72,1,450.0,308.72,360
89.0,2022-12-30,Fausto,Caja, ,308.72,1,450.0,308.72,370
89.0,2022-12-30,Fausto,Caja Azul, ,60.2,24,100.0,1444.8,179
90.0,2022-12-30,Fausto,Caja Azul, ,885.0,6,1150.0,5310.0,1183
91.0,2022-12-30,Fausto,Caja Azul, ,27.49,40,30.0,1099.6,776
91.0,2022-12-30,Fausto,Caja Azul, ,26.39,40,30.0,1055.6,774
91.0,2022-12-30,Fausto,Caja Azul, ,679.0,6,800.0,4074.0,1156
91.0,2022-12-30,Fausto,Caja Azul, ,555.0,6,700.0,3330.0,1162
91.0,2022-12-30,Fausto,Caja Azul, ,699.0,12,900.0,8388.0,48
91.0,2022-12-30,Fausto,Caja Azul, ,574.8,6,750.0,3448.8,278
91.0,2022-12-30,Fausto,Caja Azul, ,129.0,24,220.0,3096.0,635
92.0,2022-12-30,Fausto,Caja, ,83.93,30,150.0,2517.9,290
92.0,2022-12-30,Fausto,Caja, ,52.1,1,100.0,52.1,387
93.0,2022-12-31,Fausto,Kuky y Marisa, ,74.92,20,40.0,1498.4,374
93.0,2022-12-31,Fausto,Kuky y Marisa, ,86.29,20,120.0,1725.8,300
94.0,2022-12-31,Fausto,Caja Azul, ,390.0,10,450.0,3900.0,220
94.0,2022-12-31,Fausto,Caja Azul, ,490.0,10,550.0,4900.0,214
94.0,2022-12-31,Fausto,Caja Azul, ,430.0,10,500.0,4300.0,213
94.0,2022-12-31,Fausto,Caja Azul, ,97.5,3,130.0,292.5,547
94.0,2022-12-31,Fausto,Caja Azul, ,97.5,5,130.0,487.5,550
95.0,2022-12-31,Fausto,Caja Azul, ,170.0,15,300.0,2550.0,575
96.0,2022-12-31,Fausto,Caja Azul, ,322.92,18,450.0,5812.56,488
96.0,2022-12-31,Fausto,Caja Azul, ,322.92,6,450.0,1937.52,494
96.0,2022-12-31,Fausto,Caja Azul, ,600.0,12,550.0,7200.0,283
97.0,2023-01-01,Fausto,Caja Azul, ,97.5,6,130.0,585.0,550
97.0,2023-01-01,Fausto,Caja Azul, ,320.0,10,380.0,3200.0,200
97.0,2023-01-01,Fausto,Caja Azul, ,250.0,10,300.0,2500.0,208
97.0,2023-01-01,Fausto,Caja Azul, ,250.0,1,300.0,250.0,221
100.0,2023-01-02,Fausto,Caja Azul, ,55.0,3,80.0,165.0,154
100.0,2023-01-02,Fausto,Caja Azul, ,55.0,3,80.0,165.0,155
100.0,2023-01-02,Fausto,Caja Azul, ,430.0,10,500.0,4300.0,209
100.0,2023-01-02,Fausto,Caja Azul, ,440.0,10,500.0,4400.0,216
100.0,2023-01-02,Fausto,Caja Azul, ,390.0,10,450.0,3900.0,220
101.0,2023-01-03,Marisa y Kuky,Caja,Log In,1.0,5000,1.0,5000.0,85
102.0,2023-01-04,Fausto,Caja Azul, ,130.59,5,180.0,652.95,462
102.0,2023-01-04,Fausto,Caja Azul, ,130.59,5,180.0,652.95,454
102.0,2023-01-04,Fausto,Caja Azul, ,130.59,5,180.0,652.95,430
102.0,2023-01-04,Fausto,Caja Azul, ,77.12,16,100.0,1233.92,565
103.0,2023-01-05,Fausto,Caja, ,78.12,6,100.0,468.72,507
103.0,2023-01-05,Fausto,Caja, ,250.0,4,330.0,1000.0,510
104.0,2023-01-05,Fausto,Caja Azul, ,166.66,6,220.0,999.96,496
104.0,2023-01-05,Fausto,Caja Azul, ,166.66,6,220.0,999.96,516
104.0,2023-01-05,Fausto,Caja Azul, ,166.66,24,220.0,3999.84,490
105.0,2023-01-05,Fausto,Caja Azul, ,390.0,6,450.0,2340.0,210
105.0,2023-01-05,Fausto,Caja Azul, ,280.0,6,350.0,1680.0,198
105.0,2023-01-05,Fausto,Caja Azul, ,176.0,17,250.0,2992.0,359
105.0,2023-01-05,Fausto,Caja Azul, ,250.0,6,300.0,1500.0,208
105.0,2023-01-05,Fausto,Caja Azul, ,430.0,10,500.0,4300.0,209
105.0,2023-01-05,Fausto,Caja Azul, ,250.0,6,300.0,1500.0,206
106.0,2023-01-06,Fausto,Caja Azul,Log In,1.0,5000,1.0,5000.0,85
108.0,2023-01-07,Fausto,Caja Azul, ,68.98,24,100.0,1655.52,180
108.0,2023-01-07,Fausto,Caja Azul, ,330.77,2,450.0,661.54,366
108.0,2023-01-07,Fausto,Caja Azul, ,330.77,1,450.0,330.77,371
108.0,2023-01-07,Fausto,Caja Azul, ,330.77,2,450.0,661.54,367
108.0,2023-01-07,Fausto,Caja Azul, ,330.77,1,450.0,330.77,362
108.0,2023-01-07,Fausto,Caja Azul, ,330.77,2,450.0,661.54,370
108.0,2023-01-07,Fausto,Caja Azul, ,330.77,1,450.0,330.77,361
108.0,2023-01-07,Fausto,Caja Azul, ,330.77,2,450.0,661.54,368
108.0,2023-01-07,Fausto,Caja Azul, ,330.77,1,450.0,330.77,360
109.0,2023-01-07,Fausto,Caja, ,202.08,24,240.0,4849.92,109
109.0,2023-01-07,Fausto,Caja, ,331.5,18,450.0,5967.0,488
110.0,2023-01-08,Fausto,Caja Azul,Log In,1.0,5000,1.0,5000.0,85
111.0,2023-01-09,Marisa y Kuky,Caja Azul, ,93.33,9,130.0,839.97,1041
111.0,2023-01-09,Marisa y Kuky,Caja Azul, ,93.33,3,130.0,279.99,1055
111.0,2023-01-09,Marisa y Kuky,Caja Azul, ,440.0,20,450.0,8800.0,220
111.0,2023-01-09,Marisa y Kuky,Caja Azul, ,290.0,20,350.0,5800.0,215
112.0,2023-01-09,Fausto,Caja, ,192.3,3,250.0,576.9,1043
112.0,2023-01-09,Fausto,Caja, ,384.61,3,500.0,1153.83,1044
112.0,2023-01-09,Fausto,Caja, ,353.84,3,450.0,1061.52,1050
112.0,2023-01-09,Fausto,Caja, ,515.38,3,650.0,1546.14,1047
112.0,2023-01-09,Fausto,Caja, ,176.92,3,250.0,530.76,1049
112.0,2023-01-09,Fausto,Caja, ,58.1,48,100.0,2788.8,320
113.0,2023-01-09,Fausto,Caja, ,584.5,6,700.0,3507.0,1163
114.0,2023-01-09,Marisa y Kuky,Caja Azul, ,82.47,12,150.0,989.64,1140
114.0,2023-01-09,Marisa y Kuky,Caja Azul, ,177.99,10,230.0,1779.9,1139
114.0,2023-01-09,Marisa y Kuky,Caja Azul, ,144.99,10,200.0,1449.9,1138
114.0,2023-01-09,Marisa y Kuky,Caja Azul, ,119.9,6,200.0,719.4,412
114.0,2023-01-09,Marisa y Kuky,Caja Azul, ,98.46,5,150.0,492.3,880
