sales_id,invoice_number,date,employee,payment_type,platform,qty,total,product_id
81,71,2022-12-04,Marisa y Kuky,Efectivo, ,1,80.0,214
120,104,2022-12-05,Fausto,Efectivo, ,2,300.0,182
163,132,2022-12-06,Marisa y Kuky,Efectivo, ,1,60.0,228
179,145,2022-12-06,Marisa y Kuky,Efectivo, ,1,60.0,226
202,164,2022-12-06,Marisa y Kuky,Efectivo, ,2,180.0,227
246,197,2022-12-07,Marisa y Kuky,Efectivo, ,1,60.0,226
251,201,2022-12-07,Marisa y Kuky,Efectivo, ,2,160.0,214
299,235,2022-12-07,Fausto,Efectivo, ,1,150.0,182
365,284,2022-12-08,Marisa y Kuky,Efectivo, ,2,500.0,179
657,479,2022-12-12,Fausto,Efectivo, ,1,90.0,229
738,531,2022-12-14,Fausto,Efectivo, ,1,80.0,214
739,531,2022-12-14,Fausto,Efectivo, ,1,80.0,215
774,556,2022-12-14,Marisa y Kuky,Efectivo, ,1,150.0,182
860,605,2022-12-15,Marisa y Kuky,Efectivo, ,1,80.0,215
1024,712,2022-12-17,Marisa y Kuky,Efectivo, ,1,220.0,189
1067,739,2022-12-18,Marisa y Kuky,Efectivo, ,4,360.0,229
1112,770,2022-12-18,Marisa y Kuky,Efectivo, ,1,80.0,215
1118,773,2022-12-18,Marisa y Kuky,Efectivo,Log In,1,80.0,215
1211,829,2022-12-19,Fausto,Efectivo, ,1,90.0,229
1234,850,2022-12-19,Marisa y Kuky,Efectivo, ,1,80.0,214
1305,900,2022-12-20,Marisa y Kuky,Efectivo, ,1,80.0,214
1320,909,2022-12-20,Marisa y Kuky,Efectivo, ,1,80.0,214
1525,1047,2022-12-23,Fausto,Efectivo, ,3,450.0,182
1557,1069,2022-12-24,Fausto,Efectivo, ,1,80.0,214
1569,1077,2022-12-24,Fausto,Efectivo, ,1,80.0,215
1879,1293,2022-12-27,Marisa y Kuky,Efectivo, ,1,100.0,214
1884,1298,2022-12-27,Marisa y Kuky,Efectivo, ,1,100.0,227
1885,1298,2022-12-27,Marisa y Kuky,Efectivo, ,1,100.0,214
1930,1329,2022-12-30,Fausto,Efectivo, ,1,100.0,215
1992,1362,2022-12-29,Marisa y Kuky,Efectivo, ,1,100.0,215
2369,1608,2023-01-02,Fausto,Efectivo, ,1,0.0,229
2647,1796,2023-01-07,Marisa y Kuky,Efectivo, ,1,100.0,214
2713,1847,2023-01-08,Marisa y Kuky,Efectivo, ,1,100.0,214
2714,1847,2023-01-08,Marisa y Kuky,Efectivo, ,1,100.0,215
2736,1862,2023-01-08,Fausto,Efectivo, ,1,0.0,229
3184,2159,2023-01-15,Marisa y Kuky,Efectivo, ,1,100.0,214
3245,2203,2023-01-16,Marisa y Kuky,Efectivo, ,1,0.0,189
3406,2306,2023-01-18,Marisa y Kuky,Efectivo, ,1,100.0,215
3438,2328,2023-01-18,Marisa y Kuky,Efectivo, ,2,0.0,215
3455,2341,2023-01-19,Marisa y Kuky,Efectivo, ,1,100.0,215
3619,2461,2023-01-21,Marisa y Kuky,Efectivo, ,1,220.0,189
3712,2528,2023-01-22,Marisa y Kuky,Efectivo, ,10,1000.0,215
3713,2528,2023-01-22,Marisa y Kuky,Efectivo, ,10,1000.0,214
3736,2547,2023-01-23,Marisa y Kuky,Efectivo, ,3,300.0,214
3740,2551,2023-01-23,Marisa y Kuky,Efectivo, ,1,0.0,189
3747,2556,2023-01-23,Marisa y Kuky,Efectivo, ,2,200.0,215
3789,2585,2023-01-23,Marisa y Kuky,Efectivo, ,2,200.0,214
3801,2591,2023-01-23,Marisa y Kuky,Efectivo, ,1,100.0,215
3861,2631,2023-01-24,Fausto,Efectivo, ,1,100.0,214
3882,2641,2023-01-24,Marisa y Kuky,Efectivo, ,1,100.0,214
3911,2662,2023-01-24,Marisa y Kuky,Efectivo, ,2,200.0,215
3942,2692,2023-01-25,Marisa y Kuky,Efectivo, ,2,200.0,215
4327,2970,2023-01-31,Fausto,Efectivo, ,1,100.0,215
4386,3009,2023-01-31,Fausto,Efectivo, ,1,100.0,215
4387,3010,2023-01-31,Fausto,Efectivo, ,1,100.0,215
4505,3088,2023-02-02,Marisa y Kuky,Efectivo, ,1,100.0,214
4520,3097,2023-02-02,Marisa y Kuky,Efectivo, ,1,0.0,192
4546,3113,2023-02-02,Fausto,Efectivo, ,1,100.0,214
4547,3113,2023-02-02,Fausto,Efectivo, ,1,100.0,222
4632,3171,2023-02-03,Marisa y Kuky,Efectivo, ,1,100.0,215
4792,3287,2023-02-05,Fausto,Efectivo, ,1,100.0,208
4922,3389,2023-02-06,Marisa y Kuky,Efectivo, ,2,120.0,186
4960,3420,2023-02-07,Marisa y Kuky,Efectivo, ,1,100.0,214
4980,3429,2023-02-07,Marisa y Kuky,Efectivo, ,1,200.0,224
5128,3543,2023-02-08,Marisa y Kuky,Efectivo, ,1,100.0,215
5129,3543,2023-02-08,Marisa y Kuky,Efectivo, ,1,100.0,214
5171,3572,2023-02-09,Marisa y Kuky,Efectivo, ,1,100.0,214
5213,3599,2023-02-09,Marisa y Kuky,Efectivo, ,1,200.0,224
5214,3599,2023-02-09,Marisa y Kuky,Efectivo, ,2,200.0,208
5332,3691,2023-02-10,Marisa y Kuky,Efectivo, ,2,200.0,208
5344,3699,2023-02-10,Marisa y Kuky,Efectivo, ,1,100.0,215
5375,3720,2023-02-11,Marisa y Kuky,Efectivo, ,1,100.0,215
5625,3901,2023-02-13,Marisa y Kuky,Efectivo, ,8,480.0,187
5627,3903,2023-02-13,Marisa y Kuky,Efectivo, ,1,100.0,215
5631,3907,2023-02-13,Marisa y Kuky,Efectivo, ,1,200.0,224
5632,3907,2023-02-13,Marisa y Kuky,Efectivo, ,1,100.0,215
5633,3907,2023-02-13,Marisa y Kuky,Efectivo, ,3,180.0,187
5634,3907,2023-02-13,Marisa y Kuky,Efectivo, ,1,100.0,208
5635,3907,2023-02-13,Marisa y Kuky,Efectivo, ,1,100.0,222
5636,3907,2023-02-13,Marisa y Kuky,Efectivo, ,1,60.0,186
5663,3923,2023-02-13,Marisa y Kuky,Efectivo, ,1,100.0,208
5687,3946,2023-02-14,Fausto,Efectivo, ,3,180.0,187
5688,3946,2023-02-14,Fausto,Efectivo, ,3,180.0,186
5709,3963,2023-02-14,Fausto,Efectivo, ,3,180.0,186
5710,3963,2023-02-14,Fausto,Efectivo, ,3,180.0,187
5735,3979,2023-02-14,Marisa y Kuky,Efectivo, ,1,100.0,215
5737,3980,2023-02-14,Marisa y Kuky,Efectivo, ,2,200.0,215
5738,3981,2023-02-14,Marisa y Kuky,Efectivo, ,1,200.0,224
5755,3993,2023-02-14,Marisa y Kuky,Efectivo, ,1,100.0,222
5785,4013,2023-02-14,Marisa y Kuky,Efectivo, ,1,200.0,182
5802,4022,2023-02-14,Marisa y Kuky,Efectivo, ,4,240.0,186
5803,4022,2023-02-14,Marisa y Kuky,Efectivo, ,4,240.0,187
5868,4073,2023-02-15,Marisa y Kuky,Efectivo, ,1,100.0,222
5869,4074,2023-02-15,Marisa y Kuky,Efectivo, ,6,360.0,186
5870,4074,2023-02-15,Marisa y Kuky,Efectivo, ,1,60.0,187
5910,4100,2023-02-15,Marisa y Kuky,Efectivo, ,1,100.0,222
5914,4104,2023-02-15,Marisa y Kuky,Efectivo, ,2,200.0,209
5917,4104,2023-02-15,Marisa y Kuky,Efectivo, ,2,200.0,222
5919,4104,2023-02-15,Marisa y Kuky,Efectivo, ,2,400.0,182
5924,4106,2023-02-15,Marisa y Kuky,Efectivo, ,1,200.0,182
5925,4106,2023-02-15,Marisa y Kuky,Efectivo, ,1,100.0,208
5927,4106,2023-02-15,Marisa y Kuky,Efectivo, ,1,100.0,222
5932,4110,2023-02-15,Marisa y Kuky,Efectivo, ,1,300.0,205
5933,4110,2023-02-15,Marisa y Kuky,Efectivo, ,1,300.0,199
5934,4110,2023-02-15,Marisa y Kuky,Efectivo, ,1,200.0,182
5952,4120,2023-02-16,Marisa y Kuky,Efectivo, ,1,100.0,214
6022,4172,2023-02-17,Marisa y Kuky,Efectivo, ,1,300.0,199
6078,4212,2023-02-17,Fausto,Efectivo, ,2,200.0,222
6084,4216,2023-02-17,Fausto,Efectivo, ,4,240.0,186
6095,4224,2023-02-17,Fausto,Efectivo, ,1,100.0,208
6237,4314,2023-02-19,Marisa y Kuky,Efectivo, ,3,300.0,228
6350,4393,2023-02-19,Marisa y Kuky,Efectivo, ,1,0.0,218
6401,4432,2023-02-20,Marisa y Kuky,Efectivo, ,1,300.0,205
6402,4432,2023-02-20,Marisa y Kuky,Efectivo, ,1,60.0,186
6450,4465,2023-02-21,Marisa y Kuky,Efectivo, ,1,0.0,189
6504,4504,2023-02-21,Marisa y Kuky,Efectivo, ,2,200.0,214
6554,4538,2023-02-22,Marisa y Kuky,Efectivo, ,2,120.0,187
6555,4538,2023-02-22,Marisa y Kuky,Efectivo, ,2,120.0,186
6607,4573,2023-02-22,Marisa y Kuky,Efectivo, ,1,200.0,182
6701,4642,2023-02-23,Fausto,Efectivo, ,1,100.0,215
6771,4684,2023-02-23,Marisa y Kuky,Efectivo, ,2,200.0,227
6791,4698,2023-02-24,Marisa y Kuky,Efectivo, ,1,200.0,180
6801,4706,2023-02-24,Marisa y Kuky,Efectivo, ,2,200.0,214
6836,4731,2023-02-24,Fausto,Efectivo, ,1,200.0,169
6857,4747,2023-02-24,Marisa y Kuky,Efectivo, ,2,200.0,214
6893,4773,2023-02-24,Marisa y Kuky,Efectivo, ,1,250.0,182
6937,4804,2023-02-25,Marisa y Kuky,Efectivo, ,2,200.0,227
7008,4847,2023-02-25,Fausto,Efectivo, ,1,80.0,226
7014,4849,2023-02-25,Fausto,Efectivo, ,1,200.0,168
7018,4851,2023-02-25,Fausto,Efectivo, ,1,100.0,214
7074,4889,2023-02-26,Marisa y Kuky,Efectivo, ,2,300.0,170
7093,4900,2023-02-26,Marisa y Kuky,Efectivo, ,1,100.0,214
7094,4900,2023-02-26,Marisa y Kuky,Efectivo, ,1,100.0,215
7133,4931,2023-02-26,Fausto,Efectivo, ,1,230.0,192
7137,4933,2023-02-26,Fausto,Efectivo, ,4,240.0,186
7156,4949,2023-02-26,Marisa y Kuky,Efectivo, ,1,100.0,214
7157,4949,2023-02-26,Marisa y Kuky,Efectivo, ,1,100.0,215
7229,4994,2023-02-27,Marisa y Kuky,Efectivo, ,1,200.0,169
7230,4994,2023-02-27,Marisa y Kuky,Efectivo, ,1,200.0,169
7356,5070,2023-02-28,Marisa y Kuky,Efectivo, ,2,400.0,168
7428,5122,2023-02-28,Marisa y Kuky,Efectivo, ,2,160.0,218
7447,5134,2023-02-28,Marisa y Kuky,Efectivo, ,2,160.0,226
7448,5134,2023-02-28,Marisa y Kuky,Efectivo, ,2,160.0,228
7524,5181,2023-03-01,Marisa y Kuky,Efectivo, ,2,160.0,218
7617,5241,2023-03-02,Marisa y Kuky,Efectivo, ,3,600.0,200
7625,5248,2023-03-03,Marisa y Kuky,Efectivo, ,1,100.0,215
7668,5269,2023-03-03,Fausto,Debito, ,1,300.0,199
7721,5307,2023-03-04,Marisa y Kuky,Efectivo, ,1,0.0,168
7729,5311,2023-03-04,Marisa y Kuky,Efectivo, ,1,100.0,209
7739,5317,2023-03-04,Marisa y Kuky,Efectivo, ,1,200.0,169
7740,5317,2023-03-04,Marisa y Kuky,Efectivo, ,1,250.0,182
7847,5386,2023-03-04,Marisa y Kuky,Efectivo, ,1,200.0,180
7933,5443,2023-03-05,Marisa y Kuky,Mercado Pago, ,1,100.0,227
7934,5443,2023-03-05,Marisa y Kuky,Mercado Pago, ,1,200.0,169
8124,5565,2023-03-07,Marisa y Kuky,Efectivo, ,1,150.0,170
8136,5574,2023-03-07,Marisa y Kuky,Efectivo, ,1,100.0,227
8137,5574,2023-03-07,Marisa y Kuky,Efectivo, ,1,200.0,180
8183,5607,2023-03-08,Marisa y Kuky,Efectivo, ,1,100.0,214
8208,5627,2023-03-08,Fausto,Efectivo, ,1,100.0,208
8446,5793,2023-03-10,Marisa y Kuky,Efectivo, ,1,100.0,209
8447,5793,2023-03-10,Marisa y Kuky,Efectivo, ,1,100.0,208
8448,5793,2023-03-10,Marisa y Kuky,Efectivo, ,3,180.0,186
8590,5898,2023-03-12,Fausto,Efectivo, ,1,0.0,216
8612,5913,2023-03-12,Marisa y Kuky,Efectivo, ,1,100.0,215
8642,5931,2023-03-12,Marisa y Kuky,Efectivo, ,1,60.0,186
8646,5933,2023-03-12,Marisa y Kuky,Efectivo, ,1,80.0,228
8795,6033,2023-03-14,Fausto,Efectivo, ,1,150.0,170
8844,6065,2023-03-14,Marisa y Kuky,Efectivo, ,2,300.0,206
9079,6215,2023-03-16,Marisa y Kuky,Efectivo, ,1,150.0,170
9090,6224,2023-03-16,Marisa y Kuky,Efectivo, ,1,130.0,215
9148,6270,2023-03-17,Fausto,Efectivo, ,1,250.0,182
9229,6334,2023-03-19,Marisa y Kuky,Efectivo, ,1,200.0,200
9230,6334,2023-03-19,Marisa y Kuky,Efectivo, ,1,200.0,201
9264,6352,2023-03-19,Marisa y Kuky,Efectivo, ,1,80.0,226
9304,6379,2023-03-20,Marisa y Kuky,Efectivo, ,1,130.0,215
9354,6413,2023-03-20,Marisa y Kuky,Efectivo, ,1,130.0,214
9407,6453,2023-03-21,Marisa y Kuky,Efectivo, ,1,130.0,214
9552,6548,2023-03-22,Marisa y Kuky,Efectivo, ,1,130.0,215
9560,6555,2023-03-22,Marisa y Kuky,Efectivo, ,1,380.0,216
9562,6555,2023-03-22,Marisa y Kuky,Efectivo, ,2,260.0,214
9650,6614,2023-03-23,Marisa y Kuky,Mercado Pago, ,1,60.0,186
9736,6681,2023-03-25,Fausto,Efectivo, ,1,100.0,228
10065,6904,2023-03-29,Fausto,Efectivo, ,1,100.0,228
10165,6975,2023-03-30,Marisa y Kuky,Efectivo, ,1,130.0,229
10183,6986,2023-03-31,Marisa y Kuky,Efectivo, ,1,130.0,215
10185,6987,2023-03-31,Marisa y Kuky,Efectivo, ,2,120.0,186
10228,7010,2023-03-31,Fausto,Efectivo, ,1,130.0,214
10288,7055,2023-03-31,Fausto,Efectivo, ,1,200.0,164
10289,7055,2023-03-31,Fausto,Efectivo, ,1,200.0,180
10354,7097,2023-04-01,Marisa y Kuky,Efectivo, ,2,120.0,186
10373,7110,2023-04-01,Marisa y Kuky,Efectivo, ,1,200.0,168
10400,7132,2023-04-02,Marisa y Kuky,Efectivo, ,1,140.0,232
10514,7215,2023-04-03,Marisa y Kuky,Efectivo, ,2,200.0,226
10515,7216,2023-04-03,Marisa y Kuky,Efectivo, ,2,200.0,226
10588,7262,2023-04-04,Marisa y Kuky,Efectivo, ,1,200.0,180
10710,7356,2023-04-06,Marisa y Kuky,Efectivo, ,1,380.0,216
10764,7406,2023-04-07,Fausto,Efectivo, ,1,0.0,163
10770,7411,2023-04-07,Fausto,Efectivo, ,1,200.0,163
10771,7411,2023-04-07,Fausto,Efectivo, ,1,200.0,168
10772,7411,2023-04-07,Fausto,Efectivo, ,1,150.0,206
10780,7415,2023-04-07,Marisa y Kuky,Efectivo, ,1,130.0,229
10781,7415,2023-04-07,Marisa y Kuky,Efectivo, ,1,130.0,215
10813,7439,2023-04-08,Marisa y Kuky,Efectivo, ,2,200.0,209
10836,7454,2023-04-08,Fausto,Efectivo, ,1,130.0,227
10844,7460,2023-04-08,Fausto,Efectivo, ,1,150.0,206
10939,7533,2023-04-09,Marisa y Kuky,Efectivo, ,1,250.0,179
10965,7549,2023-04-09,Marisa y Kuky,Efectivo, ,1,380.0,216
10966,7549,2023-04-09,Marisa y Kuky,Efectivo, ,1,200.0,164
10968,7551,2023-04-09,Marisa y Kuky,Efectivo, ,1,130.0,227
11111,7652,2023-04-11,Marisa y Kuky,Efectivo, ,1,200.0,206
11224,7730,2023-04-13,Marisa y Kuky,Efectivo,Log In,2,200.0,228
11321,7800,2023-04-15,Marisa y Kuky,Efectivo, ,2,200.0,228
11322,7800,2023-04-15,Marisa y Kuky,Efectivo, ,1,100.0,226
11323,7800,2023-04-15,Marisa y Kuky,Efectivo, ,3,180.0,187
11370,7836,2023-04-15,Marisa y Kuky,Efectivo, ,1,200.0,168
11371,7836,2023-04-15,Marisa y Kuky,Efectivo, ,2,400.0,232
11429,7875,2023-04-16,Marisa y Kuky,Efectivo, ,1,130.0,214
11466,7899,2023-04-17,Fausto,Efectivo, ,1,130.0,214
11492,7916,2023-04-17,Fausto,Efectivo, ,1,200.0,166
11507,7926,2023-04-17,Marisa y Kuky,Efectivo, ,1,150.0,208
11583,7982,2023-04-18,Marisa y Kuky,Efectivo, ,1,200.0,180
11612,8003,2023-04-19,Fausto,Efectivo, ,2,260.0,215
11727,8094,2023-04-21,Fausto,Efectivo, ,1,200.0,200
11728,8094,2023-04-21,Fausto,Efectivo, ,1,200.0,206
11766,8122,2023-04-21,Marisa y Kuky,Efectivo, ,1,130.0,227
11953,8241,2023-04-23,Marisa y Kuky,Efectivo, ,1,130.0,214
11983,8256,2023-04-24,Marisa y Kuky,Efectivo, ,1,200.0,206
11987,8258,2023-04-24,Marisa y Kuky,Efectivo, ,1,150.0,208
12080,8321,2023-04-25,Fausto,Efectivo, ,1,130.0,229
12081,8321,2023-04-25,Fausto,Efectivo, ,1,130.0,227
12129,8354,2023-04-26,Fausto,Efectivo, ,1,130.0,214
12201,8403,2023-04-27,Fausto,Efectivo, ,1,400.0,193
12252,8441,2023-04-27,Marisa y Kuky,Efectivo, ,1,400.0,193
12253,8441,2023-04-27,Marisa y Kuky,Efectivo, ,1,380.0,216
12254,8441,2023-04-27,Marisa y Kuky,Efectivo, ,2,300.0,231
12455,8594,2023-04-30,Marisa y Kuky,Efectivo, ,1,650.0,202
12460,8597,2023-04-30,Marisa y Kuky,Efectivo, ,2,260.0,214
12461,8597,2023-04-30,Marisa y Kuky,Efectivo, ,1,60.0,186
12462,8597,2023-04-30,Marisa y Kuky,Efectivo, ,1,200.0,206
12569,8667,2023-05-01,Marisa y Kuky,Efectivo, ,10,1200.0,222
12570,8667,2023-05-01,Marisa y Kuky,Efectivo, ,5,500.0,228
12571,8667,2023-05-01,Marisa y Kuky,Efectivo, ,5,500.0,226
12572,8667,2023-05-01,Marisa y Kuky,Efectivo, ,20,4000.0,182
12884,8882,2023-05-07,Fausto,Efectivo, ,1,250.0,179
12887,8883,2023-05-07,Fausto,Efectivo, ,2,260.0,227
12888,8883,2023-05-07,Fausto,Efectivo, ,1,100.0,228
13008,8968,2023-05-08,Marisa y Kuky,Efectivo, ,2,260.0,229
13056,9000,2023-05-09,Fausto,Efectivo, ,1,200.0,206
13057,9000,2023-05-09,Fausto,Efectivo, ,1,200.0,182
13067,9007,2023-05-09,Fausto,Efectivo, ,1,130.0,215
13114,9039,2023-05-09,Marisa y Kuky,Efectivo, ,3,240.0,187
13338,9189,2023-05-13,Marisa y Kuky,Efectivo, ,1,130.0,214
13385,9225,2023-05-13,Marisa y Kuky,Efectivo, ,2,800.0,199
13398,9234,2023-05-13,Marisa y Kuky,Efectivo, ,1,200.0,182
13452,9270,2023-05-14,Marisa y Kuky,Efectivo, ,1,200.0,206
13466,9280,2023-05-14,Marisa y Kuky,Efectivo, ,1,130.0,214
13562,9348,2023-05-15,Fausto,Efectivo, ,1,300.0,190
13590,9362,2023-05-15,Marisa y Kuky,Efectivo, ,1,400.0,194
13659,9408,2023-05-16,Marisa y Kuky,Efectivo, ,2,400.0,182
13710,9443,2023-05-17,Fausto,Efectivo, ,1,130.0,215
13724,9454,2023-05-17,Marisa y Kuky,Efectivo, ,1,100.0,171
13760,9481,2023-05-17,Marisa y Kuky,Efectivo, ,1,80.0,187
13852,9544,2023-05-19,Fausto,Efectivo, ,1,400.0,195
13859,9549,2023-05-19,Fausto,Efectivo, ,2,200.0,171
13876,9561,2023-05-19,Marisa y Kuky,Efectivo, ,1,100.0,172
13910,9588,2023-05-20,Fausto,Efectivo, ,1,650.0,204
13934,9608,2023-05-20,Marisa y Kuky,Efectivo, ,1,100.0,172
13991,9651,2023-05-21,Marisa y Kuky,Efectivo, ,1,100.0,172
14060,9692,2023-05-22,Fausto,Efectivo, ,1,200.0,166
14079,9705,2023-05-22,Fausto,Efectivo, ,2,200.0,171
14194,9783,2023-05-24,Marisa y Kuky,Efectivo, ,1,100.0,172
14198,9786,2023-05-24,Marisa y Kuky,Efectivo, ,1,100.0,171
14239,9818,2023-05-25,Marisa y Kuky,Efectivo, ,1,650.0,202
14240,9818,2023-05-25,Marisa y Kuky,Efectivo, ,1,650.0,196
14241,9818,2023-05-25,Marisa y Kuky,Efectivo, ,1,400.0,193
14357,9924,2023-05-28,Marisa y Kuky,Efectivo, ,1,200.0,182
14392,9952,2023-05-28,Marisa y Kuky,Efectivo, ,1,650.0,197
14393,9952,2023-05-28,Marisa y Kuky,Efectivo, ,1,200.0,182
14452,9995,2023-05-29,Marisa y Kuky,Efectivo, ,1,130.0,215
14453,9995,2023-05-29,Marisa y Kuky,Efectivo, ,1,100.0,171
14488,10020,2023-05-30,Fausto,Efectivo, ,1,100.0,172
14530,10048,2023-05-30,Fausto,Efectivo, ,1,100.0,172
14531,10048,2023-05-30,Fausto,Efectivo, ,2,200.0,171
14652,10133,2023-06-01,Fausto,Efectivo, ,2,260.0,215
14653,10133,2023-06-01,Fausto,Efectivo, ,4,520.0,214
14654,10133,2023-06-01,Fausto,Efectivo, ,1,700.0,196
14655,10133,2023-06-01,Fausto,Efectivo, ,2,1300.0,198
14793,10230,2023-06-04,Marisa y Kuky,Efectivo, ,1,100.0,171
14794,10230,2023-06-04,Marisa y Kuky,Efectivo, ,1,130.0,214
14795,10230,2023-06-04,Marisa y Kuky,Efectivo, ,1,130.0,215
14887,10298,2023-06-05,Fausto,Efectivo, ,1,100.0,172
14911,10312,2023-06-05,Fausto,Efectivo, ,3,300.0,172
14924,10319,2023-06-05,Fausto,Efectivo, ,1,80.0,186
14929,10323,2023-06-05,Fausto,Efectivo, ,1,100.0,171
14930,10324,2023-06-05,Fausto,Efectivo, ,1,200.0,206
15004,10374,2023-06-06,Fausto,Efectivo, ,1,80.0,187
15023,10388,2023-06-06,Fausto,Efectivo, ,2,200.0,171
15028,10393,2023-06-07,Fausto,Efectivo, ,1,100.0,228
15088,10437,2023-06-08,Marisa y Kuky,Efectivo, ,2,400.0,182
15100,10445,2023-06-08,Marisa y Kuky,Efectivo, ,1,650.0,204
15106,10448,2023-06-08,Marisa y Kuky,Efectivo, ,1,200.0,201
15136,10471,2023-06-09,Marisa y Kuky,Efectivo, ,1,700.0,197
15137,10471,2023-06-09,Marisa y Kuky,Efectivo, ,1,100.0,172
15138,10471,2023-06-09,Marisa y Kuky,Efectivo, ,1,100.0,172
15139,10471,2023-06-09,Marisa y Kuky,Efectivo, ,1,130.0,214
15140,10471,2023-06-09,Marisa y Kuky,Efectivo, ,1,130.0,214
15142,10472,2023-06-09,Marisa y Kuky,Efectivo, ,1,100.0,171
15143,10472,2023-06-09,Marisa y Kuky,Efectivo, ,1,100.0,172
15150,10478,2023-06-09,Marisa y Kuky,Efectivo, ,2,260.0,214
15151,10478,2023-06-09,Marisa y Kuky,Efectivo, ,1,130.0,227
15243,10544,2023-06-10,Marisa y Kuky,Efectivo, ,2,260.0,214
15265,10560,2023-06-10,Fausto,Efectivo, ,1,380.0,216
15268,10562,2023-06-10,Marisa y Kuky,Efectivo, ,3,240.0,186
15269,10562,2023-06-10,Marisa y Kuky,Efectivo, ,3,240.0,187
15350,10619,2023-06-11,Marisa y Kuky,Efectivo, ,1,100.0,172
15395,10650,2023-06-12,Marisa y Kuky,Efectivo, ,1,100.0,171
15463,10696,2023-06-14,Fausto,Efectivo, ,1,100.0,171
15501,10722,2023-06-14,Fausto,Efectivo, ,1,400.0,195
15516,10730,2023-06-14,Fausto,Efectivo, ,1,400.0,199
15527,10736,2023-06-14,Fausto,Efectivo, ,1,700.0,203
15540,10742,2023-06-15,Fausto,Efectivo, ,2,800.0,195
15541,10742,2023-06-15,Fausto,Efectivo, ,2,760.0,216
15559,10756,2023-06-15,Fausto,Efectivo, ,1,300.0,205
15670,10830,2023-06-17,Fausto,Efectivo, ,2,800.0,199
15715,10860,2023-06-18,Marisa y Kuky,Efectivo, ,1,700.0,203
15774,10903,2023-06-18,Fausto,Efectivo, ,1,380.0,216
15779,10908,2023-06-18,Fausto,Efectivo, ,1,400.0,193
15805,10929,2023-06-19,Fausto,Debito, ,1,100.0,172
15806,10929,2023-06-19,Fausto,Debito, ,1,100.0,171
15827,10944,2023-06-20,Marisa y Kuky,Efectivo, ,1,700.0,202
15828,10944,2023-06-20,Marisa y Kuky,Efectivo, ,1,700.0,203
15829,10944,2023-06-20,Marisa y Kuky,Efectivo, ,1,400.0,195
15891,10993,2023-06-21,Fausto,Efectivo, ,1,100.0,171
15892,10993,2023-06-21,Fausto,Efectivo, ,1,100.0,172
15909,11007,2023-06-21,Marisa y Kuky,Efectivo, ,1,130.0,214
15910,11007,2023-06-21,Marisa y Kuky,Efectivo, ,1,130.0,215
16027,11095,2023-06-23,Marisa y Kuky,Efectivo, ,1,400.0,193
16028,11095,2023-06-23,Marisa y Kuky,Efectivo, ,1,650.0,198
16029,11095,2023-06-23,Marisa y Kuky,Efectivo, ,1,150.0,214
16030,11095,2023-06-23,Marisa y Kuky,Efectivo, ,1,150.0,215
16050,11112,2023-06-24,Fausto,Efectivo, ,1,100.0,172
16051,11113,2023-06-24,Fausto,Efectivo, ,1,100.0,171
16219,11230,2023-06-27,Fausto,Efectivo, ,1,150.0,214
16257,11255,2023-06-27,Marisa y Kuky,Efectivo, ,1,650.0,198
16313,11298,2023-06-28,Fausto,Efectivo, ,1,400.0,193
16330,11314,2023-06-29,Fausto,Efectivo, ,1,150.0,215
16339,11320,2023-06-29,Marisa y Kuky,Efectivo, ,2,800.0,194
16340,11320,2023-06-29,Marisa y Kuky,Efectivo, ,1,380.0,216
16359,11330,2023-06-29,Marisa y Kuky,Efectivo, ,1,100.0,172
16395,11355,2023-06-30,Marisa y Kuky,Efectivo, ,2,160.0,187
16396,11355,2023-06-30,Marisa y Kuky,Efectivo, ,1,80.0,186
16414,11366,2023-06-30,Marisa y Kuky,Efectivo, ,1,80.0,187
16451,11392,2023-07-01,Fausto,Efectivo, ,1,400.0,193
16452,11392,2023-07-01,Fausto,Efectivo, ,1,400.0,194
16505,11431,2023-07-01,Marisa y Kuky,Efectivo, ,2,200.0,172
16524,11447,2023-07-02,Marisa y Kuky,Efectivo, ,4,600.0,214
16525,11447,2023-07-02,Marisa y Kuky,Efectivo, ,1,700.0,202
16526,11447,2023-07-02,Marisa y Kuky,Efectivo, ,1,700.0,203
16527,11447,2023-07-02,Marisa y Kuky,Efectivo, ,2,300.0,215
16638,11533,2023-07-04,Marisa y Kuky,Efectivo, ,3,1200.0,194
16661,11546,2023-07-04,Fausto,Efectivo, ,1,100.0,171
16686,11565,2023-07-04,Marisa y Kuky,Efectivo, ,1,250.0,182
16691,11567,2023-07-04,Marisa y Kuky,Efectivo, ,1,250.0,206
16696,11570,2023-07-04,Marisa y Kuky,Efectivo, ,3,240.0,186
16797,11646,2023-07-06,Fausto,Efectivo, ,1,150.0,214
16807,11649,2023-07-06,Fausto,Efectivo, ,2,500.0,206
16810,11651,2023-07-06,Fausto,Efectivo, ,1,400.0,193
16859,11685,2023-07-07,Fausto,Efectivo, ,1,100.0,171
16890,11705,2023-07-07,Marisa y Kuky,Efectivo, ,1,100.0,172
16891,11705,2023-07-07,Marisa y Kuky,Efectivo, ,1,100.0,171
16893,11706,2023-07-07,Marisa y Kuky,Efectivo, ,1,100.0,171
16898,11709,2023-07-07,Marisa y Kuky,Efectivo, ,1,700.0,196
16942,11745,2023-07-08,Fausto,Efectivo, ,2,200.0,172
