sales_id,invoice_number,date,employee,payment_type,platform,qty,total,product_id
6447,4462,2023-02-21,Marisa y Kuky,Efectivo, ,1,20.0,498
6449,4464,2023-02-21,Marisa y Kuky,Efectivo, ,5,100.0,498
6486,4488,2023-02-21,Marisa y Kuky,Efectivo, ,1,30.0,494
6487,4488,2023-02-21,Marisa y Kuky,Efectivo, ,1,30.0,496
6496,4497,2023-02-21,Marisa y Kuky,Efectivo, ,2,40.0,498
6501,4502,2023-02-21,Marisa y Kuky,Efectivo, ,1,30.0,499
6503,4503,2023-02-21,Marisa y Kuky,Efectivo, ,2,60.0,499
6512,4509,2023-02-21,Marisa y Kuky,Efectivo, ,1,30.0,494
6536,4527,2023-02-22,Marisa y Kuky,Efectivo, ,3,150.0,495
6537,4527,2023-02-22,Marisa y Kuky,Efectivo, ,5,100.0,498
6538,4527,2023-02-22,Marisa y Kuky,Efectivo, ,1,30.0,496
6545,4531,2023-02-22,Fausto,Efectivo, ,1,30.0,494
6548,4535,2023-02-22,Marisa y Kuky,Efectivo, ,2,100.0,495
6549,4535,2023-02-22,Marisa y Kuky,Efectivo, ,3,90.0,496
6550,4535,2023-02-22,Marisa y Kuky,Efectivo, ,2,40.0,498
6551,4536,2023-02-22,Marisa y Kuky,Efectivo, ,4,120.0,496
6552,4537,2023-02-22,Marisa y Kuky,Efectivo, ,1,30.0,494
6553,4537,2023-02-22,Marisa y Kuky,Efectivo, ,1,20.0,498
6556,4538,2023-02-22,Marisa y Kuky,Efectivo, ,3,60.0,498
6557,4539,2023-02-22,Marisa y Kuky,Efectivo, ,13,260.0,498
6561,4541,2023-02-22,Marisa y Kuky,Efectivo, ,1,30.0,499
6562,4542,2023-02-22,Marisa y Kuky,Efectivo, ,2,60.0,496
6563,4543,2023-02-22,Marisa y Kuky,Efectivo, ,1,20.0,498
6567,4547,2023-02-22,Fausto,Efectivo, ,3,150.0,495
6568,4547,2023-02-22,Fausto,Efectivo, ,3,90.0,499
6573,4551,2023-02-22,Fausto,Efectivo, ,3,90.0,494
6575,4551,2023-02-22,Fausto,Efectivo, ,1,30.0,496
6578,4554,2023-02-22,Fausto,Efectivo, ,2,60.0,494
6579,4554,2023-02-22,Fausto,Efectivo, ,1,20.0,498
6588,4560,2023-02-22,Marisa y Kuky,Efectivo, ,2,40.0,498
6590,4562,2023-02-22,Marisa y Kuky,Efectivo, ,1,30.0,496
6591,4562,2023-02-22,Marisa y Kuky,Efectivo, ,1,30.0,494
6592,4562,2023-02-22,Marisa y Kuky,Efectivo, ,2,40.0,498
6598,4568,2023-02-22,Marisa y Kuky,Efectivo, ,1,30.0,494
6599,4568,2023-02-22,Marisa y Kuky,Efectivo, ,1,30.0,499
6600,4568,2023-02-22,Marisa y Kuky,Efectivo, ,6,180.0,496
6603,4570,2023-02-22,Marisa y Kuky,Efectivo, ,1,30.0,494
6620,4585,2023-02-22,Marisa y Kuky,Efectivo, ,36,1080.0,496
6661,4612,2023-02-23,Marisa y Kuky,Efectivo, ,2,60.0,494
6662,4612,2023-02-23,Marisa y Kuky,Efectivo, ,1,50.0,495
6663,4612,2023-02-23,Marisa y Kuky,Efectivo, ,3,60.0,498
6664,4613,2023-02-23,Marisa y Kuky,Efectivo, ,1,50.0,495
6673,4621,2023-02-23,Marisa y Kuky,Efectivo, ,1,30.0,494
6677,4625,2023-02-23,Marisa y Kuky,Efectivo, ,2,60.0,494
6681,4629,2023-02-23,Fausto,Efectivo, ,50,940.0,498
6682,4629,2023-02-23,Fausto,Efectivo, ,2,60.0,496
6688,4633,2023-02-23,Fausto,Efectivo, ,3,90.0,496
6706,4646,2023-02-23,Fausto,Efectivo, ,1,30.0,494
6724,4657,2023-02-23,Fausto,Efectivo, ,1,30.0,496
6731,4662,2023-02-23,Marisa y Kuky,Efectivo, ,4,80.0,498
6732,4662,2023-02-23,Marisa y Kuky,Efectivo, ,4,200.0,495
6733,4663,2023-02-23,Marisa y Kuky,Efectivo, ,6,180.0,494
6736,4665,2023-02-23,Marisa y Kuky,Efectivo, ,1,30.0,494
6737,4665,2023-02-23,Marisa y Kuky,Efectivo, ,3,150.0,495
6738,4666,2023-02-23,Marisa y Kuky,Efectivo, ,5,100.0,498
6739,4666,2023-02-23,Marisa y Kuky,Efectivo, ,8,240.0,494
6740,4666,2023-02-23,Marisa y Kuky,Efectivo, ,3,150.0,495
6741,4666,2023-02-23,Marisa y Kuky,Efectivo, ,4,80.0,498
6742,4666,2023-02-23,Marisa y Kuky,Efectivo, ,2,60.0,499
6743,4666,2023-02-23,Marisa y Kuky,Efectivo, ,2,60.0,499
6744,4666,2023-02-23,Marisa y Kuky,Efectivo, ,1,30.0,499
6745,4666,2023-02-23,Marisa y Kuky,Efectivo, ,1,50.0,495
6796,4702,2023-02-24,Marisa y Kuky,Efectivo, ,1,30.0,494
6797,4702,2023-02-24,Marisa y Kuky,Efectivo, ,1,20.0,498
6802,4707,2023-02-24,Marisa y Kuky,Efectivo, ,3,90.0,494
6803,4707,2023-02-24,Marisa y Kuky,Efectivo, ,3,60.0,498
6804,4707,2023-02-24,Marisa y Kuky,Efectivo, ,1,30.0,499
6805,4707,2023-02-24,Marisa y Kuky,Efectivo, ,1,50.0,495
6808,4709,2023-02-24,Marisa y Kuky,Efectivo, ,1,30.0,496
6809,4710,2023-02-24,Marisa y Kuky,Efectivo, ,1,30.0,494
6810,4710,2023-02-24,Marisa y Kuky,Efectivo, ,1,50.0,495
6813,4713,2023-02-24,Marisa y Kuky,Efectivo, ,2,60.0,494
6814,4713,2023-02-24,Marisa y Kuky,Efectivo, ,1,20.0,498
6820,4719,2023-02-24,Marisa y Kuky,Efectivo, ,1,30.0,494
6821,4720,2023-02-24,Fausto,Efectivo, ,2,60.0,494
6824,4722,2023-02-24,Fausto,Efectivo, ,1,30.0,494
6825,4722,2023-02-24,Fausto,Efectivo, ,5,100.0,498
6838,4733,2023-02-24,Fausto,Efectivo, ,2,60.0,496
6840,4735,2023-02-24,Fausto,Efectivo, ,2,40.0,498
6841,4735,2023-02-24,Fausto,Efectivo, ,1,30.0,494
6844,4737,2023-02-24,Fausto,Efectivo, ,5,150.0,496
6867,4755,2023-02-24,Marisa y Kuky,Efectivo, ,2,60.0,496
6868,4755,2023-02-24,Marisa y Kuky,Efectivo, ,12,240.0,498
6953,4817,2023-02-25,Marisa y Kuky,Efectivo, ,1,50.0,495
6955,4819,2023-02-25,Marisa y Kuky,Efectivo, ,1,30.0,499
6973,4828,2023-02-25,Fausto,Efectivo, ,1,30.0,496
7022,4853,2023-02-25,Fausto,Efectivo, ,5,100.0,498
7139,4935,2023-02-26,Fausto,Efectivo, ,8,240.0,496
7142,4938,2023-02-26,Fausto,Efectivo, ,8,160.0,498
7151,4946,2023-02-26,Fausto,Efectivo, ,1,30.0,494
7152,4946,2023-02-26,Fausto,Efectivo, ,1,30.0,499
7153,4947,2023-02-26,Fausto,Efectivo, ,4,120.0,494
7196,4975,2023-02-27,Marisa y Kuky,Efectivo, ,2,60.0,494
7197,4976,2023-02-27,Marisa y Kuky,Efectivo, ,1,30.0,494
7199,4978,2023-02-27,Marisa y Kuky,Efectivo, ,3,60.0,498
7201,4979,2023-02-27,Marisa y Kuky,Efectivo, ,1,30.0,494
7202,4979,2023-02-27,Marisa y Kuky,Efectivo, ,3,60.0,498
7203,4979,2023-02-27,Marisa y Kuky,Efectivo, ,1,30.0,499
7204,4979,2023-02-27,Marisa y Kuky,Efectivo, ,1,50.0,495
7208,4982,2023-02-27,Marisa y Kuky,Efectivo, ,2,40.0,498
7217,4988,2023-02-27,Marisa y Kuky,Efectivo, ,2,60.0,494
7218,4988,2023-02-27,Marisa y Kuky,Efectivo, ,2,60.0,499
7219,4988,2023-02-27,Marisa y Kuky,Efectivo, ,1,20.0,498
7222,4991,2023-02-27,Marisa y Kuky,Efectivo, ,2,100.0,495
7225,4993,2023-02-27,Marisa y Kuky,Efectivo, ,1,30.0,494
7227,4994,2023-02-27,Marisa y Kuky,Efectivo, ,1,30.0,494
7228,4994,2023-02-27,Marisa y Kuky,Efectivo, ,1,30.0,499
7238,4999,2023-02-27,Marisa y Kuky,Efectivo, ,1,20.0,498
7244,5004,2023-02-27,Marisa y Kuky,Efectivo, ,2,60.0,499
7245,5005,2023-02-27,Fausto,Efectivo, ,1,30.0,494
7246,5005,2023-02-27,Fausto,Efectivo, ,1,20.0,498
7256,5010,2023-02-27,Fausto,Efectivo, ,1,30.0,494
7258,5012,2023-02-27,Fausto,Efectivo, ,1,30.0,494
7259,5012,2023-02-27,Fausto,Efectivo, ,1,30.0,499
7262,5014,2023-02-27,Fausto,Efectivo, ,1,30.0,499
7263,5014,2023-02-27,Fausto,Efectivo, ,1,20.0,498
7264,5015,2023-02-27,Fausto,Efectivo, ,1,20.0,498
7265,5015,2023-02-27,Fausto,Efectivo, ,1,30.0,499
7266,5016,2023-02-27,Fausto,Efectivo, ,4,120.0,494
7267,5016,2023-02-27,Fausto,Efectivo, ,1,50.0,495
7268,5017,2023-02-27,Fausto,Efectivo, ,1,50.0,495
7269,5017,2023-02-27,Fausto,Efectivo, ,1,20.0,498
7270,5017,2023-02-27,Fausto,Efectivo, ,1,30.0,499
7271,5017,2023-02-27,Fausto,Efectivo, ,1,20.0,498
7272,5018,2023-02-27,Fausto,Efectivo, ,4,120.0,494
7276,5021,2023-02-27,Fausto,Efectivo, ,1,20.0,498
7280,5023,2023-02-27,Fausto,Efectivo, ,3,60.0,498
7292,5031,2023-02-27,Marisa y Kuky,Efectivo, ,5,100.0,498
7294,5033,2023-02-27,Marisa y Kuky,Efectivo, ,1,30.0,494
7299,5036,2023-02-27,Marisa y Kuky,Efectivo, ,2,60.0,499
7302,5039,2023-02-27,Marisa y Kuky,Efectivo, ,1,30.0,494
7303,5039,2023-02-27,Marisa y Kuky,Efectivo, ,1,20.0,498
7305,5041,2023-02-27,Marisa y Kuky,Efectivo, ,3,90.0,494
7306,5041,2023-02-27,Marisa y Kuky,Efectivo, ,1,20.0,498
7307,5041,2023-02-27,Marisa y Kuky,Efectivo, ,2,100.0,495
7308,5041,2023-02-27,Marisa y Kuky,Efectivo, ,2,40.0,498
7314,5047,2023-02-27,Marisa y Kuky,Efectivo, ,2,60.0,499
7315,5047,2023-02-27,Marisa y Kuky,Efectivo, ,2,40.0,498
7327,5057,2023-02-27,Marisa y Kuky,Efectivo, ,1,30.0,494
7332,5060,2023-02-28,Marisa y Kuky,Efectivo,Log In,1,30.0,494
7334,5062,2023-02-28,Marisa y Kuky,Efectivo, ,5,150.0,494
7336,5062,2023-02-28,Marisa y Kuky,Efectivo, ,1,30.0,499
7337,5062,2023-02-28,Marisa y Kuky,Efectivo, ,1,20.0,498
7341,5064,2023-02-28,Marisa y Kuky,Efectivo, ,1,20.0,498
7342,5065,2023-02-28,Marisa y Kuky,Efectivo, ,4,120.0,494
7343,5065,2023-02-28,Marisa y Kuky,Efectivo, ,2,60.0,499
7344,5066,2023-02-28,Marisa y Kuky,Efectivo, ,1,30.0,494
7345,5066,2023-02-28,Marisa y Kuky,Efectivo, ,5,150.0,496
7351,5069,2023-02-28,Marisa y Kuky,Efectivo, ,1,50.0,495
7352,5069,2023-02-28,Marisa y Kuky,Efectivo, ,1,20.0,498
7354,5069,2023-02-28,Marisa y Kuky,Efectivo, ,5,150.0,496
7357,5071,2023-02-28,Marisa y Kuky,Efectivo, ,1,30.0,496
7358,5071,2023-02-28,Marisa y Kuky,Efectivo, ,1,30.0,499
7361,5074,2023-02-28,Marisa y Kuky,Efectivo, ,6,180.0,494
7362,5075,2023-02-28,Marisa y Kuky,Efectivo, ,5,150.0,496
7367,5080,2023-02-28,Marisa y Kuky,Efectivo, ,1,20.0,498
7369,5082,2023-02-28,Fausto,Efectivo, ,1,30.0,494
7377,5089,2023-02-28,Fausto,Efectivo, ,3,90.0,494
7378,5090,2023-02-28,Fausto,Efectivo, ,1,30.0,494
7379,5090,2023-02-28,Fausto,Efectivo, ,1,50.0,495
7382,5092,2023-02-28,Fausto,Efectivo, ,1,20.0,498
7383,5093,2023-02-28,Fausto,Efectivo, ,1,20.0,498
7384,5093,2023-02-28,Fausto,Efectivo, ,1,30.0,494
7385,5094,2023-02-28,Fausto,Efectivo, ,3,90.0,494
7387,5095,2023-02-28,Fausto,Efectivo, ,1,50.0,495
7388,5095,2023-02-28,Fausto,Efectivo, ,2,40.0,498
7389,5096,2023-02-28,Fausto,Efectivo, ,3,90.0,494
7390,5096,2023-02-28,Fausto,Efectivo, ,2,100.0,495
7395,5100,2023-02-28,Marisa y Kuky,Efectivo, ,1,50.0,495
7396,5101,2023-02-28,Marisa y Kuky,Efectivo, ,1,20.0,498
7397,5101,2023-02-28,Marisa y Kuky,Efectivo, ,1,20.0,498
7398,5101,2023-02-28,Marisa y Kuky,Efectivo, ,3,90.0,499
7402,5105,2023-02-28,Marisa y Kuky,Efectivo, ,2,60.0,494
7403,5105,2023-02-28,Marisa y Kuky,Efectivo, ,1,30.0,496
7408,5109,2023-02-28,Marisa y Kuky,Efectivo, ,5,100.0,498
7409,5109,2023-02-28,Marisa y Kuky,Efectivo, ,1,30.0,499
7410,5109,2023-02-28,Marisa y Kuky,Efectivo, ,1,30.0,494
7414,5112,2023-02-28,Marisa y Kuky,Efectivo, ,1,20.0,498
7415,5113,2023-02-28,Marisa y Kuky,Efectivo, ,2,60.0,499
7431,5124,2023-02-28,Marisa y Kuky,Efectivo, ,1,50.0,495
7462,5143,2023-03-01,Marisa y Kuky,Efectivo, ,1,50.0,495
7465,5146,2023-03-01,Marisa y Kuky,Efectivo, ,2,40.0,498
7466,5146,2023-03-01,Marisa y Kuky,Efectivo, ,1,30.0,494
7474,5151,2023-03-01,Marisa y Kuky,Efectivo, ,1,30.0,494
7475,5151,2023-03-01,Marisa y Kuky,Efectivo, ,1,30.0,496
7476,5151,2023-03-01,Marisa y Kuky,Efectivo, ,1,20.0,498
7477,5152,2023-03-01,Marisa y Kuky,Efectivo, ,1,30.0,496
7487,5157,2023-03-01,Marisa y Kuky,Efectivo, ,1,20.0,498
7489,5159,2023-03-01,Marisa y Kuky,Efectivo, ,8,160.0,498
7490,5160,2023-03-01,Marisa y Kuky,Efectivo, ,12,360.0,494
7491,5160,2023-03-01,Marisa y Kuky,Efectivo, ,12,240.0,498
7492,5161,2023-03-01,Marisa y Kuky,Efectivo, ,3,60.0,498
7493,5161,2023-03-01,Marisa y Kuky,Efectivo, ,2,100.0,495
7501,5166,2023-03-01,Marisa y Kuky,Efectivo, ,1,30.0,494
7506,5171,2023-03-01,Marisa y Kuky,Efectivo, ,18,540.0,496
7507,5171,2023-03-01,Marisa y Kuky,Efectivo, ,2,60.0,494
7508,5171,2023-03-01,Marisa y Kuky,Efectivo, ,3,60.0,498
7528,5185,2023-03-01,Marisa y Kuky,Efectivo, ,1,30.0,494
7529,5185,2023-03-01,Marisa y Kuky,Efectivo, ,2,100.0,495
7530,5185,2023-03-01,Marisa y Kuky,Efectivo, ,2,60.0,499
7531,5185,2023-03-01,Marisa y Kuky,Efectivo, ,2,60.0,496
7538,5192,2023-03-01,Marisa y Kuky,Efectivo, ,1,30.0,496
7539,5192,2023-03-01,Marisa y Kuky,Efectivo, ,1,20.0,498
7557,5202,2023-03-02,Marisa y Kuky,Efectivo, ,2,60.0,494
7558,5202,2023-03-02,Marisa y Kuky,Efectivo, ,1,20.0,498
7564,5205,2023-03-02,Marisa y Kuky,Efectivo, ,1,30.0,496
7565,5205,2023-03-02,Marisa y Kuky,Efectivo, ,2,40.0,498
7566,5206,2023-03-02,Marisa y Kuky,Efectivo, ,1,20.0,498
7568,5208,2023-03-02,Marisa y Kuky,Efectivo, ,1,30.0,494
7569,5208,2023-03-02,Marisa y Kuky,Efectivo, ,1,20.0,498
7570,5209,2023-03-02,Marisa y Kuky,Efectivo, ,2,60.0,494
7571,5209,2023-03-02,Marisa y Kuky,Efectivo, ,2,60.0,499
7574,5212,2023-03-02,Fausto,Efectivo, ,1,20.0,498
7575,5212,2023-03-02,Fausto,Efectivo, ,1,30.0,499
7578,5214,2023-03-02,Fausto,Efectivo, ,1,30.0,494
7586,5218,2023-03-02,Fausto,Efectivo, ,1,20.0,498
7589,5221,2023-03-02,Fausto,Efectivo, ,1,30.0,494
7590,5221,2023-03-02,Fausto,Efectivo, ,1,50.0,495
7591,5221,2023-03-02,Fausto,Efectivo, ,1,20.0,498
7592,5222,2023-03-02,Fausto,Efectivo, ,3,60.0,498
7593,5222,2023-03-02,Fausto,Efectivo, ,3,90.0,499
7596,5224,2023-03-02,Fausto,Efectivo, ,1,30.0,494
7598,5226,2023-03-02,Fausto,Efectivo, ,3,90.0,494
7602,5229,2023-03-02,Marisa y Kuky,Efectivo, ,2,100.0,495
7603,5229,2023-03-02,Marisa y Kuky,Efectivo, ,2,60.0,494
7629,5250,2023-03-03,Marisa y Kuky,Efectivo, ,2,40.0,498
7632,5252,2023-03-03,Marisa y Kuky,Efectivo, ,4,120.0,494
7635,5255,2023-03-03,Marisa y Kuky,Efectivo, ,6,180.0,494
7636,5255,2023-03-03,Marisa y Kuky,Efectivo, ,8,160.0,498
7637,5255,2023-03-03,Marisa y Kuky,Efectivo, ,1,50.0,495
7645,5258,2023-03-03,Marisa y Kuky,Efectivo, ,6,180.0,494
7646,5258,2023-03-03,Marisa y Kuky,Efectivo, ,3,150.0,495
7647,5258,2023-03-03,Marisa y Kuky,Efectivo, ,3,90.0,499
7648,5258,2023-03-03,Marisa y Kuky,Efectivo, ,2,40.0,498
7656,5262,2023-03-03,Fausto,Efectivo, ,1,30.0,496
7657,5263,2023-03-03,Fausto,Efectivo, ,1,30.0,499
7658,5264,2023-03-03,Fausto,Efectivo, ,1,30.0,494
7659,5264,2023-03-03,Fausto,Efectivo, ,1,20.0,498
7660,5265,2023-03-03,Fausto,Efectivo, ,2,60.0,494
7661,5265,2023-03-03,Fausto,Efectivo, ,4,80.0,498
7662,5265,2023-03-03,Fausto,Efectivo, ,2,100.0,495
7679,5277,2023-03-03,Fausto,Efectivo, ,2,60.0,494
7680,5277,2023-03-03,Fausto,Efectivo, ,2,40.0,498
7681,5277,2023-03-03,Fausto,Efectivo, ,1,50.0,495
7690,5285,2023-03-03,Marisa y Kuky,Efectivo, ,1,30.0,496
7750,5324,2023-03-04,Marisa y Kuky,Efectivo, ,3,60.0,498
7754,5327,2023-03-04,Marisa y Kuky,Efectivo, ,1,40.0,499
7760,5332,2023-03-04,Fausto,Efectivo, ,1,30.0,499
7796,5355,2023-03-04,Marisa y Kuky,Efectivo, ,3,90.0,494
7804,5361,2023-03-04,Marisa y Kuky,Efectivo, ,2,60.0,494
7869,5398,2023-03-05,Marisa y Kuky,Efectivo, ,5,100.0,498
7910,5429,2023-03-05,Marisa y Kuky,Efectivo, ,1,30.0,494
7911,5429,2023-03-05,Marisa y Kuky,Efectivo, ,2,40.0,498
7925,5437,2023-03-05,Marisa y Kuky,Efectivo, ,2,60.0,494
7926,5437,2023-03-05,Marisa y Kuky,Efectivo, ,2,60.0,499
7928,5439,2023-03-05,Marisa y Kuky,Efectivo, ,3,90.0,496
7930,5440,2023-03-05,Marisa y Kuky,Efectivo, ,1,30.0,496
7939,5447,2023-03-05,Marisa y Kuky,Efectivo, ,2,100.0,495
7940,5447,2023-03-05,Marisa y Kuky,Efectivo, ,1,30.0,494
7941,5447,2023-03-05,Marisa y Kuky,Efectivo, ,2,100.0,495
7942,5447,2023-03-05,Marisa y Kuky,Efectivo, ,1,20.0,498
7954,5453,2023-03-05,Marisa y Kuky,Efectivo, ,3,90.0,494
7955,5453,2023-03-05,Marisa y Kuky,Efectivo, ,1,20.0,498
7957,5455,2023-03-06,Marisa y Kuky,Efectivo, ,2,60.0,494
7958,5455,2023-03-06,Marisa y Kuky,Efectivo, ,1,50.0,495
7959,5455,2023-03-06,Marisa y Kuky,Efectivo, ,1,30.0,499
7960,5456,2023-03-06,Marisa y Kuky,Efectivo, ,1,20.0,498
7968,5462,2023-03-06,Marisa y Kuky,Efectivo, ,1,30.0,494
7971,5465,2023-03-06,Marisa y Kuky,Efectivo, ,5,150.0,494
7979,5472,2023-03-06,Fausto,Efectivo, ,1,30.0,496
7988,5479,2023-03-06,Fausto,Efectivo, ,1,30.0,494
7989,5480,2023-03-06,Fausto,Efectivo, ,3,90.0,494
7992,5481,2023-03-06,Fausto,Efectivo, ,4,120.0,494
7994,5482,2023-03-06,Fausto,Efectivo, ,1,30.0,496
7995,5482,2023-03-06,Fausto,Efectivo, ,1,30.0,499
8000,5484,2023-03-06,Fausto,Efectivo, ,2,100.0,495
8002,5486,2023-03-06,Fausto,Efectivo, ,2,60.0,494
8005,5489,2023-03-06,Fausto,Efectivo, ,1,30.0,494
8006,5489,2023-03-06,Fausto,Efectivo, ,1,20.0,498
8016,5496,2023-03-06,Marisa y Kuky,Efectivo, ,1,30.0,499
8017,5496,2023-03-06,Marisa y Kuky,Efectivo, ,1,30.0,494
8018,5497,2023-03-06,Marisa y Kuky,Efectivo, ,2,100.0,495
8019,5497,2023-03-06,Marisa y Kuky,Efectivo, ,1,20.0,498
8026,5502,2023-03-06,Marisa y Kuky,Efectivo, ,1,30.0,494
8027,5502,2023-03-06,Marisa y Kuky,Efectivo, ,1,20.0,498
8029,5504,2023-03-06,Marisa y Kuky,Efectivo, ,1,30.0,494
8047,5516,2023-03-06,Marisa y Kuky,Efectivo, ,3,90.0,494
8048,5516,2023-03-06,Marisa y Kuky,Efectivo, ,2,100.0,495
8049,5516,2023-03-06,Marisa y Kuky,Efectivo, ,1,20.0,498
8054,5520,2023-03-06,Marisa y Kuky,Efectivo, ,1,30.0,494
8063,5527,2023-03-06,Marisa y Kuky,Efectivo, ,1,30.0,494
8072,5534,2023-03-07,Marisa y Kuky,Efectivo, ,3,90.0,494
8073,5534,2023-03-07,Marisa y Kuky,Efectivo, ,1,20.0,498
8074,5534,2023-03-07,Marisa y Kuky,Efectivo, ,1,20.0,498
8078,5538,2023-03-07,Marisa y Kuky,Efectivo, ,1,30.0,494
8079,5538,2023-03-07,Marisa y Kuky,Efectivo, ,2,40.0,498
8085,5542,2023-03-07,Fausto,Efectivo, ,1,50.0,495
8086,5542,2023-03-07,Fausto,Efectivo, ,1,30.0,494
8089,5544,2023-03-07,Fausto,Efectivo, ,1,30.0,496
8096,5550,2023-03-07,Fausto,Efectivo, ,1,30.0,494
8097,5550,2023-03-07,Fausto,Efectivo, ,1,30.0,499
8098,5550,2023-03-07,Fausto,Efectivo, ,1,30.0,496
8099,5550,2023-03-07,Fausto,Efectivo, ,1,50.0,495
8101,5552,2023-03-07,Fausto,Efectivo, ,1,50.0,495
8114,5560,2023-03-07,Marisa y Kuky,Efectivo, ,1,30.0,494
8120,5562,2023-03-07,Marisa y Kuky,Efectivo, ,3,90.0,499
8133,5572,2023-03-07,Marisa y Kuky,Efectivo,Log In,1,30.0,494
8134,5572,2023-03-07,Marisa y Kuky,Efectivo,Log In,1,20.0,498
8142,5578,2023-03-07,Marisa y Kuky,Efectivo, ,1,30.0,494
8143,5578,2023-03-07,Marisa y Kuky,Efectivo, ,2,60.0,496
8179,5604,2023-03-08,Marisa y Kuky,Efectivo, ,1,30.0,494
8180,5605,2023-03-08,Marisa y Kuky,Efectivo, ,2,60.0,494
8181,5606,2023-03-08,Marisa y Kuky,Efectivo, ,7,210.0,496
8182,5606,2023-03-08,Marisa y Kuky,Efectivo, ,1,30.0,494
8184,5607,2023-03-08,Marisa y Kuky,Efectivo, ,1,20.0,498
8186,5609,2023-03-08,Marisa y Kuky,Efectivo, ,3,90.0,494
8187,5609,2023-03-08,Marisa y Kuky,Efectivo, ,4,80.0,498
8189,5610,2023-03-08,Marisa y Kuky,Efectivo, ,4,120.0,494
8190,5610,2023-03-08,Marisa y Kuky,Efectivo, ,1,20.0,498
8192,5612,2023-03-08,Marisa y Kuky,Efectivo, ,4,120.0,494
8193,5613,2023-03-08,Marisa y Kuky,Efectivo, ,4,80.0,498
8194,5614,2023-03-08,Fausto,Efectivo, ,12,360.0,496
8199,5618,2023-03-08,Fausto,Efectivo, ,1,30.0,494
8206,5625,2023-03-08,Fausto,Efectivo, ,1,30.0,496
8210,5628,2023-03-08,Fausto,Efectivo, ,2,40.0,498
8211,5628,2023-03-08,Marisa y Kuky,Efectivo, ,1,30.0,494
8224,5636,2023-03-08,Marisa y Kuky,Efectivo, ,20,400.0,498
8225,5637,2023-03-08,Marisa y Kuky,Efectivo, ,6,120.0,498
8226,5637,2023-03-08,Marisa y Kuky,Efectivo, ,5,150.0,499
8252,5655,2023-03-08,Marisa y Kuky,Efectivo, ,1,30.0,496
8258,5659,2023-03-09,Marisa y Kuky,Efectivo, ,4,120.0,494
8259,5659,2023-03-09,Marisa y Kuky,Efectivo, ,3,60.0,498
8267,5662,2023-03-09,Marisa y Kuky,Efectivo, ,1,30.0,494
8273,5666,2023-03-09,Marisa y Kuky,Efectivo, ,3,90.0,494
8274,5666,2023-03-09,Marisa y Kuky,Efectivo, ,1,50.0,495
8275,5667,2023-03-09,Marisa y Kuky,Efectivo, ,9,180.0,498
8277,5668,2023-03-09,Marisa y Kuky,Efectivo, ,2,60.0,499
8281,5672,2023-03-09,Fausto,Efectivo, ,1,30.0,494
8289,5678,2023-03-09,Fausto,Efectivo, ,14,280.0,498
8295,5683,2023-03-09,Fausto,Efectivo, ,1,30.0,496
8296,5684,2023-03-09,Fausto,Efectivo, ,11,330.0,496
8307,5691,2023-03-09,Marisa y Kuky,Efectivo, ,1,30.0,494
8308,5691,2023-03-09,Marisa y Kuky,Efectivo, ,1,50.0,495
8316,5698,2023-03-09,Marisa y Kuky,Efectivo, ,4,200.0,495
8322,5703,2023-03-09,Marisa y Kuky,Efectivo, ,1,20.0,498
8341,5715,2023-03-09,Marisa y Kuky,Efectivo, ,1,30.0,496
8343,5717,2023-03-09,Marisa y Kuky,Efectivo, ,1,30.0,494
8357,5729,2023-03-10,Marisa y Kuky,Efectivo, ,1,30.0,494
8358,5729,2023-03-10,Marisa y Kuky,Efectivo, ,4,200.0,495
8360,5730,2023-03-10,Marisa y Kuky,Efectivo, ,1,30.0,494
8362,5732,2023-03-10,Marisa y Kuky,Efectivo, ,4,120.0,494
8363,5732,2023-03-10,Marisa y Kuky,Efectivo, ,1,20.0,498
8366,5733,2023-03-10,Marisa y Kuky,Efectivo, ,1,30.0,494
8367,5734,2023-03-10,Fausto,Efectivo, ,2,60.0,494
8369,5736,2023-03-10,Fausto,Efectivo, ,1,50.0,495
8373,5738,2023-03-10,Fausto,Efectivo, ,1,30.0,494
8378,5742,2023-03-10,Fausto,Efectivo, ,1,30.0,494
8380,5744,2023-03-10,Fausto,Efectivo, ,1,30.0,494
8381,5745,2023-03-10,Fausto,Efectivo, ,3,90.0,494
8383,5745,2023-03-10,Fausto,Efectivo, ,1,20.0,498
8384,5745,2023-03-10,Fausto,Efectivo, ,3,150.0,495
8396,5752,2023-03-10,Fausto,Efectivo, ,1,30.0,496
8399,5755,2023-03-10,Fausto,Efectivo, ,2,60.0,494
8416,5769,2023-03-10,Marisa y Kuky,Efectivo, ,1,30.0,496
8473,5807,2023-03-11,Marisa y Kuky,Efectivo, ,2,60.0,494
8516,5835,2023-03-11,Fausto,Efectivo, ,2,60.0,494
8517,5835,2023-03-11,Fausto,Efectivo, ,1,30.0,499
8520,5837,2023-03-11,Fausto,Efectivo, ,3,150.0,495
8584,5893,2023-03-12,Fausto,Efectivo, ,2,60.0,494
8601,5907,2023-03-12,Fausto,Efectivo, ,1,50.0,495
8626,5923,2023-03-12,Marisa y Kuky,Efectivo, ,1,50.0,495
8627,5923,2023-03-12,Marisa y Kuky,Efectivo, ,1,30.0,494
8658,5942,2023-03-12,Marisa y Kuky,Efectivo, ,2,40.0,498
