category,product,unit_cost,unit_price
Mercadito,Tallarín Morixe 500g,107,300
Mercadito,Tallarines Santa Isabel 500g,69,300
Mercadito,Te de Hierbas Menta Peperina 25 saquitos 25 grs,5,20
Mercadito,Té de Manzanilla x 25 Saquitos de 25g c/u,5,20
Mercadito,"Té Manzanilla con Anís x25 Saquitos de 37,5g c/u",7,20
Mercadito,Té Mezcla de Hierbas Naturales x 25 Saquitos de 35g c/u,7,20
Mercadito,Té Negro Taragui x 50 saquitos ,4.4,10
Mercadito,Té Taragûi 2g,4,10
Mercadito,Toothipick Lianjial,66.66,200
Mercadito,Trapo de Piso Blanco Media Naranja 1,162,300
Mercadito,Trapo de Piso Tejido Gris Bonux 1,109,300
Mercadito,Velas La Promesa x 4,62,200
Mercadito,Vinagre de Alcohol Dos Anclas 500ml,75,200
Mercadito,Vinagre de Alcohol Menoyo 1 L,188,400
Mercadito,Vinagre de Alcohol Menoyo 250 ml,68.99,200
Mercadito,Yerba Amanda Tradicional 1000 grs,489,670
Mercadito,Yerba Amanda Tradicional 250g,180,400
Mercadito,Yerba Mañanita 1000g,488,700
Mercadito,Yerba Marolio Tradicional 500g,195,550
Mercadito,Yerba Mate CBC 500g,296.69,550
Mercadito,Yerba Mate CBSé Naranja 500 grs,300,550
Mercadito,Yerba Mate Mañanita 500g,402.38,550
Mercadito,Yerba Mate Marolio 250g,132,420
Mercadito,Yerba Mate Playadito 250 grs,254.81,400
Mercadito,Yerba Mate Playadito 500g,407,550
Mercadito,Yerba Mate Rosamonte 1000g,500,750
Mercadito,Yerba Mate Rosamonte 500 grs,355,550
Mercadito,Yerba Mate Taragui 500g,284,550
Mercadito,Yerba Mate Unión 250 grs,242,420
Mercadito,Yerba Mate Unión 500g,284,550
Mercadito,Yerba Nobleza Gaucha Suave 500g,195,550
Mercadito,Yerba Playadito 1000 grs,499,670
Mercadito,Yerba Romance 500g,340,550
Mercadito,Yerba Rosamonte Plus 500 grs,299.17,550
Mercadito,Yerba Taragüí 250g,242,420
Merceria,Moños escolares,120,250
Merceria,Vinchas Blancas,170,350
Mercería,Alfileres cabeza metalizada 1,188,250
Mercería,Canastita de agujas 1,150,200
Mercería,Cinta Métrica 1,225,300
Mercería,Hilo de Coser 1,113,300
Panificado,Alfajores de Maizena x 6 unidades,150,250
Panificado,Budín Buon Natale con Frutas 170 grs,150,250
Panificado,Budín Buon Natale Marmolado 170 grs,150,250
Panificado,Budín Con Frutas Las Colonias,245,350
Panificado,Budín Fantasía Chocolate 160g,235.41,300
Panificado,Budín Sin Frutas Las Colonias,245,350
Panificado,Budín Valenciano 170 grs,100,200
Panificado,Pan de Hamburguesa x 4,150,250
Panificado,Pan Dulce Buon Natale 400 grs,250,350
Panificado,Pan Dulce Don Lorenzo Chips de Chocolate 400 grs,351.29,500
Panificado,Pan Dulce Fruticolor 400g,235,300
Panificado,Pan Dulce Milanés Las Colonias 400 grs,362.48,500
Panificado,Pan Dulce Milanés Las Colonias 600 grs,563.69,700
Panificado,Pan Hambuerguesas c/sésamo x 4 unidades Don Yeyo,188.8133,250
Panificado,Pan Hambuerguesas ROYAL x4,176,250
Panificado,Pan Lactal 335g,229,300
Panificado,Pan Lactal Salvado 350g,291,380
Panificado,Pan Lacteado 360 grs Don Yeyo,279.48333,350
Panificado,Pan Panchos ROYAL x6,176,250
Panificado,Pan para Hamburguesas Lactal 210 grs,234.8333,320
Panificado,Pan para pancho x 6,149,250
Panificado,Pan para Panchos Lactal 210 grs,234.8333,320
Panificado,Pan para Panchos x 6 x 210 grs Don Yeyo,188.815,250
Panificado,PAN x Gramos,290,390
Panificado,Pebete Jamón y queso,150,300
Panificado,Pre-Pizza 1u,100,200
Pastas,Ravioles 4 Quesos Don Yeyo 500g,357.195,500
Pastas,Ravioles con Ricota DeViano 500g,350.93,460
Pastas,Ravioles Ricota Don Yeyo 500g,350.93,460
Pastas,Tapas p/ Empanadas Plus Ultra x 12 u,107.42,200
Pastas,Tapas Para Empanadas Criollas Don Yeyo 330g,108.972,200
Pastas,Tapas Para Pascualinas Hojaldre Don Yeyo 400g,237.822,350
Regalería,Bombilla Pop Naranja ,200,400
Regalería,Botella Decorativa con Tapa 1 L,500,650
Regalería,Botella Kivi 600 ml Rosa,380,500
Regalería,Botella Kiwi 600 ml Lila,380,500
Regalería,"Botellón Fresh 1,5 L",600,700
Regalería,Canasto N° 1 Blanco,400,500
Regalería,Canasto N°1  Celeste,400,500
Regalería,Canasto Organizador Alhambre Rosa,400,500
regalería,Cantimplora Infantil,690,950
Regalería,Carameleras Pláticas 1,450,600
Regalería,Colador  Suki Rosa,500,600
Regalería,Colador Suki Lima ,500,600
Regalería,Copa Noruega Cerveza 1,300,400
Regalería,Copón Gourmet 1,338,450
Regalería,Cornets Blancos x 3,400,500
Regalería,Guantes 5.11 con Nudillos 1,1100,1500
Regalería,Guantes 5.11 Sin Nudillos 1,750,1100
Regalería,Guantes Fox para Moto 1,690,1100
Regalería,Guantes Lana Gris y Negro Fashion 1,160,400
Regalería,Guantes Lana Negro Fashion Gloves 1,120,400
Regalería,Guantes para BB Children 1,220,400
Regalería,Guantes Tricolor Ladies Luxury 1,220,500
Regalería,Hieleras Pláticas 1,488,700
Regalería,Huevera Para Microondas,400,500
Regalería,Llavero Corazón,188,350
Regalería,Manoplas Nena con Strass 1,150,400
Regalería,Mate Click Naranja ,400,500
Regalería,Mate Forrado Chico 1,160,400
Regalería,Mate Forrado Grande 1,350,500
Regalería,Mate Porongo Chico 1,210,300
Regalería,Mate Porongo Grande 1,350,400
Regalería,Molde p/ Helado x 4 Aqua Rosa,400,500
Regalería,Molde p/ Helado x 4 Aqua Verde,400,500
Regalería,Moños para regalos 1,15,20
Regalería,Moños para regalos 1,4.9,10
Regalería,Repasador Sargado,250,400
Regalería,Repasador Sargado,250,400
Regalería,Ser x 2 utensilios p/ ensaladas Iris,400,500
Regalería,Set Coladores x 2,400,500
Regalería,Tarro Azucarero 1800 ml,500,650
Regalería,Tarro para Azúcar 1800 ml,500,600
Regalería,Tarro para Cereales 1800 ml,500,600
Regalería,Tarro para Galletitas 1800 ml,500,600
Regalería,Tarro para Yerba 1800 ml,500,600
Regalería,Tarro Yerbero 1800 ml,500,650
Regalería,Vaso Chopero 1,525,700
Regalería,Vaso de Boca Juniors,550,700
Regalería,Vaso de River Plate,550,700
Regalería,Vaso infantil Exprimidor,490,700
Regalería,Vaso Pico Sorbete,290,400
Regalería,Vaso Pinta Deco Cerveza 1,375,500
Snack,3D 151g,300,400
Snack,3D 43g,156.48,250
Snack,3D 47g,123,200
Snack,3D 92g,384.6,500
Snack,3D Original Queso 95 grs,238.47,320
Snack,Aritos Frutados Lasfor 160g,112,180
Snack,Barrita de Cereal Yogurt y Frutilla ,77.034,100
Snack,Barritas de Cereal Chispas 30 grs Quaker,61.95,100
Snack,Barritas de Cereal Frutilla 30 grs Quaker,61.95,100
Snack,Barritas de Cereal Mousse de Chocolate 30 grs Quaker,61.95,100
Snack,Bolitas Chocolatadas Lasfor 1,126,200
Snack,Chizitos OVNI 50g,48,150
Snack,Chizitos x 100 grs,60,150
Snack,Chocobar de arroz 20 grs,93.33,130
Snack,Doritos  140g,315,420
Snack,Doritos 45g,156.48,250
Snack,Doritos Sabor Queso 85 grs,423,550
Snack,Flow Cereal Avellanas Arándanos con Miel 30g,103.72,180
Snack,Lay's Cheddar 85g,264,350
Snack,Lay's Clásicas 145g,576.92,730
Snack,Lay's Clásicas 249g,458,600
Snack,Lay's Clásicas 45g,192.3,250
Snack,Lay's Clásicas 94g,264,400
Snack,Maíz Inflado OVNI 50g,48,150
Snack,Maní King Salado Sin Piel 120g,133.41,180
Snack,Maní salado - pelado  a granel 250g,300,150
Snack,Maní salado - pelado  a granel 250g,240,350
Snack,Oblea de arroz 20 grs,93.33,130
Snack,Palios Salados OVNI 150g,114,200
Snack,Papas Clásicas Quento 100 grs,270,400
Snack,Papas Clásicas Quento 50 grs,78,200
Snack,Papas Pay QUENTO 110g,200,300
Snack,Papas Quento  Jamón Serrano 90 g,288.93,400
Snack,Papas Quento  Ketchup 90 g,288.93,400
Snack,Papas Quento Cebolla y Queso 45g,111.505,200
Snack,Papas Quento Clásicas Asado Criollo,288.93,400
Snack,Papas Quento Sabor Crema y Ciboulette 90 gr,288.93,400
Snack,Puflito ,41,150
Snack,Semillas de Girasol Tostadas y Saladas 40 grs,37.5,80
Snack,Tostex Barbacoa 125g,113,150
Snack,Tostex Sabor Cheddar 125g,113,150
Snack,Tostex Sabor Pizza 125g,113,150
Snack,Tutuca,48,150
Snack,Tutuca 100 grs 1,70,100
Snack,Tutuca 80 grs 1,59,80
Snack,Twistos Jamón Ibérico 100g,369.23,480
Snack,Twistos Jamón Ibérico 40g,184.6,240
Snack,Twistos Queso 40g,173.08,250
Soda,Agua Mineral con Gas Bio Sports 500 cc,62.5,100
Soda,Soda Benedictino 2000ml,92,200
Soda,Soda Benedictino 2000ml.,55,200
Soda,Soda Eco de los Andes 500ml,65,100
Soda,Soda Kapuy x 2000ml,100,200
Soda,Soda Sierra de los Padres  500ml,75,100
Soda,Soda Sifón Secco 2 L,218.75,300
Soda,Soda Torasso 2000ml,113,150
Soda,Soda Vitalissima 2000ml,203.12,300
Soda,Soda Wolfs 2 L,141.66,200
Varios,Adhesivo de Contacto POXI-ran 1,359,600
Varios,Apoya Celular FOONU,200,300
Varios,Barbijos 1,75,100
Varios,Bolsas camisetas 40 x 50,250,350
Varios,Bolsas camisetas 40 x 50,3,5
Varios,Bolsas Camisetas 50x70 ,11.04,20
Varios,Bolsas de Residuos Consorcio ADN Polimundi 60x90x10 unidades,15.7,25
Varios,Bolsas Residuos Polimundi x 10 u / 60x90 Baja Densidad,26.31,40
Varios,Bolsas residuos Polimundi x 10 u /80x100 Alta densidad,31.4,40
Varios,Bombilla grande Piedra,270,400
Varios,BOMBILLA MATE ESPIRALADA 1,260,500
Varios,BOMBILLA MATE RUBÍ CORTA 1,210,400
Varios,BOMBILLA MATE RUBÍ LARGA 1,210,450
Varios,BOMBILLA TERERÉ 1,105,150
Varios,Botella Pinguinito Celeste 300 ml,300,400
Varios,Botella Pinguinito Rosa 300 ml,300,400
Varios,Cartas de Loba Hachazo 1,380,600
Varios,Cartas de Truco Hachazo 1,190,400
Varios,Cartas FIFA WORLD CUP,150,300
Varios,Chip  1,38,100
Varios,Cinta Aisladora de PVC,120,200
Varios,Desodorante para Piso Sedilé Flor de Irupé,75,120
Varios,Desodorante para Piso Sedilé Lavanda,75,120
Varios,Duracell AA,37,200
Varios,Duracell AA,178,250
Varios,Duracell AAA,150,200
Varios,Encendedor Candela 1,128.57,200
Varios,Encendedor Fuegolandia,129,200
Varios,Escarapela de cinta celeste y blanca,50,100
Varios,Escarapela Tejida hilo,150,300
Varios,Escarapelas a crochet 1,210,300
Varios,Escarapelas moños de cinta 1,38,50
Varios,Escarapelas simple de cinta 1,23,50
Varios,Focos Ledvance 9 W = 75 W,193.52,300
Varios,Focos Osram 12 w  =  90 W,243.51,350
Varios,Focos Osram 5 w = 40 W,149.63,250
Varios,Focos Osram 9 w 1,113,200
Varios,Gorros Navideños,100,400
Varios,Hielo Botella Chica 1,0,100
Varios,Hielo Botella Grande 1,0,150
Varios,Juego Loteria Número Plásticos,190,400
Varios,La Gotita 1,343.19,450
Varios,Liyo Caja 50,103.16,200
Varios,Liyo X2 2,2.5,2.5
Varios,Loteria Familiar 1,375,700
Varios,Magistral Marina 215ml,147,180
Varios,Mate Tereré Argentina,380,500
Varios,Mate Vidrio Deco,480,700
Varios,Naipes Hachazo Truco,190,400
Varios,Pilas AA A Philco Alcalina x 4,133.75,200
Varios,Pilas AAA Energizer,146.4,200
Varios,PILAS DOBLE A 1,84,200
Varios,Pilas Energizer Alcalinas AA4,145,200
Varios,Pilas Energizer Alcalinas AAA1,178,250
Varios,Pilas Eveready AA1,82.47,200
Varios,PILAS TRIPLE A 1,70,200
Varios,Pintura Argentina,220,300
Varios,Pinza de depilar 1,150,200
Varios,Poker Naipes Loba Caja,390,600
Varios,PORTA TARJETA BUS 1,38,100
Varios,Rollo de Cocina Sussex 50,115.666,150
Varios,Tabla Picadora 1,338,500
Varios,Tarjeta Sube,600,900
Varios,Tazos Coleccionables del Mundial 2022,120,300
Varios,Termo Lumilagro Amigo con asa x 1 litro,1039,1800
Varios,Termo Lumilagro Super Térmica con asa x 1 litro,1190,2000
Varios,Vaso Sorbete Argentina,180,350
Varios,Velas Amanecer 1,53,150
Vino,AIMÉ Malbec 750 ml,640.01,750
Vino,Alaris Malbec 750ml,630,750
Vino,Alma Mora Malbec 750ml,850,950
Vino,Cafayate Malbec 750 ml,600,700
Vino,Canciller Blend 1125ml,329,500
Vino,Circus Dulce Terroir 750ml,364,650
Vino,Colon Cabernet Sauvignon 750ml,238,500
Vino,Cordero Piel de Lobo Malbec 2022 750ml,575.83,900
Vino,DADA Malbec 750ml,710,850
Vino,Dilema Blanco 750ml,818,950
Vino,Dilema No Hay Tal Tinto ,818,950
Vino,Dilema No Hay Tal Tinto Dulce,818,950
Vino,Dilema Rosé Dulce 750ml,818,950
Vino,Don Valentín Lacrado 750ml,670,800
Vino,El Bautismo Malbec 750ml,294,700
Vino,Estancia de Mendoza Cabernert Malbec 750 ml,603,750
Vino,Estancia de Mendoza Malbec 750ml,590,700
Vino,Estancia de Mendoza Malbec Cabernet 1125 ml,777.47,870
Vino,Estancia de Mendoza Syrah Malbec 750 ml,539.76,650
Vino,Estancia Mendoza Cabernet Malbec 1125ml,777.47,870
Vino,Estancia Mendoza Chenin Chardonnay 750ml,590,700
Vino,Federico de Alvear Blanco Dulce 750 ml,617,750
Vino,Finca Natalina Syrah Malbec 750cc,230,400
Vino,Fran Nieto Senetiner Cabernet Sauvignon 750ml,350,650
Vino,Hormiga Negra Malbec 750ml,210,500
Vino,Kadabra Malbec 750 ml,585,800
Vino,Marquéz del Sur Blend Magnum 1125ml,450,600
Vino,Novecento Malbec,533.33,700
Vino,Otro Loco Más Malbec 750 cc,440,750
Vino,Perro Callejero Blend de Malbec 750 ml,885,1400
Vino,Santa Julia Cabernet Sauvignon 750ml,800,950
Vino,Toro Blanco Tetra 1 Litro,432.6,550
Vino,Toro Tetra Pack x 1000 cc,400,520
Vino,"Toro Tinto 1,125 ml",630,750
Vino,Toro Viejo Clásico Tinto 1125ml,656.78,750
Vino,Tribu Malbec 750 ml,603,730
Vino,Valmont 750ml,420,750
Vino,Viñas de Balbo 1125ml,583.33,680
Vino,Vino de Marte Malbec 750 cc,430,800
Vino,Vino Toro Clásico Tinto 750 cc,430.82,550
Cigarrillo,Sueltos $10,0,20
